gt_id,frame,object_id,bbox,l0_bbox,l0_short_side,l0_area,size_bin,area_bin,boundary,cx_norm,cy_norm,failure_type,matched_pred_id,predicted_class,confidence,iou,correct_class,iou_ge_050,any_class_iou50,correct_class_iou50,best_any_iou,best_any_class,best_any_confidence,best_correct_iou,best_correct_confidence,best_wrong_iou,best_wrong_class,best_wrong_confidence
f03-g00,3,jammer,"[1487.0, 1453.0, 1519.0, 1496.0]","[371.75, 363.25, 379.75, 374.0]",8.0,86.0,8-<16,32-<128,0,0.39140625,0.6826388888888889,G_wrong_class_low_iou,f03-p07,jet_plane,0.011347539722919464,0.1323532552847871,0,0,0,0,0.1323532552847871,jet_plane,0.011347539722919464,0.0,,0.1323532552847871,jet_plane,0.011347539722919464
f03-g02,3,spacecraft,"[1516.0, 807.0, 1558.0, 856.0]","[379.0, 201.75, 389.5, 214.0]",10.5,128.625,8-<16,128-<512,0,0.4002604166666667,0.3849537037037037,B_wrong_class_iou50,f03-p03,small_tower,0.7873644828796387,0.9035799413138471,0,1,1,0,0.9035799413138471,small_tower,0.7873644828796387,0.4860088104189847,0.013533433899283409,0.9035799413138471,small_tower,0.7873644828796387
f03-g04,3,small_plane,"[2030.0, 1719.0, 2073.0, 1769.0]","[507.5, 429.75, 518.25, 442.25]",10.75,134.375,8-<16,128-<512,0,0.5342447916666667,0.8074074074074075,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.968963086605072,0.0,,0.0,large_launcher,0.968963086605072
f03-g05,3,jet_plane,"[2199.0, 0.0, 2271.0, 27.0]","[549.75, 0.0, 567.75, 6.75]",6.75,121.5,4-<8,32-<128,1,0.58203125,0.00625,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.968963086605072,0.0,0.011347539722919464,0.0,large_launcher,0.968963086605072
f03-g06,3,small_launcher,"[1785.0, 386.0, 1806.0, 416.0]","[446.25, 96.5, 451.5, 104.0]",5.25,39.375,4-<8,32-<128,0,0.467578125,0.18564814814814815,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.968963086605072,0.0,,0.0,large_launcher,0.968963086605072
f03-g07,3,tank,"[868.0, 126.0, 915.0, 170.0]","[217.0, 31.5, 228.75, 42.5]",11.0,129.25,8-<16,128-<512,0,0.23216145833333332,0.06851851851851852,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.968963086605072,0.0,,0.0,large_launcher,0.968963086605072
f03-g10,3,ta-ta,"[1082.0, 460.0, 1112.0, 479.0]","[270.5, 115.0, 278.0, 119.75]",4.75,35.625,4-<8,32-<128,0,0.28567708333333336,0.21736111111111112,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.968963086605072,0.0,,0.0,large_launcher,0.968963086605072
f04-g00,4,jammer,"[1484.0, 1524.0, 1516.0, 1567.0]","[371.0, 381.0, 379.0, 391.75]",8.0,86.0,8-<16,32-<128,0,0.390625,0.7155092592592592,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.997995138168335,0.0,,0.0,large_launcher,0.997995138168335
f04-g02,4,spacecraft,"[1514.0, 869.0, 1556.0, 918.0]","[378.5, 217.25, 389.0, 229.5]",10.5,128.625,8-<16,128-<512,0,0.3997395833333333,0.4136574074074074,B_wrong_class_iou50,f04-p02,small_tower,0.79105144739151,0.8189812935846563,0,1,1,0,0.8189812935846563,small_tower,0.79105144739151,0.0,,0.8189812935846563,small_tower,0.79105144739151
f04-g04,4,small_plane,"[2031.0, 1794.0, 2074.0, 1844.0]","[507.75, 448.5, 518.5, 461.0]",10.75,134.375,8-<16,128-<512,0,0.5345052083333334,0.8421296296296297,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.997995138168335,0.0,,0.0,large_launcher,0.997995138168335
f04-g06,4,small_launcher,"[1784.0, 442.0, 1805.0, 473.0]","[446.0, 110.5, 451.25, 118.25]",5.25,40.6875,4-<8,32-<128,0,0.46731770833333336,0.21180555555555555,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.997995138168335,0.0,,0.0,large_launcher,0.997995138168335
f04-g07,4,tank,"[861.0, 180.0, 909.0, 224.0]","[215.25, 45.0, 227.25, 56.0]",11.0,132.0,8-<16,128-<512,0,0.23046875,0.09351851851851851,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.997995138168335,0.0,,0.0,large_launcher,0.997995138168335
f04-g10,4,ta-ta,"[1076.0, 517.0, 1106.0, 536.0]","[269.0, 129.25, 276.5, 134.0]",4.75,35.625,4-<8,32-<128,0,0.28411458333333334,0.24375,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.997995138168335,0.0,,0.0,large_launcher,0.997995138168335
f05-g00,5,jammer,"[1481.0, 1596.0, 1513.0, 1639.0]","[370.25, 399.0, 378.25, 409.75]",8.0,86.0,8-<16,32-<128,0,0.38984375,0.7488425925925926,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9986373782157898,0.0,,0.0,large_launcher,0.9986373782157898
f05-g04,5,small_plane,"[2032.0, 1870.0, 2075.0, 1920.0]","[508.0, 467.5, 518.75, 480.0]",10.75,134.375,8-<16,128-<512,0,0.534765625,0.8773148148148148,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9986373782157898,0.0,,0.0,large_launcher,0.9986373782157898
f05-g06,5,small_launcher,"[1783.0, 500.0, 1804.0, 530.0]","[445.75, 125.0, 451.0, 132.5]",5.25,39.375,4-<8,32-<128,0,0.46705729166666665,0.23842592592592593,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9986373782157898,0.0,,0.0,large_launcher,0.9986373782157898
f05-g07,5,tank,"[854.0, 234.0, 902.0, 278.0]","[213.5, 58.5, 225.5, 69.5]",11.0,132.0,8-<16,128-<512,0,0.22864583333333333,0.11851851851851852,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9986373782157898,0.0,,0.0,large_launcher,0.9986373782157898
f05-g10,5,ta-ta,"[1070.0, 576.0, 1101.0, 594.0]","[267.5, 144.0, 275.25, 148.5]",4.5,34.875,4-<8,32-<128,0,0.28268229166666664,0.2708333333333333,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9986373782157898,0.0,,0.0,large_launcher,0.9986373782157898
f06-g00,6,jammer,"[1477.0, 1668.0, 1510.0, 1712.0]","[369.25, 417.0, 377.5, 428.0]",8.25,90.75,8-<16,32-<128,0,0.38893229166666665,0.7824074074074074,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.987257182598114,0.0,,0.0,large_launcher,0.987257182598114
f06-g04,6,small_plane,"[2033.0, 1947.0, 2076.0, 1998.0]","[508.25, 486.75, 519.0, 499.5]",10.75,137.0625,8-<16,128-<512,0,0.5350260416666667,0.9131944444444444,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.987257182598114,0.0,,0.0,large_launcher,0.987257182598114
f06-g06,6,large_tower,"[3395.0, 0.0, 3451.0, 26.0]","[848.75, 0.0, 862.75, 6.5]",6.5,91.0,4-<8,32-<128,1,0.89140625,0.0060185185185185185,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.987257182598114,0.0,,0.0,large_launcher,0.987257182598114
f06-g07,6,small_launcher,"[1782.0, 558.0, 1803.0, 588.0]","[445.5, 139.5, 450.75, 147.0]",5.25,39.375,4-<8,32-<128,0,0.466796875,0.2652777777777778,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.987257182598114,0.0,,0.0,large_launcher,0.987257182598114
f06-g08,6,tank,"[847.0, 289.0, 895.0, 334.0]","[211.75, 72.25, 223.75, 83.5]",11.25,135.0,8-<16,128-<512,0,0.22682291666666668,0.14421296296296296,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.987257182598114,0.0,,0.0,large_launcher,0.987257182598114
f06-g11,6,ta-ta,"[1064.0, 634.0, 1095.0, 653.0]","[266.0, 158.5, 273.75, 163.25]",4.75,36.8125,4-<8,32-<128,0,0.2811197916666667,0.29791666666666666,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.987257182598114,0.0,,0.0,large_launcher,0.987257182598114
f07-g00,7,jammer,"[1474.0, 1743.0, 1507.0, 1786.0]","[368.5, 435.75, 376.75, 446.5]",8.25,88.6875,8-<16,32-<128,0,0.38815104166666664,0.8168981481481481,A_missed,,no_detection,,0.0,0,0,0,0,0.0,spacecraft,0.9624838829040527,0.0,,0.0,spacecraft,0.9624838829040527
f07-g04,7,small_plane,"[2034.0, 2025.0, 2077.0, 2077.0]","[508.5, 506.25, 519.25, 519.25]",10.75,139.75,8-<16,128-<512,0,0.5352864583333333,0.9495370370370371,A_missed,,no_detection,,0.0,0,0,0,0,0.0,spacecraft,0.9624838829040527,0.0,,0.0,spacecraft,0.9624838829040527
f07-g06,7,large_tower,"[3404.0, 11.0, 3462.0, 79.0]","[851.0, 2.75, 865.5, 19.75]",14.5,246.5,8-<16,128-<512,0,0.8940104166666667,0.020833333333333332,A_missed,,no_detection,,0.0,0,0,0,0,0.0,spacecraft,0.9624838829040527,0.0,,0.0,spacecraft,0.9624838829040527
f07-g07,7,small_launcher,"[1781.0, 616.0, 1803.0, 646.0]","[445.25, 154.0, 450.75, 161.5]",5.5,41.25,4-<8,32-<128,0,0.4666666666666667,0.29212962962962963,A_missed,,no_detection,,0.0,0,0,0,0,0.0,spacecraft,0.9624838829040527,0.0,,0.0,spacecraft,0.9624838829040527
f07-g08,7,tank,"[840.0, 345.0, 888.0, 390.0]","[210.0, 86.25, 222.0, 97.5]",11.25,135.0,8-<16,128-<512,0,0.225,0.1701388888888889,A_missed,,no_detection,,0.0,0,0,0,0,0.0,spacecraft,0.9624838829040527,0.0,,0.0,spacecraft,0.9624838829040527
f07-g11,7,ta-ta,"[1059.0, 694.0, 1090.0, 712.0]","[264.75, 173.5, 272.5, 178.0]",4.5,34.875,4-<8,32-<128,0,0.27981770833333336,0.32546296296296295,A_missed,,no_detection,,0.0,0,0,0,0,0.0,spacecraft,0.9624838829040527,0.0,,0.0,spacecraft,0.9624838829040527
f08-g00,8,jammer,"[1470.0, 1818.0, 1504.0, 1862.0]","[367.5, 454.5, 376.0, 465.5]",8.5,93.5,8-<16,32-<128,0,0.38723958333333336,0.8518518518518519,A_missed,,no_detection,,0.0,0,0,0,0,0.0,spacecraft,0.948248565196991,0.0,,0.0,spacecraft,0.948248565196991
f08-g04,8,small_plane,"[2035.0, 2105.0, 2079.0, 2157.0]","[508.75, 526.25, 519.75, 539.25]",11.0,143.0,8-<16,128-<512,0,0.5356770833333333,0.986574074074074,A_missed,,no_detection,,0.0,0,0,0,0,0.0,spacecraft,0.948248565196991,0.0,,0.0,spacecraft,0.948248565196991
f08-g06,8,large_tower,"[3414.0, 65.0, 3472.0, 133.0]","[853.5, 16.25, 868.0, 33.25]",14.5,246.5,8-<16,128-<512,0,0.8966145833333333,0.04583333333333333,A_missed,,no_detection,,0.0,0,0,0,0,0.0,spacecraft,0.948248565196991,0.0,,0.0,spacecraft,0.948248565196991
f08-g07,8,small_launcher,"[1781.0, 676.0, 1802.0, 706.0]","[445.25, 169.0, 450.5, 176.5]",5.25,39.375,4-<8,32-<128,0,0.46653645833333335,0.3199074074074074,A_missed,,no_detection,,0.0,0,0,0,0,0.0,spacecraft,0.948248565196991,0.0,,0.0,spacecraft,0.948248565196991
f08-g08,8,tank,"[833.0, 401.0, 881.0, 447.0]","[208.25, 100.25, 220.25, 111.75]",11.5,138.0,8-<16,128-<512,0,0.22317708333333333,0.1962962962962963,A_missed,,no_detection,,0.0,0,0,0,0,0.0,spacecraft,0.948248565196991,0.0,,0.0,spacecraft,0.948248565196991
f08-g11,8,ta-ta,"[1053.0, 755.0, 1084.0, 772.0]","[263.25, 188.75, 271.0, 193.0]",4.25,32.9375,4-<8,32-<128,0,0.27825520833333334,0.35347222222222224,A_missed,,no_detection,,0.0,0,0,0,0,0.0,spacecraft,0.948248565196991,0.0,,0.0,spacecraft,0.948248565196991
f09-g00,9,jammer,"[1467.0, 1894.0, 1500.0, 1938.0]","[366.75, 473.5, 375.0, 484.5]",8.25,90.75,8-<16,32-<128,0,0.386328125,0.8870370370370371,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9857315421104431,0.0,,0.0,large_launcher,0.9857315421104431
f09-g03,9,condor,"[2709.0, 2039.0, 2888.0, 2159.0]","[677.25, 509.75, 722.0, 539.75]",30.0,1342.5,16-<32,512-<2048,1,0.7287760416666667,0.9717592592592592,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9857315421104431,0.0,0.011706291697919369,0.0,large_launcher,0.9857315421104431
f09-g05,9,large_tower,"[3424.0, 120.0, 3483.0, 188.0]","[856.0, 30.0, 870.75, 47.0]",14.75,250.75,8-<16,128-<512,0,0.8993489583333333,0.0712962962962963,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9857315421104431,0.0,,0.0,large_launcher,0.9857315421104431
f09-g06,9,small_launcher,"[1780.0, 736.0, 1801.0, 766.0]","[445.0, 184.0, 450.25, 191.5]",5.25,39.375,4-<8,32-<128,0,0.46627604166666664,0.3476851851851852,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9857315421104431,0.0,,0.0,large_launcher,0.9857315421104431
f09-g07,9,tank,"[825.0, 458.0, 874.0, 504.0]","[206.25, 114.5, 218.5, 126.0]",11.5,140.875,8-<16,128-<512,0,0.22122395833333333,0.22268518518518518,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9857315421104431,0.0,,0.0,large_launcher,0.9857315421104431
f09-g10,9,ta-ta,"[1047.0, 816.0, 1078.0, 834.0]","[261.75, 204.0, 269.5, 208.5]",4.5,34.875,4-<8,32-<128,0,0.2766927083333333,0.3819444444444444,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9857315421104431,0.0,,0.0,large_launcher,0.9857315421104431
f10-g00,10,jammer,"[1463.0, 1972.0, 1497.0, 2016.0]","[365.75, 493.0, 374.25, 504.0]",8.5,93.5,8-<16,32-<128,0,0.3854166666666667,0.9231481481481482,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9921118021011353,0.0,,0.0,large_launcher,0.9921118021011353
f10-g03,10,condor,"[2715.0, 2120.0, 2896.0, 2159.0]","[678.75, 530.0, 724.0, 539.75]",9.75,441.1875,8-<16,128-<512,1,0.7305989583333333,0.9905092592592593,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9921118021011353,0.0,,0.0,large_launcher,0.9921118021011353
f10-g05,10,large_tower,"[3434.0, 176.0, 3493.0, 243.0]","[858.5, 44.0, 873.25, 60.75]",14.75,247.0625,8-<16,128-<512,0,0.901953125,0.09699074074074074,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9921118021011353,0.0,,0.0,large_launcher,0.9921118021011353
f10-g06,10,small_launcher,"[1779.0, 798.0, 1800.0, 828.0]","[444.75, 199.5, 450.0, 207.0]",5.25,39.375,4-<8,32-<128,0,0.466015625,0.3763888888888889,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9921118021011353,0.0,,0.0,large_launcher,0.9921118021011353
f10-g07,10,tank,"[818.0, 516.0, 867.0, 563.0]","[204.5, 129.0, 216.75, 140.75]",11.75,143.9375,8-<16,128-<512,0,0.21940104166666666,0.24976851851851853,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9921118021011353,0.0,,0.0,large_launcher,0.9921118021011353
f10-g10,10,ta-ta,"[1040.0, 878.0, 1072.0, 896.0]","[260.0, 219.5, 268.0, 224.0]",4.5,36.0,4-<8,32-<128,0,0.275,0.41064814814814815,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9921118021011353,0.0,,0.0,large_launcher,0.9921118021011353
f11-g00,11,jammer,"[1460.0, 2051.0, 1494.0, 2095.0]","[365.0, 512.75, 373.5, 523.75]",8.5,93.5,8-<16,32-<128,0,0.3846354166666667,0.9597222222222223,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9940919280052185,0.0,,0.0,large_launcher,0.9940919280052185
f11-g04,11,large_tower,"[3444.0, 233.0, 3504.0, 299.0]","[861.0, 58.25, 876.0, 74.75]",15.0,247.5,8-<16,128-<512,0,0.9046875,0.12314814814814815,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9940919280052185,0.0,,0.0,large_launcher,0.9940919280052185
f11-g05,11,small_launcher,"[1778.0, 860.0, 1799.0, 890.0]","[444.5, 215.0, 449.75, 222.5]",5.25,39.375,4-<8,32-<128,0,0.46575520833333334,0.4050925925925926,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9940919280052185,0.0,,0.0,large_launcher,0.9940919280052185
f11-g06,11,tank,"[810.0, 575.0, 860.0, 622.0]","[202.5, 143.75, 215.0, 155.5]",11.75,146.875,8-<16,128-<512,0,0.21744791666666666,0.27708333333333335,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9940919280052185,0.0,,0.0,large_launcher,0.9940919280052185
f11-g09,11,ta-ta,"[1034.0, 941.0, 1066.0, 959.0]","[258.5, 235.25, 266.5, 239.75]",4.5,36.0,4-<8,32-<128,0,0.2734375,0.4398148148148148,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9940919280052185,0.0,,0.0,large_launcher,0.9940919280052185
f12-g00,12,jammer,"[1456.0, 2131.0, 1491.0, 2159.0]","[364.0, 532.75, 372.75, 539.75]",7.0,61.25,4-<8,32-<128,1,0.38372395833333334,0.9930555555555556,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.953284502029419,0.0,,0.0,large_launcher,0.953284502029419
f12-g04,12,large_tower,"[3455.0, 290.0, 3515.0, 356.0]","[863.75, 72.5, 878.75, 89.0]",15.0,247.5,8-<16,128-<512,0,0.9075520833333334,0.14953703703703702,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.953284502029419,0.0,,0.0,large_launcher,0.953284502029419
f12-g05,12,small_launcher,"[1777.0, 923.0, 1799.0, 953.0]","[444.25, 230.75, 449.75, 238.25]",5.5,41.25,4-<8,32-<128,0,0.465625,0.43425925925925923,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.953284502029419,0.0,,0.0,large_launcher,0.953284502029419
f12-g06,12,tank,"[803.0, 635.0, 853.0, 682.0]","[200.75, 158.75, 213.25, 170.5]",11.75,146.875,8-<16,128-<512,0,0.215625,0.30486111111111114,B_wrong_class_iou50,f12-p07,spacecraft,0.02499978616833687,0.9267382293466628,0,1,1,0,0.9267382293466628,spacecraft,0.02499978616833687,0.0,,0.9267382293466628,spacecraft,0.02499978616833687
f12-g09,12,ta-ta,"[1028.0, 1005.0, 1060.0, 1022.0]","[257.0, 251.25, 265.0, 255.5]",4.25,34.0,4-<8,32-<128,0,0.271875,0.46921296296296294,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.953284502029419,0.0,,0.0,large_launcher,0.953284502029419
f13-g03,13,large_tower,"[3465.0, 348.0, 3526.0, 414.0]","[866.25, 87.0, 881.5, 103.5]",15.25,251.625,8-<16,128-<512,0,0.9102864583333333,0.1763888888888889,A_missed,,no_detection,,0.0,0,0,0,0,0.0,small_tower,0.9540662169456482,0.0,,0.0,small_tower,0.9540662169456482
f13-g04,13,small_launcher,"[1776.0, 986.0, 1798.0, 1016.0]","[444.0, 246.5, 449.5, 254.0]",5.5,41.25,4-<8,32-<128,0,0.46536458333333336,0.4634259259259259,A_missed,,no_detection,,0.0,0,0,0,0,0.0,small_tower,0.9540662169456482,0.0,,0.0,small_tower,0.9540662169456482
f13-g05,13,tank,"[795.0, 695.0, 845.0, 742.0]","[198.75, 173.75, 211.25, 185.5]",11.75,146.875,8-<16,128-<512,0,0.21354166666666666,0.3326388888888889,B_wrong_class_iou50,f13-p06,spacecraft,0.019512783735990524,0.8407026521724047,0,1,1,0,0.8407026521724047,spacecraft,0.019512783735990524,0.0,,0.8407026521724047,spacecraft,0.019512783735990524
f13-g08,13,ta-ta,"[1022.0, 1070.0, 1054.0, 1087.0]","[255.5, 267.5, 263.5, 271.75]",4.25,34.0,4-<8,32-<128,0,0.2703125,0.49930555555555556,A_missed,,no_detection,,0.0,0,0,0,0,0.0,small_tower,0.9540662169456482,0.0,,0.0,small_tower,0.9540662169456482
f14-g03,14,large_tower,"[3476.0, 407.0, 3538.0, 472.0]","[869.0, 101.75, 884.5, 118.0]",15.5,251.875,8-<16,128-<512,0,0.91328125,0.20347222222222222,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9897140264511108,0.0,,0.0,large_launcher,0.9897140264511108
f14-g04,14,medium_launcher,"[3719.0, 0.0, 3765.0, 17.0]","[929.75, 0.0, 941.25, 4.25]",4.25,48.875,4-<8,32-<128,1,0.9744791666666667,0.003935185185185185,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9897140264511108,0.0,,0.0,large_launcher,0.9897140264511108
f14-g05,14,small_launcher,"[1775.0, 1051.0, 1797.0, 1081.0]","[443.75, 262.75, 449.25, 270.25]",5.5,41.25,4-<8,32-<128,0,0.46510416666666665,0.4935185185185185,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9897140264511108,0.0,,0.0,large_launcher,0.9897140264511108
f14-g06,14,tank,"[787.0, 756.0, 838.0, 804.0]","[196.75, 189.0, 209.5, 201.0]",12.0,153.0,8-<16,128-<512,0,0.21158854166666666,0.3611111111111111,A_missed,,no_detection,,0.0,0,0,0,0,0.0,large_launcher,0.9897140264511108,0.0,,0.0,large_launcher,0.9897140264511108
