update_id,excluded_class,start_frame,end_frame,donors,donor_count,sufficient,dx,dy,mad_dx,mad_dy,residual_median,magnitude,direction_deg,width_ratio,height_ratio,clean_scale_count,clean_width_ratio,clean_height_ratio,clean_width_ratio_mad,clean_height_ratio_mad
hangar:9,hangar,8,9,condor|helicopter|jammer|jet_plane|large_launcher|large_tower|small_launcher|small_tower|spacecraft|ta-ta|tank,11,1,2.5,61.5,5.5,6.5,9.192388155425117,61.55079203389669,87.67218491095885,1.0,1.0,10,1.0,1.0,0.0,0.0
hangar:10,hangar,9,10,condor|helicopter|jammer|jet_plane|large_launcher|large_tower|small_launcher|small_tower|spacecraft|ta-ta|tank,11,1,2.0,62.0,5.0,6.0,9.5524865872714,62.03224967708329,88.15238973400541,1.011173184357542,1.0,10,1.0067114093959733,1.0,0.006711409395973256,0.0
hangar:11,hangar,10,11,helicopter|jammer|jet_plane|large_launcher|large_tower|small_launcher|small_tower|spacecraft|ta-ta|tank,10,1,0.75,64.0,4.5,6.25,8.973834704667382,64.0043943803861,89.32859581715003,1.0,1.0,10,1.0,1.0,0.0,0.011618589743589758
hangar:12,hangar,11,12,helicopter|jammer|jet_plane|large_launcher|large_tower|small_launcher|small_tower|spacecraft|ta-ta|tank,10,1,0.75,64.75,4.5,6.0,8.477591922614671,64.75434348366139,89.33637199998675,1.011764049955397,1.0,9,1.006578947368421,1.0,0.006578947368421018,0.0
hangar:13,hangar,12,13,helicopter|jet_plane|large_launcher|large_tower|small_launcher|small_tower|spacecraft|ta-ta|tank,9,1,2.5,65.0,6.0,5.0,8.73212459828649,65.04805915628843,87.7974018382342,1.0,1.0,9,1.0,1.0,0.0,0.0
hangar:14,hangar,13,14,helicopter|jet_plane|large_launcher|large_tower|small_launcher|small_tower|spacecraft|ta-ta|tank,9,1,2.0,66.0,5.0,6.0,10.062305898749054,66.03029607687671,88.26429541107161,1.0083333333333333,1.0,9,1.0083333333333333,1.0,0.008333333333333304,0.0
hangar:15,hangar,14,15,helicopter|jet_plane|large_launcher|large_tower|medium_launcher|small_launcher|small_tower|spacecraft|ta-ta|tank,10,1,2.5,66.25,7.0,6.25,10.304587338775164,66.2971530308806,87.83892051177364,1.010542487815215,1.0045454545454544,9,1.0082644628099173,1.0,0.008264462809917328,0.010000000000000009
hangar:16,hangar,15,16,helicopter|jet_plane|large_launcher|large_tower|medium_launcher|small_launcher|small_tower|spacecraft|ta-ta|tank,10,1,3.0,67.25,7.5,6.5,10.78472765433725,67.31688124088934,87.44574788682162,1.007262917617763,1.0045045045045045,10,1.007262917617763,1.0045045045045045,0.007262917617762987,0.009405556471105303
hangar:17,hangar,16,17,helicopter|jet_plane|large_launcher|large_tower|medium_launcher|small_launcher|small_tower|spacecraft|ta-ta|tank,10,1,2.75,67.75,7.0,6.5,10.706204693233602,67.80578883841703,87.67561702905185,1.0,1.0,10,1.0,1.0,0.0,0.0
hangar:18,hangar,17,18,helicopter|jet_plane|large_launcher|large_tower|medium_launcher|small_launcher|small_tower|spacecraft|ta-ta|tank,10,1,3.0,67.25,7.25,5.25,11.066989079288792,67.31688124088934,87.44574788682162,1.0103613719885667,1.0,9,1.0126582278481013,1.0,0.006572541382667829,0.0
hangar:19,hangar,18,19,jet_plane|large_launcher|large_tower|medium_launcher|small_launcher|small_tower|spacecraft|ta-ta|tank,9,1,2.5,66.0,9.5,3.5,10.5,66.04733151308992,87.8307424102715,1.0,1.0,8,1.0,1.0,0.0,0.013888888888888895
hangar:20,hangar,19,20,jet_plane|large_launcher|large_tower|medium_launcher|small_launcher|spacecraft|ta-ta|tank,8,1,1.0,68.75,6.75,5.0,9.162930807129692,68.75727234264023,89.16666560971859,1.0,1.0,6,1.0104166666666665,1.0,0.01041666666666663,0.008064516129032251
hangar:21,hangar,20,21,jet_plane|large_launcher|large_tower|medium_launcher|medium_plane|small_launcher|spacecraft|ta-ta|tank,9,1,-1.0,67.5,7.0,5.5,11.672617529928752,67.5074070010099,90.84876427155359,1.0,1.0,6,1.0,1.01,0.0,0.010000000000000009
hangar:22,hangar,21,22,jet_plane|large_launcher|large_tower|medium_launcher|medium_plane|small_launcher|spacecraft|ta-ta|tank,9,1,-1.0,66.0,7.5,6.5,9.604686356149273,66.007575322837,90.86805144974555,1.0123456790123457,1.0,6,1.0137485970819304,0.9918032786885246,0.004776274273129544,0.016666666666666663
hangar:23,hangar,22,23,jet_plane|large_launcher|large_tower|medium_launcher|medium_plane|small_launcher|ta-ta|tank,8,1,0.75,68.75,7.25,5.75,10.75683877656264,68.75409078738515,89.37497992598252,1.0,1.0,6,1.0060975609756098,1.0,0.0060975609756097615,0.0
hangar:24,hangar,23,24,jet_plane|large_launcher|large_tower|medium_plane|small_launcher|ta-ta|tank,7,1,-1.5,71.5,7.0,4.0,7.7781745930520225,71.51573253487655,91.20183306445212,1.0,1.0,6,1.0073529411764706,1.0,0.007352941176470562,0.008474576271186418
helicopter:1,helicopter,0,1,condor|jammer|large_launcher|mine_roller|small_launcher|small_plane|small_tower|spacecraft|ta-ta|tank,10,1,0.0,60.75,3.75,6.75,9.208143383954338,60.75,90.0,1.0,1.0061728395061729,9,1.0,1.0,0.0,0.0
helicopter:2,helicopter,1,2,condor|jammer|large_launcher|small_launcher|small_plane|small_tower|spacecraft|ta-ta|tank,9,1,-0.5,60.0,5.0,5.0,8.860022573334675,60.002083297165605,90.47745377730958,1.0142857142857142,1.0,9,1.0142857142857142,1.0,0.014285714285714235,0.00952380952380949
helicopter:3,helicopter,2,3,condor|jammer|large_launcher|small_launcher|small_plane|small_tower|spacecraft|ta-ta|tank,9,1,-1.0,61.0,4.0,5.0,9.219544457292887,61.00819617067857,90.93919094573559,1.0,1.0,9,1.0,1.0,0.0,0.0
helicopter:4,helicopter,3,4,condor|jammer|jet_plane|large_launcher|small_launcher|small_plane|small_tower|spacecraft|ta-ta|tank,10,1,0.0,60.5,4.0,5.5,10.056276494672947,60.5,90.0,1.0,1.0,9,1.0,1.0,0.0,0.0
helicopter:5,helicopter,4,5,condor|jammer|jet_plane|large_launcher|small_launcher|small_plane|small_tower|spacecraft|ta-ta|tank,10,1,0.0,61.25,4.25,5.75,9.477731318827768,61.25,90.0,1.002906976744186,1.0,10,1.002906976744186,1.0,0.0029069767441860517,0.010669362084456457
helicopter:6,helicopter,5,6,condor|jammer|jet_plane|large_launcher|small_launcher|small_plane|small_tower|spacecraft|ta-ta|tank,10,1,0.0,62.0,4.5,5.5,9.446628716703051,62.0,90.0,1.0034482758620689,1.0114157527417746,10,1.0034482758620689,1.0114157527417746,0.005780346820809412,0.011415752741774643
helicopter:7,helicopter,6,7,condor|jammer|jet_plane|large_launcher|large_tower|small_launcher|small_plane|small_tower|spacecraft|ta-ta|tank,11,1,1.0,61.5,4.5,6.0,9.7082439194738,61.50812954398792,89.06844340192252,1.0,1.0,10,1.0,1.0,0.0,0.014912280701754377
helicopter:8,helicopter,7,8,condor|jammer|jet_plane|large_launcher|large_tower|small_launcher|small_plane|small_tower|spacecraft|ta-ta|tank,11,1,1.5,62.5,5.0,6.0,10.404326023342406,62.517997408746226,88.6251652194306,1.0113636363636365,1.0,11,1.0113636363636365,1.0,0.011363636363636465,0.005747126436781658
helicopter:9,helicopter,8,9,condor|jammer|jet_plane|large_launcher|large_tower|small_launcher|small_tower|spacecraft|ta-ta|tank,10,1,0.75,60.75,5.5,5.75,9.849154086643626,60.75462945323591,89.29268063145574,1.0,1.0,9,1.0,1.0,0.0,0.0
helicopter:10,helicopter,9,10,condor|jammer|jet_plane|large_launcher|large_tower|small_launcher|small_tower|spacecraft|ta-ta|tank,10,1,0.5,62.0,5.75,5.5,8.855226905340015,62.00201609625287,89.53794727856923,1.005586592178771,1.0,9,1.0,1.0,0.0,0.0
helicopter:11,helicopter,10,11,jammer|jet_plane|large_launcher|large_tower|small_launcher|small_tower|spacecraft|ta-ta|tank,9,1,-1.0,63.0,5.0,5.5,7.632168761236874,63.00793600809346,90.90938044919915,1.0,1.0,9,1.0,1.0,0.0,0.012820512820512775
helicopter:12,helicopter,11,12,jammer|jet_plane|large_launcher|large_tower|small_launcher|small_tower|spacecraft|ta-ta|tank,9,1,-0.5,63.5,5.5,6.0,7.3824115301167,63.50196847342608,90.45113854678729,1.006578947368421,1.0,8,1.0032894736842106,1.0,0.00328947368421062,0.0
helicopter:13,helicopter,12,13,jet_plane|large_launcher|large_tower|small_launcher|small_tower|spacecraft|ta-ta|tank,8,1,0.75,64.0,6.0,5.0,8.48683064368665,64.0043943803861,89.32859581715003,1.0065359477124183,1.0,8,1.0065359477124183,1.0,0.006535947712418277,0.0
helicopter:14,helicopter,13,14,jet_plane|large_launcher|large_tower|small_launcher|small_tower|spacecraft|ta-ta|tank,8,1,0.5,65.5,6.5,5.25,8.163341720057929,65.50190836914601,89.56263613247927,1.0114225277630884,1.0,8,1.0114225277630884,1.0,0.010000000000000009,0.0
helicopter:15,helicopter,14,15,jet_plane|large_launcher|large_tower|medium_launcher|small_launcher|small_tower|spacecraft|ta-ta|tank,9,1,2.5,66.0,8.5,6.0,10.594810050208546,66.04733151308992,87.8307424102715,1.0128205128205128,1.0,8,1.0064102564102564,1.0,0.0064102564102563875,0.012237762237762184
helicopter:16,helicopter,15,16,jet_plane|large_launcher|large_tower|medium_launcher|small_launcher|small_tower|spacecraft|ta-ta|tank,9,1,2.5,66.5,9.0,6.0,10.816653826391969,66.54697588921678,87.84703721089954,1.0063291139240507,1.0,9,1.0063291139240507,1.0,0.006491398896462108,0.015625
helicopter:17,helicopter,16,17,jet_plane|large_launcher|large_tower|medium_launcher|small_launcher|small_tower|spacecraft|ta-ta|tank,9,1,2.0,67.5,8.5,6.0,10.124228365658293,67.52962312940892,88.30284381039972,1.0,1.0,9,1.0,1.0,0.0,0.0
helicopter:18,helicopter,17,18,jet_plane|large_launcher|large_tower|medium_launcher|small_launcher|small_tower|spacecraft|ta-ta|tank,9,1,2.5,69.0,9.0,7.0,11.40175425099138,69.04527500126275,87.9249736385826,1.0126582278481013,1.0,9,1.0126582278481013,1.0,0.006572541382667829,0.0
helicopter:19,helicopter,18,19,jet_plane|large_launcher|large_tower|medium_launcher|small_launcher|small_tower|spacecraft|ta-ta|tank,9,1,2.5,66.0,9.5,3.5,10.5,66.04733151308992,87.8307424102715,1.0,1.0,8,1.0,1.0,0.0,0.013888888888888895
helicopter:20,helicopter,19,20,hangar|jet_plane|large_launcher|large_tower|medium_launcher|small_launcher|spacecraft|ta-ta|tank,9,1,-1.0,67.0,8.0,5.0,10.63014581273465,67.00746227100382,90.85509739626673,1.0,1.0,6,1.0104166666666665,1.0,0.01041666666666663,0.008064516129032251
helicopter:21,helicopter,20,21,hangar|jet_plane|large_launcher|large_tower|medium_launcher|medium_plane|small_launcher|spacecraft|ta-ta|tank,10,1,-2.25,66.25,5.75,8.0,13.020831616226504,66.28819653603497,91.94514676141429,1.0,1.01,6,1.0,1.01,0.0,0.010000000000000009
