target_class,start_frame,end_frame,model,update_id,available,x,y,boundary,center_error,error_dx,error_dy,iou,valid,unavailable_reason
jammer,8,9,S_FIXED,jammer:9,1,1487.0,1840.0,0,6.371889419964982,0.0801755263087216,-6.371384987994588,0.7277597912468233,1,
jammer,9,10,T_FIXED,jammer:10,1,1483.5,1916.0,0,17.08800749063506,6.0,-16.0,0.35353535353535354,0,
jammer,9,10,S_FIXED,jammer:10,1,1483.5,1916.0,0,7.574727061159591,0.23853784474840722,-7.570970198573377,0.6885834869644619,1,
jammer,10,11,T_FIXED,jammer:11,1,1480.0,1994.0,0,16.91892431568863,5.5,-16.0,0.3637192342752963,0,
jammer,10,11,S_FIXED,jammer:11,1,1480.0,1994.0,0,6.597328464323062,-0.9665461662543748,-6.526142150969918,0.7057092348429018,1,
jammer,11,12,T_FIXED,jammer:12,1,1477.0,2073.0,1,10.124228365658293,5.5,-8.5,0.4751266011319631,0,
jammer,11,12,S_FIXED,jammer:12,1,1477.0,2073.0,1,1.3485004722148772,-0.31727249263599333,1.310645523770745,0.7668526015609208,1,
jet_plane,3,4,T_FIXED,jet_plane:4,1,2235.0,13.5,1,35.556293395122054,-2.0,35.5,0.17335037545933854,0,
jet_plane,3,4,S_FIXED,jet_plane:4,1,2235.0,13.5,1,27.91981231507444,2.3040425689941912,27.82458099503468,0.28195125077424815,0,
jet_plane,4,5,T_FIXED,jet_plane:5,1,2237.0,41.5,0,11.845357740482134,-1.5,11.75,0.7048312375909993,1,
jet_plane,4,5,S_FIXED,jet_plane:5,1,2237.0,41.5,0,4.56348594559103,2.78631482892024,3.6141186546302038,0.844162445218213,1,
jet_plane,5,6,T_FIXED,jet_plane:6,1,2238.5,94.0,0,12.013013776733963,-2.5,11.75,0.6901024923414394,1,
jet_plane,5,6,S_FIXED,jet_plane:6,1,2238.5,94.0,0,4.361438640676645,2.126457066207877,3.8079295374208186,0.8560001209802891,1,
jet_plane,6,7,T_FIXED,jet_plane:7,1,2241.0,147.0,0,11.543396380615196,-1.0,11.5,0.7214535502508742,1,
jet_plane,6,7,S_FIXED,jet_plane:7,1,2241.0,147.0,0,3.8499406123076767,1.905063816704569,3.3455604272795654,0.8720438214865494,1,
jet_plane,7,8,T_FIXED,jet_plane:8,1,2243.0,200.5,0,10.51189802081432,-0.5,10.5,0.7523489420212359,1,
jet_plane,7,8,S_FIXED,jet_plane:8,1,2243.0,200.5,0,3.7022397254164794,0.9302086569996391,3.5834746879104387,0.8899527106082354,1,
jet_plane,8,9,T_FIXED,jet_plane:9,1,2245.0,255.0,0,7.648529270389178,-1.5,7.5,0.7947648830206162,1,
jet_plane,8,9,S_FIXED,jet_plane:9,1,2245.0,255.0,0,3.376251726141808,-0.16407367328338296,3.3722626748239577,0.9053872632771697,1,
jet_plane,9,10,T_FIXED,jet_plane:10,1,2247.5,310.0,0,7.0710678118654755,-1.0,7.0,0.815079118833385,1,
jet_plane,9,10,S_FIXED,jet_plane:10,1,2247.5,310.0,0,3.15863250186354,0.08771032886215835,3.1574144770744965,0.9201195622586509,1,
jet_plane,10,11,T_FIXED,jet_plane:11,1,2249.5,366.0,0,9.192388155425117,-3.5,8.5,0.7396536542412679,1,
jet_plane,10,11,S_FIXED,jet_plane:11,1,2249.5,366.0,0,3.620967214215341,0.06939778794185258,3.62030213013378,0.9002816511820758,1,
jet_plane,11,12,T_FIXED,jet_plane:12,1,2252.0,422.5,0,8.860022573334675,-2.5,8.5,0.760104872187022,1,
jet_plane,11,12,S_FIXED,jet_plane:12,1,2252.0,422.5,0,3.4453998956751537,0.985267827775715,3.3015190062558304,0.8976156410764538,1,
jet_plane,12,13,T_FIXED,jet_plane:13,1,2254.0,480.0,0,8.139410298049853,-1.5,8.0,0.7894736842105263,1,
jet_plane,12,13,S_FIXED,jet_plane:13,1,2254.0,480.0,0,3.3191924334934964,0.21373462759584072,3.3123037178868344,0.9089996455552414,1,
jet_plane,13,14,T_FIXED,jet_plane:14,1,2256.5,538.0,0,8.035079339994098,-0.75,8.0,0.805797835764178,1,
jet_plane,13,14,S_FIXED,jet_plane:14,1,2256.5,538.0,0,3.75878998248239,0.9009158653402665,3.649226320192838,0.8935354700369443,1,
jet_plane,14,15,T_FIXED,jet_plane:15,1,2258.5,597.0,0,6.5,0.0,6.5,0.8429638222286667,1,
jet_plane,14,15,S_FIXED,jet_plane:15,1,2258.5,597.0,0,2.783876437685564,-0.27400817956277024,2.7703587381120087,0.9230426990054226,1,
jet_plane,15,16,T_FIXED,jet_plane:16,1,2261.0,657.0,0,7.566372975210778,1.0,7.5,0.8140186261466283,1,
jet_plane,15,16,S_FIXED,jet_plane:16,1,2261.0,657.0,0,3.0652916006462916,-0.305626389734698,3.0500172305891056,0.9172867305900875,1,
jet_plane,16,17,T_FIXED,jet_plane:17,1,2263.5,717.5,0,6.670832032063167,1.5,6.5,0.8258944017715037,1,
jet_plane,16,17,S_FIXED,jet_plane:17,1,2263.5,717.5,0,2.9193240336920554,0.2979327908401501,2.9040814151525183,0.9260037902266818,1,
jet_plane,17,18,T_FIXED,jet_plane:18,1,2265.5,779.0,0,7.0710678118654755,1.0,7.0,0.8267113451412159,1,
jet_plane,17,18,S_FIXED,jet_plane:18,1,2265.5,779.0,0,2.7702237874732942,-0.44862344506054797,2.7336563129305205,0.925616961014969,1,
jet_plane,18,19,T_FIXED,jet_plane:19,1,2268.0,841.0,0,4.257346591481601,0.25,4.25,0.8935281837160751,1,
jet_plane,18,19,S_FIXED,jet_plane:19,1,2268.0,841.0,0,1.3045677193666598,-0.29492458448157777,1.270793619704591,0.9584941778761306,1,
jet_plane,19,20,T_FIXED,jet_plane:20,1,2270.5,904.5,0,7.079901129253148,-5.25,4.75,0.7903898193520076,1,
jet_plane,19,20,S_FIXED,jet_plane:20,1,2270.5,904.5,0,1.913792133067727,-1.2112277667542912,1.481731293330654,0.9377499909776739,1,
jet_plane,20,21,T_FIXED,jet_plane:21,1,2273.5,968.5,0,6.041522986797286,-5.5,2.5,0.8264888073153944,1,
jet_plane,20,21,S_FIXED,jet_plane:21,1,2273.5,968.5,0,1.6504657651420636,-0.0232628535081858,1.650301815290959,0.9618012950614061,1,
jet_plane,21,22,T_FIXED,jet_plane:22,1,2275.5,1033.5,0,6.020797289396148,-6.0,-0.5,0.8536649129113427,1,
jet_plane,21,22,S_FIXED,jet_plane:22,1,2275.5,1033.5,0,1.3190589667322747,-1.0231190748709196,-0.8325526507987888,0.9569413292526948,1,
jet_plane,22,23,T_FIXED,jet_plane:23,1,2278.0,1099.5,0,6.9731628404906765,-6.75,1.75,0.8177069731000262,1,
jet_plane,22,23,S_FIXED,jet_plane:23,1,2278.0,1099.5,0,1.393563016565803,-0.7659275447913387,1.1642048261667242,0.9559110273022978,1,
jet_plane,23,24,T_FIXED,jet_plane:24,1,2280.5,1166.5,0,10.594810050208546,-10.0,3.5,0.7309082291604952,1,
jet_plane,23,24,S_FIXED,jet_plane:24,1,2280.5,1166.5,0,1.3124174308056096,-0.5179597079431915,1.2058844279738423,0.9610569471282988,1,
large_launcher,0,1,T_FIXED,large_launcher:1,1,3524.5,411.5,0,11.739356881873896,-10.5,5.25,0.7833173537871524,1,
large_launcher,0,1,S_FIXED,large_launcher:1,1,3524.5,411.5,0,9.625963884022331,8.6670344550339,4.188280608048785,0.8189434109915351,1,
large_launcher,1,2,T_FIXED,large_launcher:2,1,3535.0,468.5,0,12.747548783981962,-11.5,5.5,0.7707415783835257,1,
large_launcher,1,2,S_FIXED,large_launcher:2,1,3535.0,468.5,0,7.79168992649372,6.0421491474953655,4.919640798884075,0.8390530763793991,1,
large_launcher,2,3,T_FIXED,large_launcher:3,1,3546.0,526.0,0,13.0,-12.0,5.0,0.7735359962295275,1,
large_launcher,2,3,S_FIXED,large_launcher:3,1,3546.0,526.0,0,7.67461109661585,5.853790107003988,4.963143849158655,0.8414242805716741,1,
large_launcher,3,4,T_FIXED,large_launcher:4,1,3557.0,584.0,0,11.884864324004713,-11.0,4.5,0.7919375812743823,1,
large_launcher,3,4,S_FIXED,large_launcher:4,1,3557.0,584.0,0,8.058673091642946,6.848860965698805,4.246800615816255,0.8415537276537888,1,
large_launcher,4,5,T_FIXED,large_launcher:5,1,3568.0,643.0,0,12.442367138129304,-11.5,4.75,0.7846778285134449,1,
large_launcher,4,5,S_FIXED,large_launcher:5,1,3568.0,643.0,0,7.151621235607073,5.846690948350442,4.118481668292702,0.8560055101454908,1,
large_launcher,5,6,T_FIXED,large_launcher:6,1,3579.5,702.5,0,12.095970403402944,-11.5,3.75,0.7996705487963471,1,
large_launcher,5,6,S_FIXED,large_launcher:6,1,3579.5,702.5,0,7.54845686506411,6.624551827082087,3.618634291281296,0.855616669637935,1,
large_launcher,6,7,T_FIXED,large_launcher:7,1,3591.0,763.5,0,11.067971810589327,-10.5,3.5,0.8150282355652876,1,
large_launcher,6,7,S_FIXED,large_launcher:7,1,3591.0,763.5,0,6.976242076473986,6.80646588871241,1.5296978836883,0.8867140199306612,1,
large_launcher,7,8,T_FIXED,large_launcher:8,1,3602.5,825.0,0,10.793516572461451,-10.5,2.5,0.8308630714855775,1,
large_launcher,7,8,S_FIXED,large_launcher:8,1,3602.5,825.0,0,5.409611123761635,4.9283007588283,2.2306376085904276,0.8989689907897119,1,
large_launcher,8,9,T_FIXED,large_launcher:9,1,3614.5,887.5,0,11.58123482190047,-11.25,-2.75,0.8199433607148511,1,
large_launcher,8,9,S_FIXED,large_launcher:9,1,3614.5,887.5,0,2.4706272641332907,2.196253500707826,-1.1315783838989546,0.9511899627940691,1,
large_launcher,9,10,T_FIXED,large_launcher:10,1,3626.5,951.0,0,11.672617529928752,-11.5,-2.0,0.8285456289858344,1,
large_launcher,9,10,S_FIXED,large_launcher:10,1,3626.5,951.0,0,1.9196663899200432,1.5552564191484635,-1.1252984134380313,0.9594784302468887,1,
large_launcher,10,11,T_FIXED,large_launcher:11,1,3638.5,1015.0,0,13.647344063956181,-13.5,-2.0,0.8085642317380353,1,
large_launcher,10,11,S_FIXED,large_launcher:11,1,3638.5,1015.0,0,2.9876556971233263,2.9783977360784775,0.23501806372291867,0.9442340190989891,1,
large_launcher,11,12,T_FIXED,large_launcher:12,1,3651.0,1080.0,0,13.238202294873727,-13.0,-2.5,0.8082597857575962,1,
large_launcher,11,12,S_FIXED,large_launcher:12,1,3651.0,1080.0,0,1.628161311904829,1.5765500264224102,-0.40669309284908195,0.972392382370252,1,
large_launcher,12,13,T_FIXED,large_launcher:13,1,3663.5,1146.0,0,12.61199825562944,-12.25,-3.0,0.8105302534368278,1,
large_launcher,12,13,S_FIXED,large_launcher:13,1,3663.5,1146.0,0,1.6483031288454297,1.6104050069407094,-0.35142412862796846,0.9731288812699846,1,
large_launcher,13,14,T_FIXED,large_launcher:14,1,3676.5,1213.0,0,12.257650672131263,-12.0,-2.5,0.8212550741997737,1,
large_launcher,13,14,S_FIXED,large_launcher:14,1,3676.5,1213.0,0,3.081535257044363,3.0799534972265974,-0.09872180776869754,0.9594655744220163,1,
large_launcher,14,15,T_FIXED,large_launcher:15,1,3689.0,1281.0,0,11.067971810589327,-10.5,-3.5,0.8240504665527665,1,
large_launcher,14,15,S_FIXED,large_launcher:15,1,3689.0,1281.0,0,3.803250858732227,2.347944054090476,-2.991968551523996,0.9200226399140494,1,
large_launcher,15,16,T_FIXED,large_launcher:16,1,3702.0,1350.5,0,11.40175425099138,-11.0,-3.0,0.8273985704868875,1,
large_launcher,15,16,S_FIXED,large_launcher:16,1,3702.0,1350.5,0,2.746626415839765,1.598486383382351,-2.233561718495821,0.9418819396436531,1,
large_launcher,16,17,T_FIXED,large_launcher:17,1,3715.5,1420.0,0,12.020815280171307,-11.5,-3.5,0.8163701067615659,1,
large_launcher,16,17,S_FIXED,large_launcher:17,1,3715.5,1420.0,0,3.570017697316304,1.3061359593557427,-3.3225043588879544,0.9275041945200778,1,
large_launcher,17,18,T_FIXED,large_launcher:18,1,3729.0,1491.0,0,12.776932339180638,-11.0,-6.5,0.7815879780472998,1,
large_launcher,17,18,S_FIXED,large_launcher:18,1,3729.0,1491.0,0,4.743370307657161,1.160990491614939,-4.599093710063244,0.9083971520584826,1,
large_launcher,18,19,T_FIXED,large_launcher:19,1,3742.5,1563.0,0,15.878444508200417,-13.25,-8.75,0.7342599118025758,1,
large_launcher,18,19,S_FIXED,large_launcher:19,1,3742.5,1563.0,0,6.016485750769794,0.47847496588883587,-5.997429657464409,0.8882530708698463,1,
large_launcher,19,20,T_FIXED,large_launcher:20,1,3756.5,1636.5,1,12.562344526401112,-9.25,-8.5,0.7703711557531948,1,
large_launcher,19,20,S_FIXED,large_launcher:20,1,3756.5,1636.5,1,9.526040022415959,8.272880292860918,-4.722805328262439,0.9007375926602613,1,
large_launcher,20,21,T_FIXED,large_launcher:21,1,3763.5,1710.5,1,15.20690632574555,-10.5,-11.0,0.7194484070375654,1,
large_launcher,20,21,S_FIXED,large_launcher:21,1,3763.5,1710.5,1,8.601071448496588,7.666490109722872,-3.899148555731699,0.9223914897239536,1,
large_launcher,21,22,T_FIXED,large_launcher:22,1,3770.5,1786.5,1,14.866068747318506,-10.0,-11.0,0.7153613367505032,1,
large_launcher,21,22,S_FIXED,large_launcher:22,1,3770.5,1786.5,1,7.738776115047312,6.384972106528039,-4.3727322074059884,0.9178932351993596,1,
large_launcher,22,23,T_FIXED,large_launcher:23,1,3777.0,1863.0,1,15.560366319595435,-11.25,-10.75,0.6929282832970407,1,
large_launcher,22,23,S_FIXED,large_launcher:23,1,3777.0,1863.0,1,7.708124892732595,6.918575845029409,-3.398308055273901,0.9331975380244778,1,
large_launcher,23,24,T_FIXED,large_launcher:24,1,3784.0,1941.0,1,18.200274723201296,-14.5,-11.0,0.6335803159513491,1,
large_launcher,23,24,S_FIXED,large_launcher:24,1,3784.0,1941.0,1,8.37557977241799,8.271956103953471,-1.3134225285125467,0.9593842460439629,1,
large_tower,6,7,T_FIXED,large_tower:7,1,3423.0,13.0,1,34.20526275297414,-9.0,33.0,0.14213197969543148,0,
large_tower,6,7,S_FIXED,large_tower:7,1,3423.0,13.0,1,25.906644305876153,5.821889436335823,25.24400567624454,0.25974867092153076,0,
large_tower,7,8,T_FIXED,large_tower:8,1,3433.0,45.0,0,13.901438774457844,-8.5,11.0,0.556893318859173,1,
large_tower,7,8,S_FIXED,large_tower:8,1,3433.0,45.0,0,6.900430776964794,5.889999519094999,3.5949757402162845,0.7405679288152495,1,
large_tower,8,9,T_FIXED,large_tower:9,1,3443.0,99.0,0,12.300914600142544,-9.75,7.5,0.5890944498539435,1,
large_tower,8,9,S_FIXED,large_tower:9,1,3443.0,99.0,0,3.2388862800822564,2.3132077078694238,2.2670364874784354,0.8664333592668452,1,
large_tower,9,10,T_FIXED,large_tower:10,1,3453.5,154.0,0,12.103718436910205,-9.5,7.5,0.5945945945945946,1,
large_tower,9,10,S_FIXED,large_tower:10,1,3453.5,154.0,0,3.2876692100688225,2.2192204772040895,2.4256605921671337,0.8653272238319839,1,
large_tower,10,11,T_FIXED,large_tower:11,1,3463.5,209.5,0,14.300349646075091,-11.5,8.5,0.5427958666406707,1,
large_tower,10,11,S_FIXED,large_tower:11,1,3463.5,209.5,0,4.3098362011460365,3.3912986378054484,2.659658179151563,0.8270601656606065,1,
large_tower,11,12,T_FIXED,large_tower:12,1,3474.0,266.0,0,14.603081866510234,-11.5,9.0,0.5362234506837358,1,
large_tower,11,12,S_FIXED,large_tower:12,1,3474.0,266.0,0,4.390603672511222,2.1810522439195665,3.810565800292977,0.8315220118955036,1,
large_tower,12,13,T_FIXED,large_tower:13,1,3485.0,323.0,0,12.61199825562944,-9.75,8.0,0.5837382250867625,1,
large_tower,12,13,S_FIXED,large_tower:13,1,3485.0,323.0,0,4.591611441839328,3.522821107355867,2.9449324403792048,0.8177679087631943,1,
large_tower,13,14,T_FIXED,large_tower:14,1,3495.5,381.0,0,13.901438774457844,-11.0,8.5,0.5559633027522936,1,
large_tower,13,14,S_FIXED,large_tower:14,1,3495.5,381.0,0,4.533871242461059,2.3959111687727273,3.8491035468749715,0.8258548179010144,1,
large_tower,14,15,T_FIXED,large_tower:15,1,3507.0,439.5,0,11.01135777277262,-8.5,7.0,0.6250317468380149,1,
