class,metric,count,min,p10,median,mean,p90,max
condor,height_fraction,11,0.018055555555555554,0.05555555555555555,0.07685185185185185,0.070496632996633,0.08055555555555556,0.08101851851851852
condor,area_fraction,11,0.0008510561342592593,0.002589699074074074,0.0034223090277777776,0.0031722169612794613,0.00369212962962963,0.0037555459104938274
condor,aspect_ratio,11,1.0114942528735633,1.0171428571428571,1.0238095238095237,1.393041107838068,1.4916666666666667,4.641025641025641
condor,cx,11,2740.0,2746.0,2771.5,2772.090909090909,2798.5,2805.5
condor,cy,11,1450.0,1521.0,1815.0,1811.9545454545455,2099.0,2139.5
condor,edge_left,11,2657.0,2662.0,2685.0,2685.3636363636365,2709.0,2715.0
condor,edge_top,11,1369.0,1439.0,1730.0,1735.8181818181818,2039.0,2120.0
condor,edge_right,11,944.0,952.0,982.0,981.1818181818181,1010.0,1017.0
condor,edge_bottom,11,1.0,1.0,260.0,271.90909090909093,557.0,629.0
condor,min_edge,11,1.0,1.0,260.0,271.90909090909093,557.0,629.0
condor,boundary_touch,11,0.0,0.0,0.0,0.18181818181818182,1.0,1.0
condor,L0_width,11,41.5,42.0,43.25,43.36363636363637,44.75,45.25
condor,L0_height,11,9.75,30.0,41.5,38.06818181818182,43.5,43.75
condor,L0_short,11,9.75,30.0,41.5,38.06818181818182,43.5,43.75
condor,L1_width,11,83.0,84.0,86.5,86.72727272727273,89.5,90.5
condor,L1_height,11,19.5,60.0,83.0,76.13636363636364,87.0,87.5
condor,L1_short,11,19.5,60.0,83.0,76.13636363636364,87.0,87.5
condor,L2_width,11,166.0,168.0,173.0,173.45454545454547,179.0,181.0
condor,L2_height,11,39.0,120.0,166.0,152.27272727272728,174.0,175.0
condor,L2_short,11,39.0,120.0,166.0,152.27272727272728,174.0,175.0
hangar,x1,6,102.0,108.0,132.0,131.66666666666666,155.0,161.0
hangar,y1,6,0.0,0.0,18.0,44.666666666666664,116.0,143.0
hangar,x2,6,291.0,296.5,317.0,317.1666666666667,338.0,343.0
hangar,y2,6,6.0,32.0,137.0,138.16666666666666,245.5,273.0
hangar,width,6,182.0,183.0,185.0,185.5,188.5,189.0
hangar,height,6,6.0,32.0,119.0,93.5,129.5,130.0
hangar,area,6,1092.0,5882.0,22024.0,17439.0,24411.0,24570.0
hangar,width_fraction,6,0.04739583333333333,0.04765625,0.048177083333333336,0.04830729166666666,0.049088541666666666,0.04921875
hangar,height_fraction,6,0.002777777777777778,0.014814814814814815,0.055092592592592596,0.04328703703703704,0.059953703703703703,0.06018518518518518
hangar,area_fraction,6,0.00013165509259259258,0.0007091531635802469,0.0026552854938271604,0.0021025028935185183,0.002943070023148148,0.0029622395833333332
hangar,aspect_ratio,6,1.453125,1.453485576923077,1.565045806906272,6.590468315682579,16.75287356321839,30.333333333333332
hangar,cx,6,196.5,202.25,224.5,224.41666666666666,246.5,252.0
hangar,cy,6,3.0,16.0,77.5,91.41666666666667,180.75,208.0
hangar,edge_left,6,102.0,108.0,132.0,131.66666666666666,155.0,161.0
hangar,edge_top,6,0.0,0.0,18.0,44.666666666666664,116.0,143.0
hangar,edge_right,6,3497.0,3502.0,3523.0,3522.8333333333335,3543.5,3549.0
hangar,edge_bottom,6,1887.0,1914.5,2023.0,2021.8333333333333,2128.0,2154.0
hangar,min_edge,6,0.0,0.0,18.0,37.833333333333336,95.5,102.0
hangar,boundary_touch,6,0.0,0.0,0.5,0.5,1.0,1.0
hangar,L0_width,6,45.5,45.75,46.25,46.375,47.125,47.25
hangar,L0_height,6,1.5,8.0,29.75,23.375,32.375,32.5
hangar,L0_short,6,1.5,8.0,29.75,23.375,32.375,32.5
hangar,L1_width,6,91.0,91.5,92.5,92.75,94.25,94.5
hangar,L1_height,6,3.0,16.0,59.5,46.75,64.75,65.0
hangar,L1_short,6,3.0,16.0,59.5,46.75,64.75,65.0
hangar,L2_width,6,182.0,183.0,185.0,185.5,188.5,189.0
hangar,L2_height,6,6.0,32.0,119.0,93.5,129.5,130.0
hangar,L2_short,6,6.0,32.0,119.0,93.5,129.5,130.0
helicopter,x1,19,2233.0,2237.4,2254.0,2254.4210526315787,2272.6,2278.0
helicopter,y1,19,850.0,962.4,1443.0,1458.6842105263158,1977.8,2121.0
helicopter,x2,19,2342.0,2347.4,2370.0,2371.0526315789475,2395.8,2403.0
helicopter,y2,19,937.0,1051.2,1538.0,1550.3684210526317,2079.7999999999997,2159.0
helicopter,width,19,109.0,110.0,116.0,116.63157894736842,123.2,125.0
helicopter,height,19,38.0,87.8,94.0,91.6842105263158,101.2,102.0
helicopter,area,19,4750.0,9640.6,10904.0,10688.842105263158,12366.8,12648.0
helicopter,width_fraction,19,0.028385416666666666,0.028645833333333332,0.030208333333333334,0.030372807017543864,0.03208333333333333,0.032552083333333336
helicopter,height_fraction,19,0.017592592592592594,0.04064814814814815,0.04351851851851852,0.04244639376218324,0.04685185185185185,0.04722222222222222
helicopter,area_fraction,19,0.0005726755401234568,0.0011623022762345678,0.001314621913580247,0.0012886817738791425,0.0014909818672839505,0.0015248842592592592
helicopter,aspect_ratio,19,1.2058823529411764,1.2095841584158415,1.2291666666666667,1.3361935551927475,1.2505747126436781,3.289473684210526
helicopter,cx,19,2287.5,2292.4,2312.0,2312.7368421052633,2334.2,2340.5
helicopter,cy,19,893.5,1006.8,1490.5,1504.5263157894738,2028.8,2140.0
helicopter,edge_left,19,2233.0,2237.4,2254.0,2254.4210526315787,2272.6,2278.0
helicopter,edge_top,19,850.0,962.4,1443.0,1458.6842105263158,1977.8,2121.0
helicopter,edge_right,19,1437.0,1444.2,1470.0,1468.9473684210527,1492.6,1498.0
helicopter,edge_bottom,19,1.0,80.2,622.0,609.6315789473684,1108.8,1223.0
helicopter,min_edge,19,1.0,80.2,622.0,570.578947368421,967.0,1031.0
helicopter,boundary_touch,19,0.0,0.0,0.0,0.05263157894736842,0.0,1.0
helicopter,L0_width,19,27.25,27.5,29.0,29.157894736842106,30.8,31.25
helicopter,L0_height,19,9.5,21.95,23.5,22.92105263157895,25.3,25.5
helicopter,L0_short,19,9.5,21.95,23.5,22.92105263157895,25.3,25.5
helicopter,L1_width,19,54.5,55.0,58.0,58.31578947368421,61.6,62.5
helicopter,L1_height,19,19.0,43.9,47.0,45.8421052631579,50.6,51.0
helicopter,L1_short,19,19.0,43.9,47.0,45.8421052631579,50.6,51.0
helicopter,L2_width,19,109.0,110.0,116.0,116.63157894736842,123.2,125.0
helicopter,L2_height,19,38.0,87.8,94.0,91.6842105263158,101.2,102.0
helicopter,L2_short,19,38.0,87.8,94.0,91.6842105263158,101.2,102.0
jammer,x1,13,1456.0,1460.6,1477.0,1476.7692307692307,1492.4,1496.0
jammer,y1,13,1247.0,1327.8,1668.0,1676.4615384615386,2035.2,2131.0
jammer,x2,13,1491.0,1494.6,1510.0,1509.6923076923076,1524.4,1528.0
jammer,y2,13,1290.0,1371.6,1712.0,1718.7692307692307,2079.2000000000003,2159.0
jammer,width,13,32.0,32.0,33.0,32.92307692307692,34.0,35.0
jammer,height,13,28.0,43.0,43.0,42.30769230769231,44.0,44.0
jammer,area,13,980.0,1376.0,1408.0,1390.6923076923076,1496.0,1496.0
jammer,width_fraction,13,0.008333333333333333,0.008333333333333333,0.00859375,0.008573717948717948,0.008854166666666666,0.009114583333333334
jammer,height_fraction,13,0.012962962962962963,0.01990740740740741,0.01990740740740741,0.01958689458689459,0.020370370370370372,0.020370370370370372
jammer,area_fraction,13,0.0001181520061728395,0.00016589506172839507,0.00016975308641975308,0.00016766641441120608,0.00018036265432098766,0.00018036265432098766
jammer,aspect_ratio,13,0.7272727272727273,0.7441860465116279,0.75,0.7910635875752156,0.7727272727272727,1.25
jammer,cx,13,1473.5,1477.6,1493.5,1493.2307692307693,1508.4,1512.0
jammer,cy,13,1268.5,1349.7,1690.0,1697.6153846153845,2057.2000000000003,2145.0
jammer,edge_left,13,1456.0,1460.6,1477.0,1476.7692307692307,1492.4,1496.0
jammer,edge_top,13,1247.0,1327.8,1668.0,1676.4615384615386,2035.2,2131.0
jammer,edge_right,13,2312.0,2315.6,2330.0,2330.3076923076924,2345.4,2349.0
jammer,edge_bottom,13,1.0,80.80000000000001,448.0,441.2307692307692,788.4000000000001,870.0
jammer,min_edge,13,1.0,80.80000000000001,448.0,441.2307692307692,788.4000000000001,870.0
jammer,boundary_touch,13,0.0,0.0,0.0,0.07692307692307693,0.0,1.0
jammer,L0_width,13,8.0,8.0,8.25,8.23076923076923,8.5,8.75
jammer,L0_height,13,7.0,10.75,10.75,10.576923076923077,11.0,11.0
jammer,L0_short,13,7.0,8.0,8.0,8.096153846153847,8.5,8.5
jammer,L1_width,13,16.0,16.0,16.5,16.46153846153846,17.0,17.5
jammer,L1_height,13,14.0,21.5,21.5,21.153846153846153,22.0,22.0
jammer,L1_short,13,14.0,16.0,16.0,16.192307692307693,17.0,17.0
jammer,L2_width,13,32.0,32.0,33.0,32.92307692307692,34.0,35.0
jammer,L2_height,13,28.0,43.0,43.0,42.30769230769231,44.0,44.0
jammer,L2_short,13,28.0,32.0,32.0,32.38461538461539,34.0,34.0
jet_plane,x1,22,2199.0,2202.2,2219.0,2219.3636363636365,2236.8,2242.0
jet_plane,y1,22,0.0,61.300000000000004,527.0,545.3181818181819,1049.4,1190.0
jet_plane,x2,22,2271.0,2275.3,2296.0,2296.7272727272725,2318.7,2325.0
jet_plane,y2,22,27.0,137.3,608.0,624.3636363636364,1136.4,1279.0
jet_plane,width,22,72.0,73.1,77.0,77.36363636363636,81.9,83.0
jet_plane,height,22,27.0,76.0,81.0,79.04545454545455,87.0,89.0
jet_plane,area,22,1944.0,5555.6,6237.0,6141.454545454545,7125.3,7387.0
jet_plane,width_fraction,22,0.01875,0.019036458333333332,0.020052083333333335,0.020146780303030302,0.021328125,0.021614583333333333
jet_plane,height_fraction,22,0.0125,0.03518518518518519,0.0375,0.03659511784511785,0.04027777777777778,0.0412037037037037
jet_plane,area_fraction,22,0.000234375,0.0006698013117283951,0.000751953125,0.000740433852413019,0.0008590494791666667,0.000890600887345679
jet_plane,aspect_ratio,22,0.9310344827586207,0.9391695702671312,0.9529411764705882,1.0304180657265667,0.9624525316455697,2.6666666666666665
jet_plane,cx,22,2235.0,2238.75,2257.5,2258.0454545454545,2277.75,2283.5
jet_plane,cy,22,13.5,99.30000000000001,567.5,584.8409090909091,1092.9,1234.5
jet_plane,edge_left,22,2199.0,2202.2,2219.0,2219.3636363636365,2236.8,2242.0
jet_plane,edge_top,22,0.0,61.300000000000004,527.0,545.3181818181819,1049.4,1190.0
jet_plane,edge_right,22,1515.0,1521.3,1544.0,1543.2727272727273,1564.7,1569.0
jet_plane,edge_bottom,22,881.0,1023.6,1552.0,1535.6363636363637,2022.7,2133.0
jet_plane,min_edge,22,0.0,61.300000000000004,527.0,521.6363636363636,947.6,1017.0
jet_plane,boundary_touch,22,0.0,0.0,0.0,0.045454545454545456,0.0,1.0
jet_plane,L0_width,22,18.0,18.275,19.25,19.34090909090909,20.475,20.75
jet_plane,L0_height,22,6.75,19.0,20.25,19.761363636363637,21.75,22.25
jet_plane,L0_short,22,6.75,18.275,19.25,18.829545454545453,20.475,20.75
jet_plane,L1_width,22,36.0,36.55,38.5,38.68181818181818,40.95,41.5
jet_plane,L1_height,22,13.5,38.0,40.5,39.52272727272727,43.5,44.5
jet_plane,L1_short,22,13.5,36.55,38.5,37.65909090909091,40.95,41.5
jet_plane,L2_width,22,72.0,73.1,77.0,77.36363636363636,81.9,83.0
jet_plane,L2_height,22,27.0,76.0,81.0,79.04545454545455,87.0,89.0
jet_plane,L2_short,22,27.0,73.1,77.0,75.31818181818181,81.9,83.0
large_launcher,x1,25,3455.0,3479.4,3587.0,3591.24,3709.8,3744.0
large_launcher,y1,25,359.0,496.20000000000005,1091.0,1116.32,1775.6000000000001,1963.0
large_launcher,x2,25,3594.0,3621.4,3740.0,3736.36,3839.0,3839.0
large_launcher,y2,25,464.0,602.2,1201.0,1226.04,1889.2,2077.0
large_launcher,width,25,95.0,129.20000000000002,149.0,145.12,159.6,163.0
large_launcher,height,25,105.0,106.0,110.0,109.72,113.6,114.0
large_launcher,area,25,10830.0,14319.6,16092.0,15913.76,17875.2,18419.0
large_launcher,width_fraction,25,0.024739583333333332,0.03364583333333333,0.038802083333333334,0.03779166666666667,0.041562499999999995,0.04244791666666667
large_launcher,height_fraction,25,0.04861111111111111,0.049074074074074076,0.05092592592592592,0.0507962962962963,0.052592592592592594,0.05277777777777778
large_launcher,area_fraction,25,0.0013057002314814815,0.001726417824074074,0.0019401041666666666,0.0019186149691358023,0.0021550925925925926,0.002220654899691358
large_launcher,aspect_ratio,25,0.8333333333333334,1.137587331159758,1.3644859813084111,1.3242647721709264,1.4265122265122265,1.4424778761061947
large_launcher,cx,25,3524.5,3550.4,3663.5,3663.8,3774.4,3791.5
large_launcher,cy,25,411.5,549.2,1146.0,1171.18,1832.4,2020.0
large_launcher,edge_left,25,3455.0,3479.4,3587.0,3591.24,3709.8,3744.0
large_launcher,edge_top,25,359.0,496.20000000000005,1091.0,1116.32,1775.6000000000001,1963.0
large_launcher,edge_right,25,1.0,1.0,100.0,103.64,218.60000000000002,246.0
large_launcher,edge_bottom,25,83.0,270.8,959.0,933.96,1557.8000000000002,1696.0
large_launcher,min_edge,25,1.0,1.0,100.0,103.64,218.60000000000002,246.0
large_launcher,boundary_touch,25,0.0,0.0,0.0,0.2,1.0,1.0
large_launcher,L0_width,25,23.75,32.300000000000004,37.25,36.28,39.9,40.75
large_launcher,L0_height,25,26.25,26.5,27.5,27.43,28.4,28.5
large_launcher,L0_short,25,23.75,26.35,27.5,27.2,28.25,28.5
large_launcher,L1_width,25,47.5,64.60000000000001,74.5,72.56,79.8,81.5
large_launcher,L1_height,25,52.5,53.0,55.0,54.86,56.8,57.0
large_launcher,L1_short,25,47.5,52.7,55.0,54.4,56.5,57.0
large_launcher,L2_width,25,95.0,129.20000000000002,149.0,145.12,159.6,163.0
large_launcher,L2_height,25,105.0,106.0,110.0,109.72,113.6,114.0
large_launcher,L2_short,25,95.0,105.4,110.0,108.8,113.0,114.0
large_tower,x1,19,3395.0,3412.0,3487.0,3489.0526315789475,3569.4,3591.0
large_tower,y1,19,0.0,54.2,467.0,481.89473684210526,923.5999999999999,1046.0
large_tower,x2,19,3451.0,3470.0,3549.0,3551.4210526315787,3636.6,3660.0
large_tower,y2,19,26.0,122.2,531.0,543.7894736842105,983.4,1104.0
large_tower,width,19,56.0,58.0,62.0,62.36842105263158,67.2,69.0
large_tower,height,19,26.0,58.8,64.0,61.89473684210526,68.0,68.0
large_tower,area,19,1456.0,3944.0,4002.0,3863.315789473684,4030.4,4095.0
large_tower,width_fraction,19,0.014583333333333334,0.015104166666666667,0.016145833333333335,0.01624177631578947,0.0175,0.01796875
large_tower,height_fraction,19,0.012037037037037037,0.027222222222222224,0.02962962962962963,0.028654970760233923,0.03148148148148148,0.03148148148148148
large_tower,area_fraction,19,0.00017554012345679014,0.0004755015432098765,0.00048249421296296294,0.0004657739908219623,0.0004859182098765432,0.0004937065972222222
large_tower,aspect_ratio,19,0.8529411764705882,0.8647058823529412,0.9692307692307692,1.0480607086640985,1.1599649327878434,2.1538461538461537
large_tower,cx,19,3423.0,3441.0,3518.0,3520.2368421052633,3603.0,3625.5
large_tower,cy,19,13.0,88.2,499.0,512.8421052631579,953.5,1075.0
large_tower,edge_left,19,3395.0,3412.0,3487.0,3489.0526315789475,3569.4,3591.0
large_tower,edge_top,19,0.0,54.2,467.0,481.89473684210526,923.5999999999999,1046.0
large_tower,edge_right,19,180.0,203.4,291.0,288.57894736842104,370.0,389.0
large_tower,edge_bottom,19,1056.0,1176.6,1629.0,1616.2105263157894,2037.8,2134.0
large_tower,min_edge,19,0.0,54.2,231.0,204.10526315789474,293.2,314.0
large_tower,boundary_touch,19,0.0,0.0,0.0,0.05263157894736842,0.0,1.0
large_tower,L0_width,19,14.0,14.5,15.5,15.592105263157896,16.8,17.25
large_tower,L0_height,19,6.5,14.7,16.0,15.473684210526315,17.0,17.0
large_tower,L0_short,19,6.5,14.5,15.0,14.671052631578947,15.75,15.75
large_tower,L1_width,19,28.0,29.0,31.0,31.18421052631579,33.6,34.5
large_tower,L1_height,19,13.0,29.4,32.0,30.94736842105263,34.0,34.0
large_tower,L1_short,19,13.0,29.0,30.0,29.342105263157894,31.5,31.5
large_tower,L2_width,19,56.0,58.0,62.0,62.36842105263158,67.2,69.0
large_tower,L2_height,19,26.0,58.8,64.0,61.89473684210526,68.0,68.0
large_tower,L2_short,19,26.0,58.0,60.0,58.68421052631579,63.0,63.0
medium_launcher,x1,10,3719.0,3728.9,3772.5,3773.2,3818.3,3830.0
medium_launcher,y1,10,0.0,22.5,214.5,220.2,418.9,472.0
medium_launcher,x2,10,3765.0,3775.8,3820.5,3812.9,3839.0,3839.0
medium_launcher,y2,10,17.0,63.8,260.0,262.8,464.9,518.0
medium_launcher,width,10,9.0,20.7,47.0,39.7,48.0,48.0
medium_launcher,height,10,17.0,41.3,45.5,42.6,46.0,46.0
medium_launcher,area,10,414.0,745.2,2091.5,1669.2,2208.0,2208.0
medium_launcher,width_fraction,10,0.00234375,0.005390625,0.012239583333333333,0.010338541666666666,0.0125,0.0125
medium_launcher,height_fraction,10,0.00787037037037037,0.01912037037037037,0.021064814814814814,0.019722222222222217,0.021296296296296296,0.021296296296296296
medium_launcher,area_fraction,10,4.991319444444445e-05,8.984375e-05,0.0002521580825617284,0.00020124421296296297,0.0002662037037037037,0.0002662037037037037
medium_launcher,aspect_ratio,10,0.1956521739130435,0.45,1.0439613526570048,1.0451358857113333,1.2319518716577533,2.7058823529411766
medium_launcher,cx,10,3742.0,3752.35,3796.5,3793.05,3828.65,3834.5
medium_launcher,cy,10,8.5,43.15,237.25,241.5,441.9,495.0
medium_launcher,edge_left,10,3719.0,3728.9,3772.5,3773.2,3818.3,3830.0
medium_launcher,edge_top,10,0.0,22.5,214.5,220.2,418.9,472.0
medium_launcher,edge_right,10,1.0,1.0,19.5,27.1,64.19999999999999,75.0
medium_launcher,edge_bottom,10,1642.0,1695.1,1900.0,1897.2,2096.2,2143.0
medium_launcher,min_edge,10,0.0,0.9,7.0,15.8,40.199999999999996,51.0
medium_launcher,boundary_touch,10,0.0,0.0,0.5,0.5,1.0,1.0
medium_launcher,L0_width,10,2.25,5.175,11.75,9.925,12.0,12.0
medium_launcher,L0_height,10,4.25,10.325,11.375,10.65,11.5,11.5
medium_launcher,L0_short,10,2.25,4.05,11.125,8.85,11.5,11.5
medium_launcher,L1_width,10,4.5,10.35,23.5,19.85,24.0,24.0
medium_launcher,L1_height,10,8.5,20.65,22.75,21.3,23.0,23.0
medium_launcher,L1_short,10,4.5,8.1,22.25,17.7,23.0,23.0
medium_launcher,L2_width,10,9.0,20.7,47.0,39.7,48.0,48.0
medium_launcher,L2_height,10,17.0,41.3,45.5,42.6,46.0,46.0
medium_launcher,L2_short,10,9.0,16.2,44.5,35.4,46.0,46.0
medium_plane,x1,5,575.0,578.6,593.0,592.8,606.8,610.0
medium_plane,y1,5,0.0,14.8,90.0,94.0,177.0,199.0
medium_plane,x2,5,632.0,635.2,649.0,648.6,661.8,665.0
medium_plane,y2,5,32.0,53.2,139.0,139.4,226.0,248.0
medium_plane,width,5,55.0,55.0,56.0,55.8,56.6,57.0
medium_plane,height,5,32.0,38.4,49.0,45.4,49.0,49.0
medium_plane,area,5,1760.0,2112.0,2744.0,2536.2,2773.4,2793.0
medium_plane,width_fraction,5,0.014322916666666666,0.014322916666666666,0.014583333333333334,0.01453125,0.014739583333333334,0.01484375
medium_plane,height_fraction,5,0.014814814814814815,0.017777777777777778,0.022685185185185187,0.021018518518518516,0.022685185185185187,0.022685185185185187
medium_plane,area_fraction,5,0.00021219135802469136,0.00025462962962962966,0.0003308256172839506,0.00030577256944444445,0.0003343701774691358,0.0003367332175925926
medium_plane,aspect_ratio,5,1.1428571428571428,1.1428571428571428,1.1458333333333333,1.2627125850340135,1.4965561224489796,1.71875
medium_plane,cx,5,603.5,606.9,621.0,620.7,634.3,637.5
medium_plane,cy,5,16.0,34.0,114.5,116.7,201.5,223.5
medium_plane,edge_left,5,575.0,578.6,593.0,592.8,606.8,610.0
medium_plane,edge_top,5,0.0,14.8,90.0,94.0,177.0,199.0
medium_plane,edge_right,5,3175.0,3178.2,3191.0,3191.4,3204.8,3208.0
medium_plane,edge_bottom,5,1912.0,1934.0,2021.0,2020.6,2106.8,2128.0
medium_plane,min_edge,5,0.0,14.8,90.0,94.0,177.0,199.0
medium_plane,boundary_touch,5,0.0,0.0,0.0,0.2,0.6000000000000001,1.0
medium_plane,L0_width,5,13.75,13.75,14.0,13.95,14.15,14.25
medium_plane,L0_height,5,8.0,9.6,12.25,11.35,12.25,12.25
medium_plane,L0_short,5,8.0,9.6,12.25,11.35,12.25,12.25
medium_plane,L1_width,5,27.5,27.5,28.0,27.9,28.3,28.5
medium_plane,L1_height,5,16.0,19.2,24.5,22.7,24.5,24.5
medium_plane,L1_short,5,16.0,19.2,24.5,22.7,24.5,24.5
medium_plane,L2_width,5,55.0,55.0,56.0,55.8,56.6,57.0
medium_plane,L2_height,5,32.0,38.4,49.0,45.4,49.0,49.0
medium_plane,L2_short,5,32.0,38.4,49.0,45.4,49.0,49.0
mine_roller,x1,2,1979.0,1979.1,1979.5,1979.5,1979.9,1980.0
mine_roller,y1,2,2010.0,2018.0,2050.0,2050.0,2082.0,2090.0
mine_roller,x2,2,2032.0,2032.1,2032.5,2032.5,2032.9,2033.0
mine_roller,y2,2,2070.0,2078.0,2110.0,2110.0,2142.0,2150.0
mine_roller,width,2,53.0,53.0,53.0,53.0,53.0,53.0
mine_roller,height,2,60.0,60.0,60.0,60.0,60.0,60.0
mine_roller,area,2,3180.0,3180.0,3180.0,3180.0,3180.0,3180.0
mine_roller,width_fraction,2,0.013802083333333333,0.013802083333333333,0.013802083333333333,0.013802083333333333,0.013802083333333333,0.013802083333333333
mine_roller,height_fraction,2,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776
mine_roller,area_fraction,2,0.0003833912037037037,0.0003833912037037037,0.0003833912037037037,0.0003833912037037037,0.0003833912037037037,0.0003833912037037037
mine_roller,aspect_ratio,2,0.8833333333333333,0.8833333333333333,0.8833333333333333,0.8833333333333333,0.8833333333333333,0.8833333333333333
mine_roller,cx,2,2005.5,2005.6,2006.0,2006.0,2006.4,2006.5
mine_roller,cy,2,2040.0,2048.0,2080.0,2080.0,2112.0,2120.0
mine_roller,edge_left,2,1979.0,1979.1,1979.5,1979.5,1979.9,1980.0
mine_roller,edge_top,2,2010.0,2018.0,2050.0,2050.0,2082.0,2090.0
mine_roller,edge_right,2,1807.0,1807.1,1807.5,1807.5,1807.9,1808.0
mine_roller,edge_bottom,2,10.0,18.0,50.0,50.0,82.0,90.0
mine_roller,min_edge,2,10.0,18.0,50.0,50.0,82.0,90.0
mine_roller,boundary_touch,2,0.0,0.0,0.0,0.0,0.0,0.0
mine_roller,L0_width,2,13.25,13.25,13.25,13.25,13.25,13.25
mine_roller,L0_height,2,15.0,15.0,15.0,15.0,15.0,15.0
mine_roller,L0_short,2,13.25,13.25,13.25,13.25,13.25,13.25
mine_roller,L1_width,2,26.5,26.5,26.5,26.5,26.5,26.5
mine_roller,L1_height,2,30.0,30.0,30.0,30.0,30.0,30.0
mine_roller,L1_short,2,26.5,26.5,26.5,26.5,26.5,26.5
mine_roller,L2_width,2,53.0,53.0,53.0,53.0,53.0,53.0
mine_roller,L2_height,2,60.0,60.0,60.0,60.0,60.0,60.0
mine_roller,L2_short,2,53.0,53.0,53.0,53.0,53.0,53.0
small_launcher,x1,25,1763.0,1766.4,1777.0,1776.24,1785.6,1788.0
small_launcher,y1,25,221.0,352.40000000000003,923.0,946.0,1575.8000000000002,1754.0
small_launcher,x2,25,1787.0,1789.4,1799.0,1798.16,1806.6,1808.0
small_launcher,y2,25,251.0,382.40000000000003,953.0,975.84,1605.2,1783.0
small_launcher,width,25,20.0,21.0,22.0,21.92,23.0,24.0
small_launcher,height,25,29.0,29.0,30.0,29.84,30.0,31.0
small_launcher,area,25,600.0,630.0,660.0,653.8,690.0,696.0
small_launcher,width_fraction,25,0.005208333333333333,0.00546875,0.005729166666666666,0.005708333333333334,0.005989583333333334,0.00625
small_launcher,height_fraction,25,0.013425925925925926,0.013425925925925926,0.013888888888888888,0.013814814814814814,0.013888888888888888,0.014351851851851852
