class,frame,next_frame,dx,dy,displacement,dx_normalized,dy_normalized,normalized_displacement,width_change,height_change,area_change,area_ratio,scale_ratio,velocity_px_frame,velocity_px_second,boundary_pair
hangar,23,24,-11.5,54.5,55.70008976653449,-0.002994791666666667,0.025231481481481483,0.025408589785288736,1,1,318,1.0131123206333499,1.0065348084558974,55.70008976653449,167.10026929960347,0
helicopter,0,1,2.5,62.5,62.54998001598402,0.0006510416666666666,0.028935185185185185,0.028942508477198314,1,1,197,1.0207740166613941,1.0103336165155519,62.54998001598402,187.64994004795204,0
helicopter,1,2,3.0,63.5,63.57082664241515,0.00078125,0.02939814814814815,0.02940852709849588,0,1,110,1.0113636363636365,1.0056657677198904,63.57082664241515,190.71247992724545,0
helicopter,2,3,2.5,64.5,64.54843142943135,0.0006510416666666666,0.029861111111111113,0.029868207379115667,1,1,200,1.0204290091930541,1.0101628627073231,64.54843142943135,193.64529428829405,0
helicopter,3,4,2.5,65.5,65.54769256045554,0.0006510416666666666,0.030324074074074073,0.030331062027262868,1,1,202,1.0202202202202202,1.010059513207128,65.54769256045554,196.64307768136663,0
helicopter,4,5,2.5,66.0,66.04733151308992,0.0006510416666666666,0.030555555555555555,0.030562490581763423,1,0,91,1.0089285714285714,1.0044543650303739,66.04733151308992,198.14199453926975,0
helicopter,5,6,3.0,67.5,67.56663377733125,0.00078125,0.03125,0.03125976409959774,0,1,113,1.010989010989011,1.0054794930723405,67.56663377733125,202.69990133199374,0
helicopter,6,7,3.0,68.0,68.06614430096654,0.00078125,0.03148148148148148,0.03149117380840799,2,2,414,1.0398230088495575,1.0197171219752845,68.06614430096654,204.19843290289964,0
helicopter,7,8,2.5,69.0,69.04527500126275,0.0006510416666666666,0.03194444444444444,0.03195107801179693,1,0,94,1.008695652173913,1.0043384151638894,69.04527500126275,207.13582500378826,0
helicopter,8,9,3.0,70.5,70.56380091803446,0.00078125,0.03263888888888889,0.03264823761650443,0,1,116,1.0106382978723405,1.0053050770151022,70.56380091803446,211.69140275410336,0
helicopter,9,10,3.0,71.5,71.5629093874753,0.00078125,0.033101851851851855,0.03311106986469099,2,1,308,1.0279491833030854,1.0138782882097266,71.5629093874753,214.6887281624259,0
helicopter,10,11,3.0,72.5,72.56204241888454,0.00078125,0.03356481481481482,0.03357390571731732,0,1,118,1.0104166666666667,1.005194840151235,72.56204241888454,217.68612725665363,0
helicopter,11,12,3.0,73.0,73.06161783043132,0.00078125,0.033796296296296297,0.0338053249490306,2,0,194,1.0169491525423728,1.0084389681792214,73.06161783043132,219.18485349129395,0
helicopter,12,13,3.0,74.5,74.56037821792484,0.00078125,0.03449074074074074,0.034499587655615435,0,1,120,1.0103092783505154,1.0051414220648334,74.56037821792484,223.6811346537745,0
helicopter,13,14,3.5,76.0,76.08054941967757,0.0009114583333333333,0.03518518518518519,0.0351969886895055,1,2,340,1.0289115646258504,1.0143527811495616,76.08054941967757,228.2416482590327,0
helicopter,14,15,2.5,76.5,76.54083877251412,0.0006510416666666666,0.035416666666666666,0.035422650000099004,1,1,222,1.0183471074380166,1.0091318583009936,76.54083877251412,229.62251631754236,0
helicopter,15,16,3.5,78.5,78.57798673928977,0.0009114583333333333,0.03634259259259259,0.0363540203092391,1,1,224,1.0181788670670346,1.0090484958945405,78.57798673928977,235.7339602178693,0
helicopter,16,17,3.5,79.0,79.07749363757048,0.0009114583333333333,0.03657407407407407,0.03658542948592048,1,0,102,1.008130081300813,1.0040568117894588,79.07749363757048,237.23248091271145,0
helicopter,17,18,3.5,48.0,48.12743500333256,0.0009114583333333333,0.022222222222222223,0.022240906384120903,1,-64,-7898,0.37555344718532574,0.6128241568225961,48.12743500333256,144.38230500999768,1
jammer,0,1,-3.0,67.5,67.56663377733125,-0.00078125,0.03125,0.03125976409959774,0,1,32,1.0232558139534884,1.0115610777177464,67.56663377733125,202.69990133199374,0
jammer,1,2,-3.0,68.5,68.56566195990527,-0.00078125,0.031712962962962964,0.031722584564514295,0,-1,-32,0.9772727272727273,0.9885710532241612,68.56566195990527,205.6969858797158,0
jammer,2,3,-3.0,70.0,70.06425622241343,-0.00078125,0.032407407407407406,0.03241682289232219,0,0,0,1.0,1.0,70.06425622241343,210.1927686672403,0
jammer,3,4,-3.0,71.0,71.06335201775947,-0.00078125,0.03287037037037037,0.03287965328052932,0,0,0,1.0,1.0,71.06335201775947,213.1900560532784,0
jammer,4,5,-3.0,72.0,72.06247289678588,-0.00078125,0.03333333333333333,0.033342487349830564,0,0,0,1.0,1.0,72.06247289678588,216.18741869035762,0
jammer,5,6,-3.5,72.5,72.58443359288546,-0.0009114583333333333,0.03356481481481482,0.03357718793833419,1,1,76,1.055232558139535,1.0272451305017392,72.58443359288546,217.75330077865638,0
jammer,6,7,-3.0,74.5,74.56037821792484,-0.00078125,0.03449074074074074,0.034499587655615435,0,-1,-33,0.9772727272727273,0.9885710532241612,74.56037821792484,223.6811346537745,0
jammer,7,8,-3.5,75.5,75.58108228915486,-0.0009114583333333333,0.0349537037037037,0.03496558535045156,1,1,77,1.054263565891473,1.0267733761115316,75.58108228915486,226.7432468674646,0
jammer,8,9,-3.5,76.0,76.08054941967757,-0.0009114583333333333,0.03518518518518519,0.0351969886895055,-1,0,-44,0.9705882352941176,0.985184366143778,76.08054941967757,228.2416482590327,0
jammer,9,10,-3.5,78.0,78.07848615335725,-0.0009114583333333333,0.03611111111111111,0.036122612059102464,1,0,44,1.0303030303030303,1.0150384378451045,78.07848615335725,234.23545846007175,0
jammer,10,11,-3.0,79.0,79.05694150420949,-0.00078125,0.03657407407407407,0.0365824171691587,0,0,0,1.0,1.0,79.05694150420949,237.17082451262849,0
jammer,11,12,-3.5,72.0,72.0850192481073,-0.0009114583333333333,0.03333333333333333,0.033345792349328184,1,-16,-516,0.6550802139037433,0.8093702576100404,72.0850192481073,216.2550577443219,1
jet_plane,3,4,2.0,28.0,28.071337695236398,0.0005208333333333333,0.012962962962962963,0.012973421913291058,0,48,3456,2.7777777777777777,1.6666666666666667,28.071337695236398,84.2140130857092,1
jet_plane,4,5,1.5,52.5,52.52142420003479,0.000390625,0.024305555555555556,0.02430869430378404,1,1,148,1.0274074074074073,1.013611073048932,52.52142420003479,157.56427260010435,0
jet_plane,5,6,2.5,53.0,53.05892950295925,0.0006510416666666666,0.024537037037037038,0.024545672567861394,1,0,76,1.0136986301369864,1.0068260178089292,53.05892950295925,159.17678850887776,0
jet_plane,6,7,2.0,53.5,53.53737012592232,0.0005208333333333333,0.02476851851851852,0.024773993964706337,0,1,74,1.013157894736842,1.006557447310804,53.53737012592232,160.61211037776695,0
jet_plane,7,8,2.0,54.5,54.536684901082864,0.0005208333333333333,0.025231481481481483,0.025236856482364324,0,1,74,1.0129870129870129,1.006472559480393,54.536684901082864,163.61005470324858,0
jet_plane,8,9,2.5,55.0,55.056788863863105,0.0006510416666666666,0.02546296296296296,0.025471284579010923,1,0,78,1.0135135135135136,1.0067340828210365,55.056788863863105,165.1703665915893,0
jet_plane,9,10,2.0,56.0,56.0357029044876,0.0005208333333333333,0.025925925925925925,0.025931156983013872,0,0,0,1.0,1.0,56.0357029044876,168.1071087134628,0
jet_plane,10,11,2.5,56.5,56.555282688710875,0.0006510416666666666,0.026157407407407407,0.02616550816492636,1,1,154,1.0263247863247864,1.013076890628143,56.555282688710875,169.66584806613264,0
jet_plane,11,12,2.0,57.5,57.53477209479499,0.0005208333333333333,0.02662037037037037,0.026625464991560314,0,1,76,1.0126582278481013,1.0063092108532552,57.53477209479499,172.60431628438496,0
jet_plane,12,13,2.5,58.0,58.0538543078752,0.0006510416666666666,0.026851851851851852,0.026859743169388942,1,0,80,1.013157894736842,1.006557447310804,58.0538543078752,174.16156292362558,0
jet_plane,13,14,2.0,59.0,59.033888572581766,0.0005208333333333333,0.027314814814814816,0.027319779935583998,0,2,154,1.025,1.0124228365658292,59.033888572581766,177.1016657177453,0
jet_plane,14,15,2.5,60.0,60.05206074732157,0.0006510416666666666,0.027777777777777776,0.027785406124858802,1,0,82,1.0129870129870129,1.006472559480393,60.05206074732157,180.1561822419647,0
jet_plane,15,16,2.5,60.5,60.55163086160438,0.0006510416666666666,0.028009259259259258,0.028016824579244103,1,1,161,1.0251719824890557,1.012507769100591,60.55163086160438,181.65489258481313,0
jet_plane,16,17,2.0,61.5,61.53251173160413,0.0005208333333333333,0.02847222222222222,0.028476985543289444,0,1,79,1.0120481927710843,1.0060060600071374,61.53251173160413,184.5975351948124,0
jet_plane,17,18,2.5,62.0,62.050382754661555,0.0006510416666666666,0.028703703703703703,0.02871108603939861,1,0,84,1.0126582278481013,1.0063092108532552,62.050382754661555,186.15114826398468,0
jet_plane,18,19,2.5,63.5,63.549193543270086,0.0006510416666666666,0.02939814814814815,0.029405356141223703,1,1,165,1.0245535714285714,1.012202337197742,63.549193543270086,190.64758062981025,0
jet_plane,19,20,3.0,64.0,64.07027391856539,0.00078125,0.02962962962962963,0.02963992752271041,0,0,0,1.0,1.0,64.07027391856539,192.21082175569617,0
jet_plane,20,21,2.0,65.0,65.03076195155643,0.0005208333333333333,0.03009259259259259,0.030097099466640794,0,2,162,1.0235294117647058,1.0116963041173501,65.03076195155643,195.09228585466929,0
jet_plane,21,22,2.5,66.0,66.04733151308992,0.0006510416666666666,0.030555555555555555,0.030562490581763423,1,0,87,1.0123456790123457,1.0061539042374907,66.04733151308992,198.14199453926975,0
jet_plane,22,23,2.5,67.0,67.04662556758542,0.0006510416666666666,0.031018518518518518,0.031025350059836754,1,0,87,1.0121951219512195,1.0060790833484312,67.04662556758542,201.13987670275628,0
jet_plane,23,24,3.0,68.0,68.06614430096654,0.00078125,0.03148148148148148,0.03149117380840799,0,2,166,1.0229885057471264,1.0114289425101135,68.06614430096654,204.19843290289964,0
large_launcher,0,1,10.5,57.0,57.95903725908497,0.002734375,0.02638888888888889,0.026530176468141868,1,0,105,1.0071942446043165,1.0035906758257156,57.95903725908497,173.87711177725492,0
large_launcher,1,2,11.0,57.5,58.54271944486351,0.002864583333333333,0.02662037037037037,0.02677405378961699,2,1,352,1.0239455782312925,1.0119019607804367,58.54271944486351,175.62815833459052,0
large_launcher,2,3,11.0,58.0,59.033888572581766,0.002864583333333333,0.026851851851851852,0.02700421792141759,0,0,0,1.0,1.0,59.033888572581766,177.1016657177453,0
large_launcher,3,4,11.0,59.0,60.01666435249463,0.002864583333333333,0.027314814814814816,0.027464612614075554,2,0,212,1.0140845070422535,1.007017629956027,60.01666435249463,180.0499930574839,0
large_launcher,4,5,11.5,59.5,60.60115510450275,0.002994791666666667,0.027546296296296298,0.02770861268216226,1,1,251,1.0164439203354299,1.0081884349343777,60.60115510450275,181.80346531350824,0
large_launcher,5,6,11.5,61.0,62.07455195166535,0.002994791666666667,0.02824074074074074,0.028399088272556744,1,0,107,1.006896551724138,1.0034423509719619,62.07455195166535,186.22365585499605,0
large_launcher,6,7,11.5,61.5,62.56596518875099,0.002994791666666667,0.02847222222222222,0.028629289467228154,1,1,254,1.0162591217513763,1.0080967819368218,62.56596518875099,187.69789556625295,0
large_launcher,7,8,12.0,62.5,63.641574461982,0.003125,0.028935185185185185,0.029103445959215213,2,1,365,1.0229906777525826,1.0114300162406604,63.641574461982,190.924723385946,0
large_launcher,8,9,12.0,63.5,64.62391198310421,0.003125,0.02939814814814815,0.029563774108534696,0,-1,-149,0.9908256880733946,0.9954022744967959,64.62391198310421,193.8717359493126,0
large_launcher,9,10,12.0,64.0,65.11528238439882,0.003125,0.02962962962962963,0.02979396880224295,2,0,216,1.0134228187919463,1.0066890377827438,65.11528238439882,195.34584715319647,0
large_launcher,10,11,12.5,65.0,66.19101147436864,0.0032552083333333335,0.03009259259259259,0.030268143488446086,1,2,412,1.0252636742702967,1.0125530476327138,66.19101147436864,198.57303442310592,0
large_launcher,11,12,12.5,66.0,67.17328337962944,0.0032552083333333335,0.030555555555555555,0.03072846166995746,1,0,110,1.006578947368421,1.003284081089908,67.17328337962944,201.51985013888833,0
large_launcher,12,13,13.0,67.0,68.24954212300622,0.0033854166666666668,0.031018518518518518,0.03120271682226759,2,0,220,1.0130718954248366,1.0065147268792627,68.24954212300622,204.74862636901867,0
large_launcher,13,14,12.5,68.0,69.13935203630419,0.0032552083333333335,0.03148148148148148,0.03164932949625101,1,0,110,1.0064516129032257,1.003220620254202,69.13935203630419,207.41805610891257,0
large_launcher,14,15,13.0,69.5,70.70537461890716,0.0033854166666666668,0.03217592592592593,0.032353535435831686,2,1,378,1.0220279720279721,1.0109539910539806,70.70537461890716,212.11612385672146,0
large_launcher,15,16,13.5,69.5,70.79901129253147,0.003515625,0.03217592592592593,0.03236741924113347,1,1,270,1.0153951419774205,1.0076681705687744,70.79901129253147,212.39703387759442,0
large_launcher,16,17,13.5,71.0,72.27205545714055,0.003515625,0.03287037037037037,0.03305784123965065,1,0,112,1.0062893081761006,1.0031397251510383,72.27205545714055,216.81616637142167,0
large_launcher,17,18,13.5,72.0,73.25469268244868,0.003515625,0.03333333333333333,0.03351821490252332,1,0,112,1.00625,1.003120132386944,73.25469268244868,219.76407804734603,0
large_launcher,18,19,14.0,73.5,74.82145414251183,0.0036458333333333334,0.034027777777777775,0.034222532945243425,2,1,387,1.0214618456078084,1.0106739561341276,74.82145414251183,224.4643624275355,0
large_launcher,19,20,7.0,74.0,74.33034373659252,0.0018229166666666667,0.03425925925925926,0.03430772318541049,-12,0,-1356,0.9263803680981595,0.962486554762278,74.33034373659252,222.9910312097776,1
large_launcher,20,21,7.0,76.0,76.32168761236873,0.0018229166666666667,0.03518518518518519,0.035232375476107004,-14,0,-1582,0.9072847682119205,0.9525149700723451,76.32168761236873,228.9650628371062,1
large_launcher,21,22,6.5,76.5,76.77564718060017,0.0016927083333333334,0.035416666666666666,0.035457094343438716,-13,1,-1345,0.9131193075382728,0.955572764125408,76.77564718060017,230.32694154180052,1
large_launcher,22,23,7.0,78.0,78.31347265956222,0.0018229166666666667,0.03611111111111111,0.03615709295356339,-14,0,-1596,0.8870967741935484,0.9418581497197699,78.31347265956222,234.94041797868667,1
large_launcher,23,24,7.5,79.0,79.35521406939812,0.001953125,0.03657407407407407,0.03662618723866139,-15,0,-1710,0.8636363636363636,0.9293203772845852,79.35521406939812,238.06564220819433,1
large_tower,6,7,10.0,32.0,33.52610922848042,0.0026041666666666665,0.014814814814814815,0.015041955392336274,2,42,2488,2.708791208791209,1.6458405781822274,33.52610922848042,100.57832768544127,1
large_tower,7,8,10.0,54.0,54.91812087098393,0.0026041666666666665,0.025,0.02513526773336178,0,0,0,1.0,1.0,54.91812087098393,164.75436261295178,0
large_tower,8,9,10.5,55.0,55.9933031710043,0.002734375,0.02546296296296296,0.025609359412016704,1,0,68,1.0172413793103448,1.0085838484282528,55.9933031710043,167.9799095130129,0
large_tower,9,10,10.0,55.5,56.39370532249144,0.0026041666666666665,0.025694444444444443,0.02582607518258281,0,-1,-59,0.9852941176470589,0.9926198253344827,56.39370532249144,169.18111596747434,0
large_tower,10,11,10.5,56.5,57.467382052778426,0.002734375,0.026157407407407407,0.02629993857250843,1,-1,7,1.001770806982039,1.0008850118680162,57.467382052778426,172.40214615833528,0
large_tower,11,12,11.0,57.0,58.05170109479997,0.002864583333333333,0.02638888888888889,0.02654391256886849,0,0,0,1.0,1.0,58.05170109479997,174.1551032843999,0
large_tower,12,13,10.5,58.0,58.94276885250641,0.002734375,0.026851851851851852,0.026990716080060283,1,0,66,1.0166666666666666,1.0082988974836116,58.94276885250641,176.82830655751923,0
large_tower,13,14,11.5,58.5,59.61962764056817,0.002994791666666667,0.027083333333333334,0.027248407688728906,1,-1,4,1.0009935419771485,1.0004966476591255,59.61962764056817,178.8588829217045,0
large_tower,14,15,11.0,59.5,60.508263898413084,0.002864583333333333,0.027546296296296298,0.027694842070626766,0,-1,-62,0.9846153846153847,0.9922778767136676,60.508263898413084,181.52479169523926,0
large_tower,15,16,11.5,60.5,61.58327695080865,0.002994791666666667,0.028009259259259258,0.02816890806153367,1,1,127,1.0320060483870968,1.0158769848692788,61.58327695080865,184.74983085242596,0
large_tower,16,17,11.0,61.0,61.98386886924694,0.002864583333333333,0.02824074074074074,0.028385652630498828,0,-2,-126,0.9692307692307692,0.9844951849708404,61.98386886924694,185.9516066077408,0
large_tower,17,18,11.5,62.0,63.05751343020116,0.002994791666666667,0.028703703703703703,0.02885951114341249,1,0,63,1.0158730158730158,1.0079052613579393,63.05751343020116,189.17254029060348,0
large_tower,18,19,12.0,63.5,64.62391198310421,0.003125,0.02939814814814815,0.029563774108534696,0,-1,-64,0.9841269841269841,0.9920317455237933,64.62391198310421,193.8717359493126,0
large_tower,19,20,12.0,63.5,64.62391198310421,0.003125,0.02939814814814815,0.029563774108534696,2,-1,58,1.014616935483871,1.00728195431263,64.62391198310421,193.8717359493126,0
large_tower,20,21,12.0,65.0,66.09841147864296,0.003125,0.03009259259259259,0.03025441709806617,0,0,0,1.0,1.0,66.09841147864296,198.29523443592888,0
large_tower,21,22,12.5,65.5,66.68208155119335,0.0032552083333333335,0.030324074074074073,0.03049829257095115,1,-1,-6,0.9985096870342772,0.9992545656809766,66.68208155119335,200.04624465358006,0
large_tower,22,23,12.5,67.5,68.6476510887299,0.0032552083333333335,0.03125,0.03141908466670222,1,-1,-8,0.9980099502487563,0.9990044795939387,68.6476510887299,205.9429532661897,0
large_tower,23,24,12.5,67.5,68.6476510887299,0.0032552083333333335,0.03125,0.03141908466670222,1,-1,-10,0.9975074775672981,0.9987529612308031,68.6476510887299,205.9429532661897,0
medium_launcher,14,15,11.5,38.5,40.18084120572888,0.002994791666666667,0.017824074074074076,0.018073914731590823,1,27,1286,2.6445012787723785,1.6261922637782957,40.18084120572888,120.54252361718665,1
medium_launcher,15,16,12.0,53.5,54.82928049865327,0.003125,0.02476851851851852,0.024964878020975686,0,1,47,1.0227272727272727,1.0112997936948631,54.82928049865327,164.4878414959598,0
medium_launcher,16,17,12.0,54.0,55.31726674375732,0.003125,0.025,0.02519455546343297,0,0,0,1.0,1.0,55.31726674375732,165.95180023127196,0
medium_launcher,17,18,12.5,55.0,56.40257086339239,0.0032552083333333335,0.02546296296296296,0.02567019408081338,1,0,45,1.0212765957446808,1.0105823052798226,56.40257086339239,169.20771259017718,0
medium_launcher,18,19,13.0,55.5,57.002192940272046,0.0033854166666666668,0.025694444444444443,0.025916510592971162,0,1,48,1.0222222222222221,1.0110500592068734,57.002192940272046,171.00657882081615,0
medium_launcher,19,20,12.0,56.0,57.271284253105414,0.003125,0.025925925925925925,0.026113583823684523,0,0,0,1.0,1.0,57.271284253105414,171.81385275931623,1
medium_launcher,20,21,6.5,57.0,57.36941693969009,0.0016927083333333334,0.02638888888888889,0.026443122324942257,-13,0,-598,0.7291666666666666,0.8539125638299665,57.36941693969009,172.10825081907026,1
medium_launcher,21,22,6.5,58.0,58.36308764964376,0.0016927083333333334,0.026851851851851852,0.026905152097238476,-13,0,-598,0.6285714285714286,0.7928249671720918,58.36308764964376,175.08926294893126,1
medium_launcher,22,23,6.5,59.0,59.35697094697471,0.0016927083333333334,0.027314814814814816,0.027367213410746865,-13,0,-598,0.4090909090909091,0.6396021490668313,59.35697094697471,178.07091284092414,1
medium_plane,20,21,-8.0,45.0,45.70557952810576,-0.0020833333333333333,0.020833333333333332,0.020937240877335186,0,16,880,1.5,1.224744871391589,45.70557952810576,137.11673858431726,1
medium_plane,21,22,-8.5,53.5,54.171025465649066,-0.0022135416666666666,0.02476851851851852,0.024867232984637923,1,1,104,1.0393939393939393,1.0195067137561868,54.171025465649066,162.5130763969472,0
medium_plane,22,23,-9.0,54.0,54.74486277268398,-0.00234375,0.025,0.02510962293748156,0,0,0,1.0,1.0,54.74486277268398,164.23458831805195,0
medium_plane,23,24,-8.5,55.0,55.65294241996554,-0.0022135416666666666,0.02546296296296296,0.025558995472500342,1,0,49,1.0178571428571428,1.008889063701824,55.65294241996554,166.95882725989662,0
mine_roller,0,1,1.0,80.0,80.00624975587844,0.00026041666666666666,0.037037037037037035,0.037037952553065495,0,0,0,1.0,1.0,80.00624975587844,240.01874926763531,0
small_launcher,0,1,-1.0,54.0,54.00925846556311,-0.00026041666666666666,0.025,0.02500135630001456,0,0,0,1.0,1.0,54.00925846556311,162.02777539668932,0
small_launcher,1,2,-0.5,55.0,55.00227268031749,-0.00013020833333333333,0.02546296296296296,0.025463295879820682,1,0,30,1.05,1.02469507659596,55.00227268031749,165.00681804095245,0
small_launcher,2,3,-1.0,56.0,56.00892785976178,-0.00026041666666666666,0.025925925925925925,0.02592723378914295,0,0,0,1.0,1.0,56.00892785976178,168.02678357928534,0
small_launcher,3,4,-1.0,56.5,56.50884886458049,-0.00026041666666666666,0.026157407407407407,0.02615870369718977,0,1,21,1.0333333333333334,1.0165300454651272,56.50884886458049,169.52654659374147,0
small_launcher,4,5,-1.0,57.5,57.5086949947571,-0.00026041666666666666,0.02662037037037037,0.026621644117070804,0,-1,-21,0.967741935483871,0.9837387536759294,57.5086949947571,172.5260849842713,0
small_launcher,5,6,-1.0,58.0,58.008620049092706,-0.00026041666666666666,0.026851851851851852,0.026853114618495887,0,0,0,1.0,1.0,58.008620049092706,174.0258601472781,0
small_launcher,6,7,-0.5,58.0,58.00215513237418,-0.00013020833333333333,0.026851851851851852,0.026852167549080076,1,0,30,1.0476190476190477,1.023532631438318,58.00215513237418,174.00646539712253,0
small_launcher,7,8,-0.5,60.0,60.002083297165605,-0.00013020833333333333,0.027777777777777776,0.027778082951882666,-1,0,-30,0.9545454545454546,0.9770084209183945,60.002083297165605,180.00624989149682,0
small_launcher,8,9,-1.0,60.0,60.00833275470999,-0.00026041666666666666,0.027777777777777776,0.027778998454081865,0,0,0,1.0,1.0,60.00833275470999,180.02499826412998,0
small_launcher,9,10,-1.0,62.0,62.00806399170998,-0.00026041666666666666,0.028703703703703703,0.02870488500500031,0,0,0,1.0,1.0,62.00806399170998,186.02419197512995,0
small_launcher,10,11,-1.0,62.0,62.00806399170998,-0.00026041666666666666,0.028703703703703703,0.02870488500500031,0,0,0,1.0,1.0,62.00806399170998,186.02419197512995,0
small_launcher,11,12,-0.5,63.0,63.00198409574099,-0.00013020833333333333,0.029166666666666667,0.02916695730881975,1,0,30,1.0476190476190477,1.023532631438318,63.00198409574099,189.00595228722295,0
small_launcher,12,13,-1.0,63.0,63.00793600809346,-0.00026041666666666666,0.029166666666666667,0.02916782921790242,0,0,0,1.0,1.0,63.00793600809346,189.02380802428038,0
small_launcher,13,14,-1.0,65.0,65.00769185258002,-0.00026041666666666666,0.03009259259259259,0.030093719374381697,0,0,0,1.0,1.0,65.00769185258002,195.02307555774007,0
small_launcher,14,15,-1.5,66.0,66.01704325399616,-0.000390625,0.030555555555555555,0.030558052346300917,1,0,30,1.0454545454545454,1.02247471629109,66.01704325399616,198.05112976198848,0
small_launcher,15,16,-1.0,66.5,66.50751837198558,-0.00026041666666666666,0.030787037037037036,0.03078813840361525,0,-1,-23,0.9666666666666667,0.983192080250175,66.50751837198558,199.52255511595675,0
small_launcher,16,17,-1.0,67.5,67.5074070010099,-0.00026041666666666666,0.03125,0.031251085050607086,0,1,23,1.0344827586206897,1.0170952554312156,67.5074070010099,202.5222210030297,0
small_launcher,17,18,-1.0,69.0,69.00724599634447,-0.00026041666666666666,0.03194444444444444,0.03194550590778733,0,0,0,1.0,1.0,69.00724599634447,207.0217379890334,0
small_launcher,18,19,-1.0,69.5,69.50719387228922,-0.00026041666666666666,0.03217592592592593,0.032176979753092895,0,-1,-23,0.9666666666666667,0.983192080250175,69.50719387228922,208.52158161686765,0
small_launcher,19,20,-1.0,70.5,70.50709184188496,-0.00026041666666666666,0.03263888888888889,0.03263992776863197,0,1,23,1.0344827586206897,1.0170952554312156,70.50709184188496,211.52127552565486,0
small_launcher,20,21,-1.0,72.0,72.00694410957877,-0.00026041666666666666,0.03333333333333333,0.03333435057041593,0,0,0,1.0,1.0,72.00694410957877,216.0208323287363,0
small_launcher,21,22,-1.0,72.5,72.50689622373861,-0.00026041666666666666,0.03356481481481482,0.03356582503668113,0,-1,-23,0.9666666666666667,0.983192080250175,72.50689622373861,217.52068867121582,0
small_launcher,22,23,-1.0,74.0,74.00675644831355,-0.00026041666666666666,0.03425925925925926,0.03426024900425301,0,0,0,1.0,1.0,74.00675644831355,222.02026934494066,0
small_launcher,23,24,-1.5,75.0,75.01499850029992,-0.000390625,0.034722222222222224,0.03472441941832877,1,0,29,1.0434782608695652,1.0215078369104984,75.01499850029992,225.04499550089977,0
small_plane,0,1,1.0,71.5,71.50699266505339,0.00026041666666666666,0.033101851851851855,0.03310287620226112,0,1,41,1.0208333333333333,1.0103629710818451,71.50699266505339,214.52097799516017,0
small_plane,1,2,1.0,73.0,73.00684899377592,0.00026041666666666666,0.033796296296296297,0.033797299599040875,0,0,0,1.0,1.0,73.00684899377592,219.02054698132775,0
small_plane,2,3,1.0,73.5,73.50680240630795,0.00026041666666666666,0.034027777777777775,0.03402877425553417,2,1,141,1.0701841712294673,1.0344970619723708,73.50680240630795,220.52040721892388,0
