class,metric,count,min,p10,median,mean,p90,max
helicopter,velocity_px_frame,18,48.12743500333256,63.26457265448581,69.8045379596486,69.3142981992262,77.15198316254681,79.07749363757048
helicopter,velocity_px_second,18,144.38230500999768,189.79371796345742,209.4136138789458,207.94289459767856,231.45594948764045,237.23248091271145
helicopter,boundary_pair,18,0.0,0.0,0.0,0.05555555555555555,0.0,1.0
jammer,dx,12,-3.5,-3.5,-3.0,-3.2083333333333335,-3.0,-3.0
jammer,dy,12,67.5,68.65,72.25,73.04166666666667,77.8,79.0
jammer,displacement,12,67.56663377733125,68.71552138615608,72.33472642049638,73.11243894162601,77.87869247998928,79.05694150420949
jammer,dx_normalized,12,-0.0009114583333333333,-0.0009114583333333333,-0.00078125,-0.0008355034722222223,-0.00078125,-0.00078125
jammer,dy_normalized,12,0.03125,0.031782407407407405,0.033449074074074076,0.03381558641975309,0.03601851851851852,0.03657407407407407
jammer,normalized_displacement,12,0.03125976409959774,0.03179200839729508,0.033461490143831187,0.03382595694985751,0.03603004972214277,0.0365824171691587
jammer,width_change,12,-1.0,0.0,0.0,0.25,1.0,1.0
jammer,height_change,12,-16.0,-1.0,0.0,-1.25,1.0,1.0
jammer,area_change,12,-516.0,-42.9,0.0,-33.0,72.80000000000001,77.0
jammer,area_ratio,12,0.6550802139037433,0.9712566844919787,1.0,0.9786057393359034,1.0518675123326287,1.055232558139535
jammer,scale_ratio,12,0.8093702576100404,0.9855230348518164,1.0,0.987692896031522,1.0255998822848889,1.0272451305017392
jammer,velocity_px_frame,12,67.56663377733125,68.71552138615608,72.33472642049638,73.11243894162601,77.87869247998928,79.05694150420949
jammer,velocity_px_second,12,202.69990133199374,206.14656415846827,217.00417926148913,219.337316824878,233.63607743996786,237.17082451262849
jammer,boundary_pair,12,0.0,0.0,0.0,0.08333333333333333,0.0,1.0
jet_plane,dx,21,1.5,2.0,2.5,2.3095238095238093,2.5,3.0
jet_plane,dy,21,28.0,53.0,59.0,58.142857142857146,66.0,68.0
jet_plane,displacement,21,28.071337695236398,53.05892950295925,59.033888572581766,58.190140607036874,66.04733151308992,68.06614430096654
jet_plane,dx_normalized,21,0.000390625,0.0005208333333333333,0.0006510416666666666,0.0006014384920634921,0.0006510416666666666,0.00078125
jet_plane,dy_normalized,21,0.012962962962962963,0.024537037037037038,0.027314814814814816,0.026917989417989417,0.030555555555555555,0.03148148148148148
jet_plane,normalized_displacement,21,0.012973421913291058,0.024545672567861394,0.027319779935583998,0.026924917948707883,0.030562490581763423,0.03149117380840799
jet_plane,width_change,21,0.0,0.0,1.0,0.5238095238095238,1.0,1.0
jet_plane,height_change,21,0.0,0.0,1.0,2.9523809523809526,2.0,48.0
jet_plane,area_change,21,0.0,74.0,84.0,259.1904761904762,165.0,3456.0
jet_plane,area_ratio,21,1.0,1.0120481927710843,1.013157894736842,1.0997219453080234,1.0263247863247864,2.7777777777777777
jet_plane,scale_ratio,21,1.0,1.0060060600071374,1.006557447310804,1.0392424001593954,1.013076890628143,1.6666666666666667
jet_plane,velocity_px_frame,21,28.071337695236398,53.05892950295925,59.033888572581766,58.190140607036874,66.04733151308992,68.06614430096654
jet_plane,velocity_px_second,21,84.2140130857092,159.17678850887776,177.1016657177453,174.57042182111067,198.14199453926975,204.19843290289964
jet_plane,boundary_pair,21,0.0,0.0,0.0,0.047619047619047616,0.0,1.0
large_launcher,dx,24,6.5,7.0,11.75,11.125,13.5,14.0
large_launcher,dy,24,57.0,58.3,66.5,67.02083333333333,76.35,79.0
large_launcher,displacement,24,57.95903725908497,59.32872130655563,67.71141275131782,67.99487054869996,76.63945931013075,79.35521406939812
large_launcher,dx_normalized,24,0.0016927083333333334,0.0018229166666666667,0.0030598958333333337,0.0028971354166666668,0.003515625,0.0036458333333333334
large_launcher,dy_normalized,24,0.02638888888888889,0.026990740740740742,0.030787037037037036,0.031028163580246914,0.035347222222222224,0.03657407407407407
large_launcher,normalized_displacement,24,0.026530176468141868,0.027142336329214978,0.030965589246112524,0.03117166285515324,0.0353896786832392,0.03662618723866139
large_launcher,width_change,24,-15.0,-13.7,1.0,-1.8333333333333333,2.0,2.0
large_launcher,height_change,24,-1.0,0.0,0.0,0.375,1.0,2.0
large_launcher,area_change,24,-1710.0,-1514.2,112.0,-156.875,374.09999999999997,412.0
large_launcher,area_ratio,24,0.8636363636363636,0.9090351300098262,1.0070453981642271,0.9888487953225448,1.0227018660351994,1.0252636742702967
large_launcher,scale_ratio,24,0.9293203772845852,0.953432308288264,1.0035165133988388,0.99411001791837,1.0112872086846565,1.0125530476327138
large_launcher,velocity_px_frame,24,57.95903725908497,59.32872130655563,67.71141275131782,67.99487054869996,76.63945931013075,79.35521406939812
large_launcher,velocity_px_second,24,173.87711177725492,177.9861639196669,203.1342382539535,203.9846116460999,229.9183779303922,238.06564220819433
large_launcher,boundary_pair,24,0.0,0.0,0.0,0.20833333333333334,1.0,1.0
large_tower,dx,18,10.0,10.0,11.25,11.25,12.5,12.5
large_tower,dy,18,32.0,54.7,60.0,59.0,66.1,67.5
large_tower,displacement,18,33.52610922848042,55.670748480998185,61.045770424610865,60.07607003087708,67.27175241245432,68.6476510887299
large_tower,dx_normalized,18,0.0026041666666666665,0.0026041666666666665,0.0029296875,0.0029296875,0.0032552083333333335,0.0032552083333333335
large_tower,dy_normalized,18,0.014814814814814815,0.025324074074074075,0.027777777777777776,0.027314814814814813,0.030601851851851852,0.03125
large_tower,normalized_displacement,18,0.015041955392336274,0.02546713190842023,0.02793187506608022,0.027473498542001477,0.03077453019967647,0.03141908466670222
large_tower,width_change,18,0.0,0.0,1.0,0.7222222222222222,1.3000000000000007,2.0
large_tower,height_change,18,-2.0,-1.0,-1.0,1.7777777777777777,0.3000000000000007,42.0
large_tower,area_change,18,-126.0,-62.6,0.0,141.44444444444446,85.70000000000005,2488.0
large_tower,area_ratio,18,0.9692307692307692,0.9844688644688645,1.0,1.0958474429967733,1.0216707800333704,2.708791208791209
large_tower,scale_ratio,18,0.9844951849708404,0.9922040373567054,1.0,1.0363114346227544,1.0107717893605606,1.6458405781822274
large_tower,velocity_px_frame,18,33.52610922848042,55.670748480998185,61.045770424610865,60.07607003087708,67.27175241245432,68.6476510887299
large_tower,velocity_px_second,18,100.57832768544127,167.01224544299455,183.1373112738326,180.22821009263123,201.81525723736297,205.9429532661897
large_tower,boundary_pair,18,0.0,0.0,0.0,0.05555555555555555,0.0,1.0
medium_launcher,dx,9,6.5,6.5,12.0,10.277777777777779,12.6,13.0
medium_launcher,dy,9,38.5,50.5,55.5,54.05555555555556,58.2,59.0
medium_launcher,displacement,9,40.18084120572888,51.89959264006839,57.002192940272046,55.12143467124643,58.56186430910995,59.35697094697471
medium_launcher,dx_normalized,9,0.0016927083333333334,0.0016927083333333334,0.003125,0.00267650462962963,0.0032812500000000003,0.0033854166666666668
medium_launcher,dy_normalized,9,0.017824074074074076,0.023379629629629632,0.025694444444444443,0.025025720164609057,0.026944444444444444,0.027314814814814816
medium_launcher,normalized_displacement,9,0.018073914731590823,0.023586685363098714,0.025916510592971162,0.02518323606071068,0.026997564359940152,0.027367213410746865
medium_launcher,width_change,9,-13.0,-13.0,0.0,-4.111111111111111,1.0,1.0
medium_launcher,height_change,9,0.0,0.0,0.0,3.2222222222222223,6.200000000000005,27.0
medium_launcher,area_change,9,-598.0,-598.0,0.0,-40.888888888888886,295.60000000000025,1286.0
medium_launcher,area_ratio,9,0.4090909090909091,0.5846753246753247,1.0,1.0530618193106174,1.347082073936294,2.6445012787723785
medium_launcher,scale_ratio,9,0.6396021490668313,0.7621804035510398,1.0,0.9939404557809716,1.1342782877115498,1.6261922637782957
medium_launcher,velocity_px_frame,9,40.18084120572888,51.89959264006839,57.002192940272046,55.12143467124643,58.56186430910995,59.35697094697471
medium_launcher,velocity_px_second,9,120.54252361718665,155.69877792020517,171.00657882081615,165.36430401373931,175.68559292732985,178.07091284092414
medium_launcher,boundary_pair,9,0.0,0.0,1.0,0.5555555555555556,1.0,1.0
medium_plane,dx,4,-9.0,-8.85,-8.5,-8.5,-8.15,-8.0
medium_plane,dy,4,45.0,47.55,53.75,51.875,54.7,55.0
medium_plane,displacement,4,45.70557952810576,48.24521330936875,54.45794411916653,52.568602546601085,55.38051852578107,55.65294241996554
medium_plane,dx_normalized,4,-0.00234375,-0.0023046875,-0.0022135416666666666,-0.0022135416666666666,-0.0021223958333333333,-0.0020833333333333333
medium_plane,dy_normalized,4,0.020833333333333332,0.02201388888888889,0.02488425925925926,0.024016203703703706,0.025324074074074075,0.02546296296296296
medium_plane,normalized_displacement,4,0.020937240877335186,0.022116238509526008,0.02498842796105974,0.024118273067988753,0.025424183711994706,0.025558995472500342
medium_plane,width_change,4,0.0,0.0,0.5,0.5,1.0,1.0
medium_plane,height_change,4,0.0,0.0,0.5,4.25,11.500000000000004,16.0
medium_plane,area_change,4,0.0,14.700000000000003,76.5,258.25,647.2000000000002,880.0
medium_plane,area_ratio,4,1.0,1.0053571428571428,1.0286255411255412,1.1393127705627704,1.3618181818181818,1.5
medium_plane,scale_ratio,4,1.0,1.0026667191105472,1.0141978887290053,1.0632851622124,1.1631734241009684,1.224744871391589
medium_plane,velocity_px_frame,4,45.70557952810576,48.24521330936875,54.45794411916653,52.568602546601085,55.38051852578107,55.65294241996554
medium_plane,velocity_px_second,4,137.11673858431726,144.73563992810625,163.37383235749957,157.70580763980325,166.1415555773432,166.95882725989662
medium_plane,boundary_pair,4,0.0,0.0,0.0,0.25,0.7000000000000002,1.0
mine_roller,dx,1,1.0,1.0,1.0,1.0,1.0,1.0
mine_roller,dy,1,80.0,80.0,80.0,80.0,80.0,80.0
mine_roller,displacement,1,80.00624975587844,80.00624975587844,80.00624975587844,80.00624975587844,80.00624975587844,80.00624975587844
mine_roller,dx_normalized,1,0.00026041666666666666,0.00026041666666666666,0.00026041666666666666,0.00026041666666666666,0.00026041666666666666,0.00026041666666666666
mine_roller,dy_normalized,1,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035
mine_roller,normalized_displacement,1,0.037037952553065495,0.037037952553065495,0.037037952553065495,0.037037952553065495,0.037037952553065495,0.037037952553065495
mine_roller,width_change,1,0.0,0.0,0.0,0.0,0.0,0.0
mine_roller,height_change,1,0.0,0.0,0.0,0.0,0.0,0.0
mine_roller,area_change,1,0.0,0.0,0.0,0.0,0.0,0.0
mine_roller,area_ratio,1,1.0,1.0,1.0,1.0,1.0,1.0
mine_roller,scale_ratio,1,1.0,1.0,1.0,1.0,1.0,1.0
mine_roller,velocity_px_frame,1,80.00624975587844,80.00624975587844,80.00624975587844,80.00624975587844,80.00624975587844,80.00624975587844
mine_roller,velocity_px_second,1,240.01874926763531,240.01874926763531,240.01874926763531,240.01874926763531,240.01874926763531,240.01874926763531
mine_roller,boundary_pair,1,0.0,0.0,0.0,0.0,0.0,0.0
small_launcher,dx,24,-1.5,-1.0,-1.0,-0.9583333333333334,-0.5,-0.5
small_launcher,dy,24,54.0,56.15,63.0,63.854166666666664,72.35,75.0
small_launcher,displacement,24,54.00925846556311,56.158904161207396,63.00496005191722,63.861751235733244,72.35691058949065,75.01499850029992
small_launcher,dx_normalized,24,-0.000390625,-0.00026041666666666666,-0.00026041666666666666,-0.00024956597222222226,-0.00013020833333333333,-0.00013020833333333333
small_launcher,dy_normalized,24,0.025,0.02599537037037037,0.029166666666666667,0.029562114197530867,0.03349537037037037,0.034722222222222224
small_launcher,normalized_displacement,24,0.02500135630001456,0.025996674761556995,0.029167393263361086,0.02956322527198325,0.03349638269680157,0.03472441941832877
small_launcher,width_change,24,-1.0,0.0,0.0,0.16666666666666666,1.0,1.0
small_launcher,height_change,24,-1.0,-1.0,0.0,-0.041666666666666664,0.6999999999999993,1.0
small_launcher,area_change,24,-30.0,-23.0,0.0,4.0,30.0,30.0
small_launcher,area_ratio,24,0.9545454545454546,0.9666666666666667,1.0,1.0066148809235935,1.0469696969696969,1.05
small_launcher,scale_ratio,24,0.9770084209183945,0.983192080250175,1.0,1.003199452681108,1.0232152568941495,1.02469507659596
small_launcher,velocity_px_frame,24,54.00925846556311,56.158904161207396,63.00496005191722,63.861751235733244,72.35691058949065,75.01499850029992
small_launcher,velocity_px_second,24,162.02777539668932,168.47671248362218,189.01488015575165,191.58525370719977,217.07073176847197,225.04499550089977
small_launcher,boundary_pair,24,0.0,0.0,0.0,0.0,0.0,0.0
small_plane,dx,8,1.0,1.0,1.0,1.0625,1.15,1.5
small_plane,dy,8,71.5,72.55,75.5,75.625,78.95,80.0
small_plane,displacement,8,71.50699266505339,72.55689209515916,75.50662251651808,75.63259635939804,78.95867679713383,80.0140612642553
small_plane,dx_normalized,8,0.00026041666666666666,0.00026041666666666666,0.00026041666666666666,0.0002766927083333333,0.00029947916666666664,0.000390625
small_plane,dy_normalized,8,0.033101851851851855,0.033587962962962965,0.03495370370370371,0.03501157407407407,0.036550925925925924,0.037037037037037035
small_plane,normalized_displacement,8,0.03310287620226112,0.03358897258000695,0.03495467382798537,0.03501268686360825,0.03655219699636268,0.03703909691627859
small_plane,width_change,8,0.0,0.0,0.0,0.375,1.2999999999999998,2.0
small_plane,height_change,8,0.0,0.0,0.5,0.5,1.0,1.0
small_plane,area_change,8,0.0,0.0,42.0,40.0,78.69999999999999,141.0
small_plane,area_ratio,8,1.0,1.0,1.0198039215686274,1.019235145206693,1.037334321136282,1.0701841712294673
small_plane,scale_ratio,8,1.0,1.0,1.0098534112155053,1.0095159916503715,1.0184418729941338,1.0344970619723708
small_plane,velocity_px_frame,8,71.50699266505339,72.55689209515916,75.50662251651808,75.63259635939804,78.95867679713383,80.0140612642553
small_plane,velocity_px_second,8,214.52097799516017,217.67067628547747,226.51986754955422,226.89778907819414,236.87603039140149,240.0421837927659
small_plane,boundary_pair,8,0.0,0.0,0.0,0.0,0.0,0.0
small_tower,dx,19,4.5,5.0,5.5,5.7368421052631575,6.5,6.5
small_tower,dy,19,62.0,63.0,70.0,69.86842105263158,77.6,80.0
small_tower,displacement,19,62.16309194369276,63.23131917129529,70.2157389763862,70.10479763299783,77.86376814655105,80.26362812631884
small_tower,dx_normalized,19,0.001171875,0.0013020833333333333,0.0014322916666666666,0.0014939692982456141,0.0016927083333333334,0.0016927083333333334
small_tower,dy_normalized,19,0.028703703703703703,0.029166666666666667,0.032407407407407406,0.03234649122807018,0.035925925925925924,0.037037037037037035
small_tower,normalized_displacement,19,0.02872761558719482,0.029200594004800462,0.03243904305444424,0.032381157658493046,0.0359646088718751,0.03707569788938017
small_tower,width_change,19,-1.0,0.0,1.0,0.5263157894736842,1.0,1.0
small_tower,height_change,19,-36.0,-1.0,0.0,-2.0526315789473686,0.0,1.0
small_tower,area_change,19,-2211.0,-14.799999999999997,0.0,-97.73684210526316,59.2,60.0
small_tower,area_ratio,19,0.37436332767402375,0.9956416464891041,1.0,0.972691427098216,1.017989417989418,1.0188679245283019
small_tower,scale_ratio,19,0.6118523740854682,0.9978134332276433,1.0,0.9823648647858929,1.0089546079012919,1.0093898773656798
small_tower,velocity_px_frame,19,62.16309194369276,63.23131917129529,70.2157389763862,70.10479763299783,77.86376814655105,80.26362812631884
small_tower,velocity_px_second,19,186.4892758310783,189.69395751388586,210.64721692915862,210.31439289899348,233.59130443965316,240.7908843789565
small_tower,boundary_pair,19,0.0,0.0,0.0,0.05263157894736842,0.0,1.0
spacecraft,dx,22,-3.5,-3.5,-3.0,-3.0,-2.5,-2.0
spacecraft,dy,22,59.5,60.1,67.75,68.36363636363636,76.9,79.5
spacecraft,displacement,22,59.57558224642039,60.19916956898316,67.81639625416707,68.43036468631873,76.97747271639008,79.57700672933106
spacecraft,dx_normalized,22,-0.0009114583333333333,-0.0009114583333333333,-0.00078125,-0.00078125,-0.0006510416666666666,-0.0005208333333333333
spacecraft,dy_normalized,22,0.027546296296296298,0.027824074074074074,0.03136574074074074,0.03164983164983165,0.03560185185185186,0.03680555555555556
spacecraft,normalized_displacement,22,0.027557372719579913,0.0278386091212544,0.031375470013015036,0.03165960975586545,0.03561320432288954,0.036816839571675475
spacecraft,width_change,22,-1.0,0.0,0.0,0.36363636363636365,1.0,1.0
spacecraft,height_change,22,-42.0,-1.0,0.0,-1.8181818181818181,1.0,1.0
spacecraft,area_change,22,-2008.0,0.0,2.0,-71.63636363636364,49.0,50.0
spacecraft,area_ratio,22,0.16333333333333333,1.0,1.0008605072463768,0.9710874002151161,1.0231524547803619,1.024390243902439
spacecraft,scale_ratio,22,0.40414518843273806,1.0,1.0004301365113417,0.9774501520463486,1.011509975866659,1.0121216546949479
spacecraft,velocity_px_frame,22,59.57558224642039,60.19916956898316,67.81639625416707,68.43036468631873,76.97747271639008,79.57700672933106
spacecraft,velocity_px_second,22,178.72674673926116,180.5975087069495,203.4491887625012,205.29109405895616,230.93241814917025,238.73102018799318
spacecraft,boundary_pair,22,0.0,0.0,0.0,0.045454545454545456,0.0,1.0
ta-ta,dx,24,-7.5,-7.0,-6.25,-6.229166666666667,-5.15,-5.0
ta-ta,dy,24,55.0,56.65,64.25,64.8125,73.35,77.0
ta-ta,displacement,24,55.226805085936306,56.899041085787346,64.52958518145554,65.11189747770634,73.68326115959493,77.31752712031083
ta-ta,dx_normalized,24,-0.001953125,-0.0018229166666666667,-0.0016276041666666667,-0.0016221788194444445,-0.0013411458333333333,-0.0013020833333333333
ta-ta,dy_normalized,24,0.02546296296296296,0.026226851851851852,0.02974537037037037,0.030005787037037036,0.03395833333333333,0.03564814814814815
ta-ta,normalized_displacement,24,0.025496233130801262,0.02626338877438234,0.02978638609368549,0.03004971391111572,0.03400722659042675,0.03569472638312177
ta-ta,width_change,24,-1.0,0.0,0.0,0.2916666666666667,1.0,1.0
ta-ta,height_change,24,-1.0,-1.0,0.0,-0.20833333333333334,0.6999999999999993,1.0
ta-ta,area_change,24,-35.0,-31.7,0.0,-1.9583333333333333,26.39999999999999,31.0
ta-ta,area_ratio,24,0.9333333333333333,0.9444444444444444,1.0,0.9970036851227914,1.0485663082437275,1.0588235294117647
ta-ta,scale_ratio,24,0.9660917830792959,0.97182531580755,1.0,0.9983226433819187,1.0239819384801712,1.0289915108550531
ta-ta,velocity_px_frame,24,55.226805085936306,56.899041085787346,64.52958518145554,65.11189747770634,73.68326115959493,77.31752712031083
ta-ta,velocity_px_second,24,165.68041525780893,170.69712325736205,193.58875554436665,195.33569243311902,221.04978347878483,231.95258136093247
ta-ta,boundary_pair,24,0.0,0.0,0.0,0.0,0.0,0.0
tank,dx,24,-9.0,-8.85,-7.5,-7.583333333333333,-6.65,-6.0
tank,dy,24,36.0,53.3,60.0,59.979166666666664,68.55,71.5
tank,displacement,24,36.49657518178932,53.73912498412861,60.46896852192103,60.45858414361259,69.05683183193412,72.06420748193932
tank,dx_normalized,24,-0.00234375,-0.0023046875,-0.001953125,-0.001974826388888889,-0.0017317708333333334,-0.0015625
tank,dy_normalized,24,0.016666666666666666,0.024675925925925928,0.027777777777777776,0.027768132716049384,0.03173611111111111,0.033101851851851855
tank,normalized_displacement,24,0.016739748624987706,0.024740432744476012,0.02784666059588532,0.027838554959226852,0.031810541459752074,0.03318472178705809
tank,width_change,24,0.0,0.0,0.0,0.3333333333333333,1.0,1.0
tank,height_change,24,0.0,0.0,0.0,1.625,1.0,30.0
tank,area_change,24,0.0,0.0,47.5,92.08333333333333,95.6,1380.0
tank,area_ratio,24,1.0,1.0,1.0198039215686274,1.110960416664627,1.0412009085139784,3.3076923076923075
tank,scale_ratio,24,1.0,1.0,1.0098534112155053,1.0414639834154016,1.0203924576957077,1.8187062180825984
tank,velocity_px_frame,24,36.49657518178932,53.73912498412861,60.46896852192103,60.45858414361259,69.05683183193412,72.06420748193932
tank,velocity_px_second,24,109.48972554536795,161.21737495238582,181.40690556576305,181.37575243083776,207.17049549580236,216.19262244581796
tank,boundary_pair,24,0.0,0.0,0.0,0.041666666666666664,0.0,1.0
