frame,target,level,cx,cy,source_region,full_count,intersect_count,other_full_count,full_classes,next_frame_full_classes,next_frame_target_retained,target_fits
6,condor,1,2778,1620,1818;1080;3738;2160,4,4,3,condor;small_plane;helicopter;small_tower,condor;small_plane;helicopter;small_tower,True,True
6,condor,2,2778,1890,2298;1620;3258;2160,1,1,0,condor,condor,True,True
6,small_plane,1,2054,1620,1094;1080;3014;2160,5,5,4,jammer;condor;small_plane;helicopter;small_tower,jammer;condor;small_plane;helicopter;small_tower,True,True
6,small_plane,2,2054,1890,1574;1620;2534;2160,1,1,0,small_plane,small_plane,True,True
6,jet_plane,1,2241,540,1281;0;3201;1080,3,3,2,spacecraft;jet_plane;small_launcher,jet_plane;small_launcher,True,True
6,jet_plane,2,2241,270,1761;0;2721;540,1,1,0,jet_plane,jet_plane,True,True
6,large_tower,1,2880,540,1920;0;3840;1080,3,3,2,large_launcher;jet_plane;large_tower,large_launcher;jet_plane;large_tower,True,True
6,large_tower,2,3360,270,2880;0;3840;540,1,1,0,large_tower,large_tower,True,True
6,small_launcher,1,1792,573,832;33;2752;1113,5,5,4,spacecraft;jet_plane;small_launcher;tank;ta-ta,spacecraft;jet_plane;small_launcher;tank;ta-ta,True,True
6,small_launcher,2,1792,573,1312;303;2272;843,1,1,0,small_launcher,small_launcher,True,True
6,tank,1,960,540,0;0;1920;1080,4,4,3,spacecraft;small_launcher;tank;ta-ta,small_launcher;tank;ta-ta,True,True
6,tank,2,871,312,391;42;1351;582,1,1,0,tank,tank,True,True
6,helicopter,1,2304,1283,1344;743;3264;1823,4,5,3,jammer;spacecraft;helicopter;small_tower,jammer;spacecraft;helicopter;small_tower,True,True
6,helicopter,2,2304,1283,1824;1013;2784;1553,2,2,1,helicopter;small_tower,helicopter;small_tower,True,True
6,small_tower,1,2674,1206,1714;666;3634;1746,2,3,1,helicopter;small_tower,helicopter;small_tower,True,True
6,small_tower,2,2674,1206,2194;936;3154;1476,2,2,1,helicopter;small_tower,helicopter;small_tower,True,True
6,ta-ta,1,1080,644,120;104;2040;1184,4,4,3,spacecraft;small_launcher;tank;ta-ta,spacecraft;small_launcher;tank;ta-ta,True,True
6,ta-ta,2,1080,644,600;374;1560;914,1,1,0,ta-ta,ta-ta,True,True
7,jammer,1,1490,1620,530;1080;2450;2160,3,4,2,jammer;small_plane;helicopter,jammer;spacecraft;small_plane;helicopter,True,True
7,jammer,2,1490,1764,1010;1494;1970;2034,1,1,0,jammer,jammer,True,True
7,large_launcher,1,2880,825,1920;285;3840;1365,2,3,1,large_launcher;small_tower,large_launcher,True,True
7,large_launcher,2,3360,825,2880;555;3840;1095,1,1,0,large_launcher,large_launcher,True,True
7,spacecraft,1,1526,1084,566;544;2486;1624,4,4,3,spacecraft;small_launcher;helicopter;ta-ta,spacecraft;small_launcher;helicopter;ta-ta,True,True
7,spacecraft,2,1526,1084,1046;814;2006;1354,1,1,0,spacecraft,spacecraft,True,True
7,condor,1,2785,1620,1825;1080;3745;2160,4,4,3,condor;small_plane;helicopter;small_tower,condor;small_plane;helicopter;small_tower,True,True
7,condor,2,2785,1890,2305;1620;3265;2160,1,1,0,condor,condor,True,True
7,small_plane,1,2056,1620,1096;1080;3016;2160,5,6,4,jammer;condor;small_plane;helicopter;small_tower,jammer;spacecraft;condor;small_plane;helicopter;small_tower,True,True
7,small_plane,2,2056,1890,1576;1620;2536;2160,1,1,0,small_plane,small_plane,True,True
7,jet_plane,1,2243,540,1283;0;3203;1080,2,3,1,jet_plane;small_launcher,jet_plane;small_launcher,True,True
7,jet_plane,2,2243,270,1763;0;2723;540,1,1,0,jet_plane,jet_plane,True,True
7,large_tower,1,2880,540,1920;0;3840;1080,3,3,2,large_launcher;jet_plane;large_tower,large_launcher;jet_plane;large_tower,True,True
7,large_tower,2,3360,270,2880;0;3840;540,1,1,0,large_tower,large_tower,True,True
7,small_launcher,1,1792,631,832;91;2752;1171,5,5,4,spacecraft;jet_plane;small_launcher;tank;ta-ta,jet_plane;small_launcher;tank;ta-ta,True,True
7,small_launcher,2,1792,631,1312;361;2272;901,1,1,0,small_launcher,small_launcher,True,True
7,tank,1,960,540,0;0;1920;1080,3,4,2,small_launcher;tank;ta-ta,small_launcher;tank;ta-ta,True,True
7,tank,2,864,368,384;98;1344;638,1,1,0,tank,tank,True,True
7,helicopter,1,2306,1351,1346;811;3266;1891,4,5,3,jammer;spacecraft;helicopter;small_tower,jammer;spacecraft;helicopter;small_tower,True,True
7,helicopter,2,2306,1351,1826;1081;2786;1621,2,2,1,helicopter;small_tower,helicopter;small_tower,True,True
7,small_tower,1,2679,1274,1719;734;3639;1814,2,3,1,helicopter;small_tower,helicopter;small_tower,True,True
7,small_tower,2,2679,1274,2199;1004;3159;1544,2,2,1,helicopter;small_tower,helicopter;small_tower,True,True
7,ta-ta,1,1074,703,114;163;2034;1243,4,4,3,spacecraft;small_launcher;tank;ta-ta,spacecraft;small_launcher;tank;ta-ta,True,True
7,ta-ta,2,1074,703,594;433;1554;973,1,1,0,ta-ta,ta-ta,True,True
8,jammer,1,1487,1620,527;1080;2447;2160,4,4,3,jammer;spacecraft;small_plane;helicopter,jammer;spacecraft;helicopter,True,True
8,jammer,2,1487,1840,1007;1570;1967;2110,1,1,0,jammer,jammer,True,True
8,large_launcher,1,2880,888,1920;348;3840;1428,2,3,1,large_launcher;small_tower,large_launcher,True,True
8,large_launcher,2,3360,888,2880;618;3840;1158,1,1,0,large_launcher,large_launcher,True,True
8,spacecraft,1,1524,1150,564;610;2484;1690,4,4,3,spacecraft;small_launcher;helicopter;ta-ta,spacecraft;small_launcher;helicopter;ta-ta,True,True
8,spacecraft,2,1524,1150,1044;880;2004;1420,1,1,0,spacecraft,spacecraft,True,True
8,condor,1,2792,1620,1832;1080;3752;2160,4,4,3,condor;small_plane;helicopter;small_tower,condor;helicopter;small_tower,True,True
8,condor,2,2792,1890,2312;1620;3272;2160,1,1,0,condor,condor,True,True
8,small_plane,1,2057,1620,1097;1080;3017;2160,6,6,5,jammer;spacecraft;condor;small_plane;helicopter;small_tower,jammer;spacecraft;condor;helicopter;small_tower,False,True
8,small_plane,2,2057,1890,1577;1620;2537;2160,1,1,0,small_plane,,False,True
8,jet_plane,1,2245,540,1285;0;3205;1080,2,2,1,jet_plane;small_launcher,jet_plane;small_launcher,True,True
8,jet_plane,2,2245,270,1765;0;2725;540,1,1,0,jet_plane,jet_plane,True,True
8,large_tower,1,2880,540,1920;0;3840;1080,3,3,2,large_launcher;jet_plane;large_tower,large_launcher;jet_plane;large_tower,True,True
8,large_tower,2,3360,270,2880;0;3840;540,1,1,0,large_tower,large_tower,True,True
8,small_launcher,1,1792,691,832;151;2752;1231,5,5,4,spacecraft;jet_plane;small_launcher;tank;ta-ta,jet_plane;small_launcher;ta-ta,True,True
8,small_launcher,2,1792,691,1312;421;2272;961,1,1,0,small_launcher,small_launcher,True,True
8,tank,1,960,540,0;0;1920;1080,3,3,2,small_launcher;tank;ta-ta,small_launcher;tank;ta-ta,True,True
8,tank,2,857,424,377;154;1337;694,1,1,0,tank,tank,True,True
8,helicopter,1,2309,1420,1349;880;3269;1960,4,4,3,jammer;spacecraft;helicopter;small_tower,jammer;spacecraft;helicopter;small_tower,True,True
8,helicopter,2,2309,1420,1829;1150;2789;1690,2,2,1,helicopter;small_tower,helicopter;small_tower,True,True
8,small_tower,1,2684,1342,1724;802;3644;1882,2,3,1,helicopter;small_tower,helicopter;small_tower,True,True
8,small_tower,2,2684,1342,2204;1072;3164;1612,2,2,1,helicopter;small_tower,helicopter;small_tower,True,True
8,ta-ta,1,1068,764,108;224;2028;1304,4,4,3,spacecraft;small_launcher;tank;ta-ta,spacecraft;small_launcher;tank;ta-ta,True,True
8,ta-ta,2,1068,764,588;494;1548;1034,1,1,0,ta-ta,ta-ta,True,True
9,jammer,1,1484,1620,524;1080;2444;2160,3,3,2,jammer;spacecraft;helicopter,jammer;spacecraft;helicopter,True,True
9,jammer,2,1484,1890,1004;1620;1964;2160,1,1,0,jammer,jammer,True,True
9,large_launcher,1,2880,951,1920;411;3840;1491,2,3,1,large_launcher;small_tower,large_launcher,True,True
9,large_launcher,2,3360,951,2880;681;3840;1221,1,1,0,large_launcher,large_launcher,True,True
9,spacecraft,1,1521,1216,561;676;2481;1756,4,4,3,spacecraft;small_launcher;helicopter;ta-ta,spacecraft;small_launcher;helicopter;ta-ta,True,True
9,spacecraft,2,1521,1216,1041;946;2001;1486,1,1,0,spacecraft,spacecraft,True,True
9,condor,1,2798,1620,1838;1080;3758;2160,3,3,2,condor;helicopter;small_tower,condor;helicopter;small_tower,True,True
9,condor,2,2798,1890,2318;1620;3278;2160,1,1,0,condor,condor,True,True
9,jet_plane,1,2248,540,1288;0;3208;1080,2,2,1,jet_plane;small_launcher,jet_plane;small_launcher,True,True
9,jet_plane,2,2248,310,1768;40;2728;580,1,1,0,jet_plane,jet_plane,True,True
9,large_tower,1,2880,540,1920;0;3840;1080,3,3,2,large_launcher;jet_plane;large_tower,large_launcher;jet_plane;large_tower,True,True
9,large_tower,2,3360,270,2880;0;3840;540,1,1,0,large_tower,large_tower,True,True
9,small_launcher,1,1790,751,830;211;2750;1291,4,5,3,spacecraft;jet_plane;small_launcher;ta-ta,jet_plane;small_launcher;ta-ta,True,True
9,small_launcher,2,1790,751,1310;481;2270;1021,1,1,0,small_launcher,small_launcher,True,True
9,tank,1,960,540,0;0;1920;1080,3,3,2,small_launcher;tank;ta-ta,small_launcher;tank;ta-ta,True,True
9,tank,2,850,481,370;211;1330;751,1,1,0,tank,tank,True,True
9,helicopter,1,2312,1490,1352;950;3272;2030,4,4,3,jammer;spacecraft;helicopter;small_tower,jammer;spacecraft;helicopter;small_tower,True,True
9,helicopter,2,2312,1490,1832;1220;2792;1760,2,2,1,helicopter;small_tower,helicopter;small_tower,True,True
9,small_tower,1,2690,1412,1730;872;3650;1952,2,3,1,helicopter;small_tower,helicopter;small_tower,True,True
9,small_tower,2,2690,1412,2210;1142;3170;1682,2,2,1,helicopter;small_tower,helicopter;small_tower,True,True
9,ta-ta,1,1062,825,102;285;2022;1365,4,4,3,spacecraft;small_launcher;tank;ta-ta,spacecraft;small_launcher;tank;ta-ta,True,True
9,ta-ta,2,1062,825,582;555;1542;1095,1,1,0,ta-ta,ta-ta,True,True
10,jammer,1,1480,1620,520;1080;2440;2160,3,3,2,jammer;spacecraft;helicopter,jammer;spacecraft;helicopter,True,True
10,jammer,2,1480,1890,1000;1620;1960;2160,1,1,0,jammer,jammer,True,True
10,large_launcher,1,2880,1015,1920;475;3840;1555,2,3,1,large_launcher;small_tower,large_launcher,True,True
10,large_launcher,2,3360,1015,2880;745;3840;1285,1,1,0,large_launcher,large_launcher,True,True
10,spacecraft,1,1518,1284,558;744;2478;1824,4,4,3,spacecraft;small_launcher;helicopter;ta-ta,spacecraft;small_launcher;helicopter;ta-ta,True,True
10,spacecraft,2,1518,1284,1038;1014;1998;1554,1,1,0,spacecraft,spacecraft,True,True
10,condor,1,2806,1620,1846;1080;3766;2160,3,3,2,condor;helicopter;small_tower,helicopter;small_tower,False,True
10,condor,2,2806,1890,2326;1620;3286;2160,1,1,0,condor,,False,True
10,jet_plane,1,2250,540,1290;0;3210;1080,2,2,1,jet_plane;small_launcher,jet_plane;small_launcher,True,True
10,jet_plane,2,2250,366,1770;96;2730;636,1,1,0,jet_plane,jet_plane,True,True
10,large_tower,1,2880,540,1920;0;3840;1080,3,3,2,large_launcher;jet_plane;large_tower,jet_plane;large_tower,True,True
