dataset,frame_index,class_name,track_primary_count,observation_top_count
hosted,7,medium_plane,0,0
hosted,7,mine_roller,0,0
hosted,7,small_launcher,0,0
hosted,7,small_plane,0,0
hosted,7,small_tower,0,0
hosted,7,ta-ta,0,0
hosted,7,tank,0,0
hosted,7,condor,0,0
hosted,7,jammer,1,0
hosted,7,spacecraft,0,0
hosted,8,hangar,0,0
hosted,8,helicopter,0,0
hosted,8,jet_plane,0,0
hosted,8,large_launcher,0,0
hosted,8,large_tower,0,0
hosted,8,medium_launcher,0,0
hosted,8,medium_plane,0,0
hosted,8,mine_roller,0,0
hosted,8,small_launcher,0,0
hosted,8,small_plane,0,0
hosted,8,small_tower,0,0
hosted,8,ta-ta,0,0
hosted,8,tank,0,0
hosted,8,condor,0,0
hosted,8,jammer,1,0
hosted,8,spacecraft,0,0
hosted,9,hangar,0,0
hosted,9,helicopter,0,0
hosted,9,jet_plane,0,0
hosted,9,large_launcher,0,0
hosted,9,large_tower,0,0
hosted,9,medium_launcher,0,0
hosted,9,medium_plane,0,0
hosted,9,mine_roller,0,0
hosted,9,small_launcher,1,1
hosted,9,small_plane,0,0
hosted,9,small_tower,0,0
hosted,9,ta-ta,0,0
hosted,9,tank,0,0
hosted,9,condor,0,0
hosted,9,jammer,0,0
hosted,9,spacecraft,0,0
hosted,10,hangar,0,0
hosted,10,helicopter,0,0
hosted,10,jet_plane,0,0
hosted,10,large_launcher,0,0
hosted,10,large_tower,0,0
hosted,10,medium_launcher,0,0
hosted,10,medium_plane,0,0
hosted,10,mine_roller,0,0
hosted,10,small_launcher,1,0
hosted,10,small_plane,0,0
hosted,10,small_tower,0,0
hosted,10,ta-ta,0,0
hosted,10,tank,0,0
hosted,10,condor,0,0
hosted,10,jammer,0,0
hosted,10,spacecraft,0,0
hosted,11,hangar,0,0
hosted,11,helicopter,0,0
hosted,11,jet_plane,0,0
hosted,11,large_launcher,0,0
hosted,11,large_tower,0,0
hosted,11,medium_launcher,0,0
hosted,11,medium_plane,0,0
hosted,11,mine_roller,0,0
hosted,11,small_launcher,1,0
hosted,11,small_plane,0,0
hosted,11,small_tower,0,0
hosted,11,ta-ta,0,0
hosted,11,tank,0,0
hosted,11,condor,0,0
hosted,11,jammer,1,1
hosted,11,spacecraft,0,0
hosted,12,hangar,0,0
hosted,12,helicopter,0,0
hosted,12,jet_plane,0,0
hosted,12,large_launcher,0,0
hosted,12,large_tower,0,0
hosted,12,medium_launcher,0,0
hosted,12,medium_plane,0,0
hosted,12,mine_roller,0,0
hosted,12,small_launcher,0,0
hosted,12,small_plane,0,0
hosted,12,small_tower,1,1
hosted,12,ta-ta,0,0
hosted,12,tank,0,0
hosted,12,condor,0,0
hosted,12,jammer,1,0
hosted,12,spacecraft,0,0
hosted,13,hangar,0,0
hosted,13,helicopter,0,0
hosted,13,jet_plane,0,0
hosted,13,large_launcher,1,1
hosted,13,large_tower,0,0
hosted,13,medium_launcher,0,0
hosted,13,medium_plane,0,0
hosted,13,mine_roller,0,0
hosted,13,small_launcher,0,0
hosted,13,small_plane,0,0
hosted,13,small_tower,1,0
hosted,13,ta-ta,0,0
hosted,13,tank,0,0
hosted,13,condor,0,0
hosted,13,jammer,1,0
hosted,13,spacecraft,0,0
hosted,14,hangar,0,0
hosted,14,helicopter,0,0
hosted,14,jet_plane,0,0
hosted,14,large_launcher,1,0
hosted,14,large_tower,0,0
hosted,14,medium_launcher,0,0
hosted,14,medium_plane,0,0
hosted,14,mine_roller,0,0
hosted,14,small_launcher,1,1
hosted,14,small_plane,0,0
hosted,14,small_tower,1,0
hosted,14,ta-ta,0,0
hosted,14,tank,0,0
hosted,14,condor,0,0
hosted,14,jammer,0,0
hosted,14,spacecraft,0,0
hosted,15,hangar,0,0
hosted,15,helicopter,0,0
hosted,15,jet_plane,0,0
hosted,15,large_launcher,1,0
hosted,15,large_tower,0,0
hosted,15,medium_launcher,0,0
hosted,15,medium_plane,0,0
hosted,15,mine_roller,0,0
hosted,15,small_launcher,1,0
hosted,15,small_plane,0,0
hosted,15,small_tower,0,0
hosted,15,ta-ta,0,0
hosted,15,tank,0,0
hosted,15,condor,0,0
hosted,15,jammer,0,0
hosted,15,spacecraft,0,0
hosted,16,hangar,0,0
hosted,16,helicopter,0,0
hosted,16,jet_plane,0,0
hosted,16,large_launcher,0,0
hosted,16,large_tower,0,0
hosted,16,medium_launcher,0,0
hosted,16,medium_plane,0,0
hosted,16,mine_roller,0,0
hosted,16,small_launcher,1,0
hosted,16,small_plane,0,0
hosted,16,small_tower,0,0
hosted,16,ta-ta,0,0
hosted,16,tank,0,0
hosted,16,condor,0,0
hosted,16,jammer,1,1
hosted,16,spacecraft,0,0
hosted,17,hangar,0,0
hosted,17,helicopter,0,0
hosted,17,jet_plane,0,0
hosted,17,large_launcher,0,0
hosted,17,large_tower,0,0
hosted,17,medium_launcher,0,0
hosted,17,medium_plane,0,0
hosted,17,mine_roller,0,0
hosted,17,small_launcher,1,1
hosted,17,small_plane,0,0
hosted,17,small_tower,0,0
hosted,17,ta-ta,0,0
hosted,17,tank,0,0
hosted,17,condor,0,0
hosted,17,jammer,1,0
hosted,17,spacecraft,0,0
hosted,18,hangar,0,0
hosted,18,helicopter,0,0
hosted,18,jet_plane,0,0
hosted,18,large_launcher,0,0
hosted,18,large_tower,0,0
hosted,18,medium_launcher,0,0
hosted,18,medium_plane,0,0
hosted,18,mine_roller,0,0
hosted,18,small_launcher,1,1
hosted,18,small_plane,0,0
hosted,18,small_tower,0,0
hosted,18,ta-ta,0,0
hosted,18,tank,0,0
hosted,18,condor,0,0
hosted,18,jammer,2,1
hosted,18,spacecraft,0,0
hosted,19,hangar,0,0
hosted,19,helicopter,0,0
hosted,19,jet_plane,0,0
hosted,19,large_launcher,0,0
hosted,19,large_tower,0,0
hosted,19,medium_launcher,0,0
hosted,19,medium_plane,0,0
hosted,19,mine_roller,0,0
hosted,19,small_launcher,1,1
hosted,19,small_plane,0,0
hosted,19,small_tower,0,0
hosted,19,ta-ta,0,0
hosted,19,tank,0,0
hosted,19,condor,0,0
hosted,19,jammer,1,0
hosted,19,spacecraft,0,0
hosted,20,hangar,0,0
hosted,20,helicopter,0,0
hosted,20,jet_plane,0,0
hosted,20,large_launcher,0,0
hosted,20,large_tower,0,0
hosted,20,medium_launcher,0,0
hosted,20,medium_plane,0,0
hosted,20,mine_roller,0,0
hosted,20,small_launcher,1,1
hosted,20,small_plane,0,0
hosted,20,small_tower,0,0
hosted,20,ta-ta,0,0
hosted,20,tank,0,0
hosted,20,condor,0,0
hosted,20,jammer,1,0
hosted,20,spacecraft,0,0
hosted,21,hangar,0,0
hosted,21,helicopter,0,0
hosted,21,jet_plane,0,0
hosted,21,large_launcher,0,0
hosted,21,large_tower,0,0
hosted,21,medium_launcher,0,0
hosted,21,medium_plane,0,0
hosted,21,mine_roller,0,0
hosted,21,small_launcher,1,1
hosted,21,small_plane,0,0
hosted,21,small_tower,0,0
hosted,21,ta-ta,0,0
hosted,21,tank,0,0
hosted,21,condor,0,0
hosted,21,jammer,0,0
hosted,21,spacecraft,0,0
hosted,22,hangar,0,0
hosted,22,helicopter,0,0
hosted,22,jet_plane,0,0
hosted,22,large_launcher,0,0
hosted,22,large_tower,0,0
hosted,22,medium_launcher,0,0
hosted,22,medium_plane,0,0
hosted,22,mine_roller,0,0
hosted,22,small_launcher,1,1
hosted,22,small_plane,0,0
hosted,22,small_tower,0,0
hosted,22,ta-ta,0,0
hosted,22,tank,0,0
hosted,22,condor,0,0
hosted,22,jammer,0,0
hosted,22,spacecraft,0,0
hosted,23,hangar,0,0
hosted,23,helicopter,0,0
hosted,23,jet_plane,0,0
hosted,23,large_launcher,0,0
hosted,23,large_tower,0,0
hosted,23,medium_launcher,0,0
hosted,23,medium_plane,0,0
hosted,23,mine_roller,0,0
hosted,23,small_launcher,1,0
hosted,23,small_plane,0,0
hosted,23,small_tower,0,0
hosted,23,ta-ta,0,0
hosted,23,tank,0,0
hosted,23,condor,0,0
hosted,23,jammer,0,1
hosted,23,spacecraft,0,0
hosted,24,hangar,0,0
hosted,24,helicopter,0,0
hosted,24,jet_plane,0,0
hosted,24,large_launcher,0,0
hosted,24,large_tower,0,0
hosted,24,medium_launcher,0,0
hosted,24,medium_plane,0,0
hosted,24,mine_roller,0,0
hosted,24,small_launcher,1,1
hosted,24,small_plane,0,0
hosted,24,small_tower,0,0
hosted,24,ta-ta,0,0
hosted,24,tank,0,0
hosted,24,condor,0,0
hosted,24,jammer,0,0
hosted,24,spacecraft,0,0
hosted,25,hangar,0,0
hosted,25,helicopter,0,0
hosted,25,jet_plane,1,1
hosted,25,large_launcher,0,0
hosted,25,large_tower,0,0
hosted,25,medium_launcher,0,0
hosted,25,medium_plane,0,0
hosted,25,mine_roller,0,0
hosted,25,small_launcher,1,1
hosted,25,small_plane,0,0
hosted,25,small_tower,0,0
hosted,25,ta-ta,0,0
hosted,25,tank,0,0
hosted,25,condor,0,0
hosted,25,jammer,0,0
hosted,25,spacecraft,0,0
hosted,26,hangar,0,0
hosted,26,helicopter,0,0
hosted,26,jet_plane,0,0
hosted,26,large_launcher,0,0
hosted,26,large_tower,1,1
hosted,26,medium_launcher,0,0
hosted,26,medium_plane,0,0
hosted,26,mine_roller,0,0
hosted,26,small_launcher,1,1
hosted,26,small_plane,0,0
hosted,26,small_tower,0,0
hosted,26,ta-ta,0,0
hosted,26,tank,0,0
hosted,26,condor,0,0
hosted,26,jammer,0,0
hosted,26,spacecraft,0,0
hosted,27,hangar,0,0
hosted,27,helicopter,0,0
hosted,27,jet_plane,0,0
hosted,27,large_launcher,0,0
hosted,27,large_tower,1,0
hosted,27,medium_launcher,0,0
hosted,27,medium_plane,0,0
hosted,27,mine_roller,0,0
hosted,27,small_launcher,1,1
hosted,27,small_plane,0,0
hosted,27,small_tower,1,1
hosted,27,ta-ta,0,0
hosted,27,tank,0,0
hosted,27,condor,0,0
hosted,27,jammer,0,0
hosted,27,spacecraft,0,0
hosted,28,hangar,0,0
hosted,28,helicopter,0,0
hosted,28,jet_plane,0,0
hosted,28,large_launcher,0,0
hosted,28,large_tower,1,0
hosted,28,medium_launcher,0,0
hosted,28,medium_plane,0,0
hosted,28,mine_roller,0,0
hosted,28,small_launcher,1,1
hosted,28,small_plane,0,0
hosted,28,small_tower,1,0
hosted,28,ta-ta,0,0
hosted,28,tank,0,0
hosted,28,condor,0,0
hosted,28,jammer,0,0
hosted,28,spacecraft,0,0
hosted,29,hangar,0,0
hosted,29,helicopter,0,0
hosted,29,jet_plane,0,0
hosted,29,large_launcher,0,0
hosted,29,large_tower,0,0
hosted,29,medium_launcher,0,0
hosted,29,medium_plane,0,0
hosted,29,mine_roller,0,0
hosted,29,small_launcher,1,0
hosted,29,small_plane,0,0
hosted,29,small_tower,1,0
hosted,29,ta-ta,0,0
hosted,29,tank,0,0
hosted,29,condor,0,0
hosted,29,jammer,0,1
hosted,29,spacecraft,0,0
hosted,30,hangar,0,0
hosted,30,helicopter,0,0
hosted,30,jet_plane,0,0
hosted,30,large_launcher,0,0
hosted,30,large_tower,0,0
hosted,30,medium_launcher,0,0
hosted,30,medium_plane,0,0
hosted,30,mine_roller,0,0
hosted,30,small_launcher,1,0
hosted,30,small_plane,0,0
hosted,30,small_tower,0,0
hosted,30,ta-ta,0,0
hosted,30,tank,0,0
hosted,30,condor,0,0
hosted,30,jammer,0,0
hosted,30,spacecraft,0,0
hosted,31,hangar,0,0
hosted,31,helicopter,0,0
hosted,31,jet_plane,0,0
hosted,31,large_launcher,0,0
hosted,31,large_tower,0,0
hosted,31,medium_launcher,0,0
hosted,31,medium_plane,0,0
hosted,31,mine_roller,0,0
hosted,31,small_launcher,1,0
hosted,31,small_plane,0,0
hosted,31,small_tower,0,0
hosted,31,ta-ta,0,0
hosted,31,tank,0,0
hosted,31,condor,0,0
hosted,31,jammer,0,0
hosted,31,spacecraft,0,0
hosted,32,hangar,0,0
hosted,32,helicopter,0,0
hosted,32,jet_plane,0,0
hosted,32,large_launcher,0,0
hosted,32,large_tower,0,0
hosted,32,medium_launcher,0,0
hosted,32,medium_plane,0,0
hosted,32,mine_roller,0,0
hosted,32,small_launcher,1,1
hosted,32,small_plane,0,0
hosted,32,small_tower,0,0
hosted,32,ta-ta,0,0
hosted,32,tank,0,0
hosted,32,condor,0,0
hosted,32,jammer,0,0
hosted,32,spacecraft,0,0
hosted,33,hangar,0,0
hosted,33,helicopter,0,0
hosted,33,jet_plane,0,0
hosted,33,large_launcher,0,0
hosted,33,large_tower,0,0
hosted,33,medium_launcher,0,0
hosted,33,medium_plane,0,0
hosted,33,mine_roller,0,0
hosted,33,small_launcher,1,0
hosted,33,small_plane,0,0
hosted,33,small_tower,0,0
hosted,33,ta-ta,0,0
hosted,33,tank,0,0
hosted,33,condor,0,0
hosted,33,jammer,0,1
hosted,33,spacecraft,0,0
hosted,34,hangar,0,0
hosted,34,helicopter,0,0
hosted,34,jet_plane,0,0
hosted,34,large_launcher,0,0
hosted,34,large_tower,0,0
hosted,34,medium_launcher,0,0
hosted,34,medium_plane,0,0
hosted,34,mine_roller,0,0
hosted,34,small_launcher,1,0
hosted,34,small_plane,0,0
hosted,34,small_tower,0,0
hosted,34,ta-ta,0,0
hosted,34,tank,0,0
hosted,34,condor,0,0
hosted,34,jammer,0,0
hosted,34,spacecraft,0,0
hosted,35,hangar,0,0
hosted,35,helicopter,0,0
hosted,35,jet_plane,1,1
hosted,35,large_launcher,0,0
hosted,35,large_tower,0,0
hosted,35,medium_launcher,0,0
hosted,35,medium_plane,0,0
hosted,35,mine_roller,0,0
hosted,35,small_launcher,1,0
hosted,35,small_plane,0,0
hosted,35,small_tower,0,0
hosted,35,ta-ta,0,0
hosted,35,tank,2,2
hosted,35,condor,0,0
hosted,35,jammer,0,0
hosted,35,spacecraft,0,0
hosted,36,hangar,0,0
hosted,36,helicopter,0,0
hosted,36,jet_plane,1,0
hosted,36,large_launcher,1,1
hosted,36,large_tower,0,0
hosted,36,medium_launcher,0,0
hosted,36,medium_plane,0,0
hosted,36,mine_roller,0,0
hosted,36,small_launcher,0,0
hosted,36,small_plane,0,0
hosted,36,small_tower,0,0
hosted,36,ta-ta,0,0
hosted,36,tank,2,0
hosted,36,condor,0,0
hosted,36,jammer,0,0
hosted,36,spacecraft,0,0
hosted,37,hangar,0,0
hosted,37,helicopter,0,0
hosted,37,jet_plane,1,0
hosted,37,large_launcher,1,0
hosted,37,large_tower,0,0
hosted,37,medium_launcher,0,0
hosted,37,medium_plane,0,0
hosted,37,mine_roller,0,0
hosted,37,small_launcher,1,2
hosted,37,small_plane,0,0
hosted,37,small_tower,0,0
hosted,37,ta-ta,0,0
hosted,37,tank,2,1
hosted,37,condor,0,0
hosted,37,jammer,0,0
hosted,37,spacecraft,0,0
hosted,38,hangar,0,0
hosted,38,helicopter,0,0
hosted,38,jet_plane,0,0
hosted,38,large_launcher,1,0
hosted,38,large_tower,0,0
hosted,38,medium_launcher,0,0
hosted,38,medium_plane,0,0
hosted,38,mine_roller,0,0
hosted,38,small_launcher,1,0
hosted,38,small_plane,0,0
hosted,38,small_tower,0,0
hosted,38,ta-ta,0,0
hosted,38,tank,1,0
hosted,38,condor,0,0
hosted,38,jammer,0,0
hosted,38,spacecraft,0,0
hosted,39,hangar,0,0
hosted,39,helicopter,0,0
hosted,39,jet_plane,0,0
hosted,39,large_launcher,1,0
hosted,39,large_tower,0,0
hosted,39,medium_launcher,0,0
hosted,39,medium_plane,0,0
hosted,39,mine_roller,0,0
hosted,39,small_launcher,1,0
hosted,39,small_plane,0,0
hosted,39,small_tower,0,0
hosted,39,ta-ta,0,0
hosted,39,tank,1,0
hosted,39,condor,0,0
hosted,39,jammer,0,0
hosted,39,spacecraft,0,0
hosted,40,hangar,0,0
hosted,40,helicopter,0,0
hosted,40,jet_plane,0,0
hosted,40,large_launcher,0,0
hosted,40,large_tower,0,0
hosted,40,medium_launcher,0,0
hosted,40,medium_plane,0,0
hosted,40,mine_roller,0,0
hosted,40,small_launcher,0,0
hosted,40,small_plane,0,0
hosted,40,small_tower,0,0
hosted,40,ta-ta,0,0
hosted,40,tank,0,0
hosted,40,condor,0,0
hosted,40,jammer,0,0
hosted,40,spacecraft,0,0
hosted,41,hangar,0,0
hosted,41,helicopter,0,0
hosted,41,jet_plane,0,0
hosted,41,large_launcher,0,0
hosted,41,large_tower,1,1
hosted,41,medium_launcher,0,0
hosted,41,medium_plane,0,0
hosted,41,mine_roller,0,0
hosted,41,small_launcher,0,0
hosted,41,small_plane,0,0
hosted,41,small_tower,0,0
hosted,41,ta-ta,0,0
hosted,41,tank,0,0
hosted,41,condor,0,0
hosted,41,jammer,1,1
hosted,41,spacecraft,1,1
hosted,42,hangar,0,0
hosted,42,helicopter,0,0
hosted,42,jet_plane,0,0
hosted,42,large_launcher,0,0
hosted,42,large_tower,0,0
hosted,42,medium_launcher,0,0
hosted,42,medium_plane,0,0
hosted,42,mine_roller,0,0
hosted,42,small_launcher,0,0
hosted,42,small_plane,0,0
hosted,42,small_tower,0,0
hosted,42,ta-ta,0,0
hosted,42,tank,2,2
hosted,42,condor,0,0
hosted,42,jammer,1,1
hosted,42,spacecraft,1,0
hosted,43,hangar,0,0
hosted,43,helicopter,0,0
hosted,43,jet_plane,0,0
hosted,43,large_launcher,0,0
hosted,43,large_tower,0,0
hosted,43,medium_launcher,0,0
hosted,43,medium_plane,0,0
hosted,43,mine_roller,0,0
hosted,43,small_launcher,0,0
hosted,43,small_plane,0,0
hosted,43,small_tower,0,0
hosted,43,ta-ta,0,0
hosted,43,tank,2,0
hosted,43,condor,0,0
hosted,43,jammer,1,0
hosted,43,spacecraft,2,2
hosted,44,hangar,0,0
hosted,44,helicopter,0,0
hosted,44,jet_plane,1,1
hosted,44,large_launcher,0,1
hosted,44,large_tower,0,0
hosted,44,medium_launcher,0,0
hosted,44,medium_plane,0,0
hosted,44,mine_roller,0,0
hosted,44,small_launcher,0,0
hosted,44,small_plane,0,0
hosted,44,small_tower,0,0
hosted,44,ta-ta,0,0
hosted,44,tank,1,0
hosted,44,condor,0,0
hosted,44,jammer,1,0
hosted,44,spacecraft,2,2
hosted,45,hangar,0,0
hosted,45,helicopter,0,0
hosted,45,jet_plane,1,0
hosted,45,large_launcher,0,0
hosted,45,large_tower,0,0
hosted,45,medium_launcher,0,0
hosted,45,medium_plane,0,0
hosted,45,mine_roller,0,0
hosted,45,small_launcher,0,0
hosted,45,small_plane,0,0
hosted,45,small_tower,0,0
hosted,45,ta-ta,1,1
hosted,45,tank,1,0
hosted,45,condor,0,0
hosted,45,jammer,1,2
hosted,45,spacecraft,2,1
hosted,46,hangar,0,0
hosted,46,helicopter,0,0
hosted,46,jet_plane,1,0
hosted,46,large_launcher,0,1
hosted,46,large_tower,0,0
hosted,46,medium_launcher,0,0
hosted,46,medium_plane,0,0
hosted,46,mine_roller,0,0
hosted,46,small_launcher,0,0
hosted,46,small_plane,0,0
hosted,46,small_tower,0,0
hosted,46,ta-ta,0,0
hosted,46,tank,1,0
hosted,46,condor,0,0
hosted,46,jammer,1,0
hosted,46,spacecraft,2,2
hosted,47,hangar,0,0
hosted,47,helicopter,0,0
hosted,47,jet_plane,0,0
hosted,47,large_launcher,0,0
hosted,47,large_tower,0,0
hosted,47,medium_launcher,0,0
hosted,47,medium_plane,0,0
hosted,47,mine_roller,0,0
hosted,47,small_launcher,0,0
hosted,47,small_plane,0,0
hosted,47,small_tower,0,0
hosted,47,ta-ta,0,1
hosted,47,tank,1,0
hosted,47,condor,0,0
hosted,47,jammer,1,1
hosted,47,spacecraft,2,0
hosted,48,hangar,0,0
hosted,48,helicopter,0,0
hosted,48,jet_plane,1,1
hosted,48,large_launcher,0,0
hosted,48,large_tower,0,0
hosted,48,medium_launcher,0,0
hosted,48,medium_plane,0,0
hosted,48,mine_roller,0,0
hosted,48,small_launcher,0,0
hosted,48,small_plane,0,0
hosted,48,small_tower,0,0
hosted,48,ta-ta,0,2
hosted,48,tank,1,1
hosted,48,condor,0,0
hosted,48,jammer,1,0
hosted,48,spacecraft,2,1
hosted,49,hangar,0,0
hosted,49,helicopter,0,0
hosted,49,jet_plane,1,1
hosted,49,large_launcher,0,0
hosted,49,large_tower,0,0
hosted,49,medium_launcher,0,0
hosted,49,medium_plane,0,0
hosted,49,mine_roller,0,0
hosted,49,small_launcher,0,0
hosted,49,small_plane,0,0
hosted,49,small_tower,0,0
hosted,49,ta-ta,0,0
hosted,49,tank,1,0
hosted,49,condor,0,0
hosted,49,jammer,2,2
hosted,49,spacecraft,2,2
hosted,50,hangar,0,0
hosted,50,helicopter,0,0
hosted,50,jet_plane,1,0
hosted,50,large_launcher,0,1
hosted,50,large_tower,0,1
hosted,50,medium_launcher,0,0
hosted,50,medium_plane,0,0
hosted,50,mine_roller,0,0
hosted,50,small_launcher,0,0
hosted,50,small_plane,0,0
hosted,50,small_tower,0,0
hosted,50,ta-ta,0,0
hosted,50,tank,1,0
hosted,50,condor,0,0
hosted,50,jammer,3,1
hosted,50,spacecraft,2,0
hosted,51,hangar,0,0
hosted,51,helicopter,0,0
hosted,51,jet_plane,1,0
hosted,51,large_launcher,0,0
hosted,51,large_tower,0,0
hosted,51,medium_launcher,0,0
hosted,51,medium_plane,0,0
hosted,51,mine_roller,0,0
hosted,51,small_launcher,0,0
hosted,51,small_plane,0,0
hosted,51,small_tower,0,0
hosted,51,ta-ta,0,0
hosted,51,tank,0,0
hosted,51,condor,0,0
hosted,51,jammer,3,1
hosted,51,spacecraft,2,1
hosted,52,hangar,0,0
hosted,52,helicopter,0,0
hosted,52,jet_plane,1,0
hosted,52,large_launcher,0,0
hosted,52,large_tower,0,0
hosted,52,medium_launcher,0,0
hosted,52,medium_plane,0,0
hosted,52,mine_roller,0,0
hosted,52,small_launcher,0,0
hosted,52,small_plane,0,0
hosted,52,small_tower,0,0
hosted,52,ta-ta,0,1
hosted,52,tank,0,0
hosted,52,condor,0,0
hosted,52,jammer,2,0
hosted,52,spacecraft,2,1
hosted,53,hangar,0,0
hosted,53,helicopter,0,0
hosted,53,jet_plane,0,0
hosted,53,large_launcher,0,0
hosted,53,large_tower,0,0
hosted,53,medium_launcher,0,0
hosted,53,medium_plane,0,0
hosted,53,mine_roller,0,0
hosted,53,small_launcher,0,0
hosted,53,small_plane,0,0
hosted,53,small_tower,0,0
hosted,53,ta-ta,0,0
hosted,53,tank,0,0
hosted,53,condor,0,0
hosted,53,jammer,1,1
hosted,53,spacecraft,3,2
hosted,54,hangar,0,0
hosted,54,helicopter,0,0
hosted,54,jet_plane,0,0
hosted,54,large_launcher,0,0
hosted,54,large_tower,0,0
hosted,54,medium_launcher,0,0
hosted,54,medium_plane,0,0
hosted,54,mine_roller,0,0
hosted,54,small_launcher,0,0
hosted,54,small_plane,0,0
hosted,54,small_tower,0,0
hosted,54,ta-ta,0,1
hosted,54,tank,0,0
hosted,54,condor,0,0
hosted,54,jammer,1,0
hosted,54,spacecraft,3,1
hosted,55,hangar,0,0
hosted,55,helicopter,0,0
hosted,55,jet_plane,0,0
hosted,55,large_launcher,0,0
hosted,55,large_tower,1,1
hosted,55,medium_launcher,0,0
hosted,55,medium_plane,0,0
hosted,55,mine_roller,0,0
hosted,55,small_launcher,0,0
hosted,55,small_plane,0,0
hosted,55,small_tower,0,0
hosted,55,ta-ta,0,1
hosted,55,tank,0,0
hosted,55,condor,0,0
hosted,55,jammer,1,1
hosted,55,spacecraft,3,0
hosted,56,hangar,0,0
hosted,56,helicopter,0,0
hosted,56,jet_plane,0,0
hosted,56,large_launcher,0,0
hosted,56,large_tower,2,1
hosted,56,medium_launcher,0,0
hosted,56,medium_plane,0,0
hosted,56,mine_roller,0,0
hosted,56,small_launcher,0,0
hosted,56,small_plane,0,0
hosted,56,small_tower,0,0
hosted,56,ta-ta,0,1
hosted,56,tank,0,0
hosted,56,condor,0,0
hosted,56,jammer,1,1
hosted,56,spacecraft,2,0
hosted,57,hangar,0,0
hosted,57,helicopter,0,0
hosted,57,jet_plane,0,0
hosted,57,large_launcher,0,0
hosted,57,large_tower,2,1
hosted,57,medium_launcher,0,0
hosted,57,medium_plane,0,0
hosted,57,mine_roller,0,0
hosted,57,small_launcher,1,1
hosted,57,small_plane,0,0
hosted,57,small_tower,0,0
hosted,57,ta-ta,0,1
hosted,57,tank,0,0
hosted,57,condor,0,0
hosted,57,jammer,1,1
hosted,57,spacecraft,3,1
hosted,58,hangar,0,0
hosted,58,helicopter,0,0
hosted,58,jet_plane,0,0
hosted,58,large_launcher,0,0
hosted,58,large_tower,2,0
hosted,58,medium_launcher,0,0
