dataset,frame_index,observation_ordinal,source,top_index,top_class,top_posterior,quality,level,x1_source,y1_source,x2_source,y2_source,width_px_source,height_px_source,short_side_px_source
hosted,35,0,yolo,12,tank,0.2003,0.3843,0,2149.6,265.2,2201.2,318.9,51.59999999999991,53.69999999999999,51.59999999999991
hosted,35,1,yolo,12,tank,0.1357,0.3029,0,2183.5,239.2,2232.3,279.5,48.80000000000018,40.30000000000001,40.30000000000001
hosted,35,2,yolo,2,jet_plane,0.3265,0.3957,0,1799.1,127.4,1904.0,215.1,104.90000000000009,87.69999999999999,87.69999999999999
hosted,36,0,yolo,3,large_launcher,0.1612,0.3774,0,1661.3,317.6,1726.5,380.9,65.20000000000005,63.299999999999955,63.299999999999955
hosted,37,0,yolo,8,small_launcher,0.1766,0.3723,0,1110.2,1784.7,1182.5,1861.0,72.29999999999995,76.29999999999995,72.29999999999995
hosted,37,1,yolo,8,small_launcher,0.1381,0.3495,0,1667.1,377.8,1720.3,438.3,53.200000000000045,60.5,53.200000000000045
hosted,37,2,yolo,12,tank,0.2591,0.3917,0,2201.3,447.0,2292.4,514.1,91.09999999999991,67.10000000000002,67.10000000000002
hosted,41,0,yolo,14,jammer,0.2372,0.3519,0,1660.8,619.1,1720.4,676.0,59.600000000000136,56.89999999999998,56.89999999999998
hosted,41,1,yolo,15,spacecraft,0.2278,0.4054,0,1077.0,24.4,1135.1,76.3,58.09999999999991,51.9,51.9
hosted,41,2,yolo,4,large_tower,0.1605,0.3534,0,2158.2,618.5,2214.4,671.8,56.20000000000027,53.299999999999955,53.299999999999955
hosted,42,0,yolo,14,jammer,0.2788,0.3843,0,1663.4,680.6,1719.1,737.4,55.69999999999982,56.799999999999955,55.69999999999982
hosted,42,1,yolo,12,tank,0.2164,0.4205,0,2156.4,676.5,2217.5,733.5,61.09999999999991,57.0,57.0
hosted,42,2,yolo,12,tank,0.231,0.4377,0,2307.9,2016.5,2386.8,2099.2,78.90000000000009,82.69999999999982,78.90000000000009
hosted,43,0,yolo,15,spacecraft,0.217,0.4085,0,1058.5,123.0,1128.0,191.0,69.5,68.0,68.0
hosted,43,1,yolo,15,spacecraft,0.3243,0.5367,0,1062.3,229.0,1109.9,287.9,47.600000000000136,58.89999999999998,47.600000000000136
hosted,44,0,yolo,15,spacecraft,0.2215,0.3678,0,1056.3,180.6,1120.3,243.0,64.0,62.400000000000006,62.400000000000006
hosted,44,1,yolo,15,spacecraft,0.303,0.5285,0,1056.9,291.5,1099.0,341.3,42.09999999999991,49.80000000000001,42.09999999999991
hosted,44,2,yolo,2,jet_plane,0.2801,0.4061,0,1343.4,124.1,1413.7,182.4,70.29999999999995,58.30000000000001,58.30000000000001
hosted,44,3,yolo,3,large_launcher,0.1916,0.3452,0,2159.9,799.8,2227.5,859.5,67.59999999999991,59.700000000000045,59.700000000000045
hosted,45,0,yolo,11,ta-ta,0.3697,0.4468,0,2260.1,2050.0,2333.7,2107.7,73.59999999999991,57.69999999999982,57.69999999999982
hosted,45,1,yolo,15,spacecraft,0.2441,0.3526,0,1055.8,238.6,1114.2,295.8,58.40000000000009,57.20000000000002,57.20000000000002
hosted,45,2,yolo,14,jammer,0.2354,0.4484,0,1648.7,871.4,1715.2,929.1,66.5,57.700000000000045,57.700000000000045
hosted,45,3,yolo,14,jammer,0.2026,0.3857,0,2159.1,867.5,2227.3,921.9,68.20000000000027,54.39999999999998,54.39999999999998
hosted,46,0,yolo,15,spacecraft,0.2548,0.4401,0,1047.4,296.1,1107.9,353.8,60.5,57.69999999999999,57.69999999999999
hosted,46,1,yolo,3,large_launcher,0.1653,0.4037,0,1644.5,937.2,1715.1,994.1,70.59999999999991,56.89999999999998,56.89999999999998
hosted,46,2,yolo,15,spacecraft,0.2858,0.5183,0,1039.2,404.9,1086.8,467.3,47.59999999999991,62.400000000000034,47.59999999999991
hosted,47,0,yolo,11,ta-ta,0.2431,0.4333,0,1033.4,349.7,1104.3,414.9,70.89999999999986,65.19999999999999,65.19999999999999
hosted,47,1,yolo,14,jammer,0.2714,0.4109,0,1644.9,1003.4,1713.3,1060.0,68.39999999999986,56.60000000000002,56.60000000000002
hosted,48,0,yolo,2,jet_plane,0.2766,0.4046,0,1321.8,340.2,1401.8,406.6,80.0,66.40000000000003,66.40000000000003
hosted,48,1,yolo,11,ta-ta,0.3843,0.3704,0,1651.2,1074.6,1708.4,1126.7,57.200000000000045,52.100000000000136,52.100000000000136
hosted,48,2,yolo,15,spacecraft,0.2943,0.4767,0,1023.1,514.6,1078.4,572.3,55.30000000000007,57.69999999999993,55.30000000000007
hosted,48,3,yolo,11,ta-ta,0.2131,0.4084,0,1032.0,407.2,1099.8,469.0,67.79999999999995,61.80000000000001,61.80000000000001
hosted,48,4,yolo,12,tank,0.2036,0.3686,0,2277.3,1146.4,2324.6,1201.8,47.29999999999973,55.399999999999864,47.29999999999973
hosted,49,0,yolo,15,spacecraft,0.1667,0.378,0,1030.4,466.4,1097.0,526.6,66.59999999999991,60.200000000000045,60.200000000000045
hosted,49,1,yolo,2,jet_plane,0.1899,0.3475,0,1323.7,399.0,1399.3,464.5,75.59999999999991,65.5,65.5
hosted,49,2,yolo,15,spacecraft,0.3148,0.5712,0,1025.9,577.6,1068.9,630.5,43.0,52.89999999999998,43.0
hosted,49,3,yolo,14,jammer,0.1886,0.3463,0,1844.6,131.6,1913.0,195.3,68.40000000000009,63.70000000000002,63.70000000000002
hosted,49,4,yolo,14,jammer,0.2933,0.3578,0,1651.3,1141.3,1708.5,1197.0,57.200000000000045,55.700000000000045,55.700000000000045
hosted,50,0,yolo,14,jammer,0.2103,0.4106,0,2175.2,1198.3,2230.3,1257.1,55.100000000000364,58.799999999999955,55.100000000000364
hosted,50,1,yolo,3,large_launcher,0.171,0.3679,0,983.5,516.3,1092.0,596.4,108.5,80.10000000000002,80.10000000000002
hosted,50,2,yolo,4,large_tower,0.268,0.3528,0,1300.7,459.8,1398.0,530.7,97.29999999999995,70.90000000000003,70.90000000000003
hosted,51,0,yolo,14,jammer,0.2847,0.4419,0,1637.1,1274.8,1704.6,1340.1,67.5,65.29999999999995,65.29999999999995
hosted,51,1,yolo,15,spacecraft,0.2723,0.4273,0,1007.4,704.6,1055.8,760.9,48.39999999999998,56.299999999999955,48.39999999999998
hosted,52,0,yolo,15,spacecraft,0.2432,0.4188,0,1003.1,773.1,1047.3,820.8,44.19999999999993,47.69999999999993,44.19999999999993
hosted,52,1,yolo,11,ta-ta,0.2069,0.3546,0,1012.2,650.0,1073.8,709.9,61.59999999999991,59.89999999999998,59.89999999999998
hosted,53,0,yolo,15,spacecraft,0.2911,0.5291,0,993.0,836.4,1044.8,891.7,51.799999999999955,55.30000000000007,51.799999999999955
hosted,53,1,yolo,14,jammer,0.5472,0.6528,0,1634.3,1421.3,1694.8,1481.5,60.5,60.200000000000045,60.200000000000045
hosted,53,2,yolo,15,spacecraft,0.2597,0.376,0,1273.7,55.7,1323.5,107.6,49.799999999999955,51.89999999999999,49.799999999999955
hosted,54,0,yolo,11,ta-ta,0.1635,0.3556,0,1001.3,768.3,1068.5,836.0,67.20000000000005,67.70000000000005,67.20000000000005
hosted,54,1,yolo,15,spacecraft,0.2328,0.469,0,993.2,906.3,1044.5,949.5,51.299999999999955,43.200000000000045,43.200000000000045
hosted,55,0,yolo,14,jammer,0.4342,0.591,0,1628.8,1563.4,1692.9,1630.5,64.10000000000014,67.09999999999991,64.10000000000014
hosted,55,1,yolo,4,large_tower,0.3497,0.4609,0,1286.3,766.1,1371.8,828.7,85.5,62.60000000000002,62.60000000000002
hosted,55,2,yolo,11,ta-ta,0.2115,0.4001,0,993.3,831.6,1056.8,898.0,63.5,66.39999999999998,63.5
hosted,56,0,yolo,11,ta-ta,0.2144,0.3883,0,986.8,897.4,1049.5,962.9,62.700000000000045,65.5,62.700000000000045
hosted,56,1,yolo,14,jammer,0.3228,0.5519,0,1625.3,1640.9,1690.7,1708.1,65.40000000000009,67.19999999999982,65.40000000000009
hosted,56,2,yolo,4,large_tower,0.1616,0.3178,0,2184.4,1642.1,2249.3,1697.5,64.90000000000009,55.40000000000009,55.40000000000009
hosted,57,0,yolo,8,small_launcher,0.2045,0.363,0,985.4,232.5,1041.2,287.7,55.80000000000007,55.19999999999999,55.19999999999999
hosted,57,1,yolo,14,jammer,0.3374,0.4461,0,1624.4,1719.7,1692.5,1784.9,68.09999999999991,65.20000000000005,65.20000000000005
hosted,57,2,yolo,11,ta-ta,0.3461,0.476,0,968.4,1087.6,1017.2,1146.3,48.80000000000007,58.700000000000045,48.80000000000007
hosted,57,3,yolo,4,large_tower,0.251,0.3436,0,1272.1,891.7,1372.4,965.1,100.30000000000018,73.39999999999998,73.39999999999998
hosted,57,4,yolo,15,spacecraft,0.3917,0.5512,0,1252.1,273.9,1304.3,332.5,52.200000000000045,58.60000000000002,52.200000000000045
hosted,58,0,yolo,14,jammer,0.4051,0.6008,0,1627.1,1801.0,1692.8,1862.8,65.70000000000005,61.799999999999955,61.799999999999955
hosted,58,1,yolo,11,ta-ta,0.2908,0.5193,0,973.3,1027.2,1043.5,1094.5,70.20000000000005,67.29999999999995,67.29999999999995
hosted,58,2,yolo,15,spacecraft,0.349,0.5176,0,1248.4,330.4,1306.4,392.6,58.0,62.200000000000045,58.0
hosted,59,0,yolo,14,jammer,0.3194,0.5074,0,1620.2,1876.9,1692.2,1943.7,72.0,66.79999999999995,66.79999999999995
hosted,60,0,yolo,14,jammer,0.5596,0.5432,0,1622.3,1965.9,1686.1,2027.0,63.799999999999955,61.09999999999991,61.09999999999991
hosted,61,0,yolo,14,jammer,0.5551,0.4995,0,1623.4,2045.4,1681.7,2102.5,58.299999999999955,57.09999999999991,57.09999999999991
hosted,61,1,yolo,15,spacecraft,0.1984,0.3468,0,949.1,1233.8,1018.7,1305.8,69.60000000000002,72.0,69.60000000000002
hosted,62,0,yolo,15,spacecraft,0.2086,0.3768,0,940.1,1302.7,1013.3,1373.5,73.19999999999993,70.79999999999995,70.79999999999995
hosted,64,0,yolo,2,jet_plane,0.4454,0.5586,0,1231.7,1366.7,1341.4,1448.5,109.70000000000005,81.79999999999995,81.79999999999995
hosted,65,0,yolo,14,jammer,0.1918,0.3954,0,1815.4,1283.8,1895.9,1355.9,80.5,72.10000000000014,72.10000000000014
hosted,65,1,yolo,11,ta-ta,0.2306,0.4407,0,917.8,1519.3,992.6,1588.1,74.80000000000007,68.79999999999995,68.79999999999995
hosted,67,0,yolo,8,small_launcher,0.1974,0.3715,0,1199.0,882.7,1260.4,946.0,61.40000000000009,63.299999999999955,61.40000000000009
hosted,67,1,yolo,2,jet_plane,0.3886,0.4402,0,1227.6,1593.9,1324.4,1670.4,96.80000000000018,76.5,76.5
hosted,69,0,yolo,15,spacecraft,0.2395,0.375,0,1187.5,1005.5,1251.7,1078.3,64.20000000000005,72.79999999999995,64.20000000000005
hosted,69,1,yolo,3,large_launcher,0.3096,0.5442,0,1805.9,1568.3,1889.6,1647.8,83.69999999999982,79.5,79.5
hosted,70,0,yolo,15,spacecraft,0.1661,0.3719,0,1187.0,1074.8,1246.8,1146.6,59.799999999999955,71.79999999999995,59.799999999999955
hosted,71,0,yolo,15,spacecraft,0.2359,0.4322,0,1179.1,1143.9,1242.4,1221.2,63.30000000000018,77.29999999999995,63.30000000000018
hosted,72,0,yolo,15,spacecraft,0.2041,0.3484,0,1163.6,1216.8,1238.0,1291.5,74.40000000000009,74.70000000000005,74.40000000000009
hosted,73,0,yolo,15,spacecraft,0.2495,0.3529,0,1159.1,1284.0,1231.1,1358.8,72.0,74.79999999999995,72.0
hosted,75,0,yolo,14,jammer,0.2095,0.3572,0,853.4,1363.9,919.5,1429.1,66.10000000000002,65.19999999999982,65.19999999999982
hosted,76,0,yolo,14,jammer,0.1755,0.3418,0,846.9,1439.3,916.6,1505.2,69.70000000000005,65.90000000000009,65.90000000000009
hosted,79,0,yolo,14,jammer,0.3124,0.4426,0,2187.0,1307.6,2254.5,1374.0,67.5,66.40000000000009,66.40000000000009
hosted,80,0,yolo,15,spacecraft,0.2288,0.4818,0,1123.3,1801.9,1194.1,1887.2,70.79999999999995,85.29999999999995,70.79999999999995
hosted,86,0,yolo,11,ta-ta,0.3122,0.4441,0,3645.9,2042.0,3707.1,2108.0,61.19999999999982,66.0,61.19999999999982
hosted,88,0,yolo,11,ta-ta,0.2801,0.3084,0,467.8,55.7,532.1,117.3,64.30000000000001,61.599999999999994,61.599999999999994
hosted,95,0,yolo,3,large_launcher,0.2078,0.366,0,2823.7,405.3,2866.4,457.3,42.70000000000027,52.0,42.70000000000027
hosted,97,0,yolo,3,large_launcher,0.1739,0.3163,0,2824.5,522.0,2880.3,559.9,55.80000000000018,37.89999999999998,37.89999999999998
hosted,98,0,yolo,10,small_tower,0.2351,0.3594,0,2834.0,580.8,2886.3,627.0,52.30000000000018,46.200000000000045,46.200000000000045
hosted,99,0,yolo,15,spacecraft,0.1871,0.3184,0,2848.9,636.4,2891.6,687.2,42.69999999999982,50.80000000000007,42.69999999999982
hosted,100,0,yolo,11,ta-ta,0.2081,0.3486,0,1814.7,492.6,1904.4,566.0,89.70000000000005,73.39999999999998,73.39999999999998
hosted,101,0,yolo,11,ta-ta,0.4132,0.4941,0,1837.6,560.3,1883.3,622.1,45.700000000000045,61.80000000000007,45.700000000000045
hosted,102,0,yolo,11,ta-ta,0.5611,0.5517,0,1836.3,615.4,1887.6,686.7,51.299999999999955,71.30000000000007,51.299999999999955
hosted,102,1,yolo,14,jammer,0.3341,0.4457,0,1808.3,606.8,1911.0,688.0,102.70000000000005,81.20000000000005,81.20000000000005
hosted,102,2,yolo,12,tank,0.2377,0.4003,0,2952.5,858.1,3023.4,922.9,70.90000000000009,64.79999999999995,64.79999999999995
hosted,103,0,yolo,11,ta-ta,0.307,0.4174,0,1833.2,677.3,1882.8,749.9,49.59999999999991,72.60000000000002,49.59999999999991
hosted,104,0,yolo,11,ta-ta,0.3358,0.5191,0,1832.0,738.0,1881.9,814.4,49.90000000000009,76.39999999999998,49.90000000000009
hosted,105,0,yolo,11,ta-ta,0.3221,0.5218,0,1829.7,801.9,1879.5,877.2,49.799999999999955,75.30000000000007,49.799999999999955
hosted,106,0,yolo,11,ta-ta,0.295,0.3685,0,1833.5,871.6,1880.3,942.6,46.799999999999955,71.0,46.799999999999955
hosted,107,0,yolo,11,ta-ta,0.3872,0.463,0,1832.9,936.8,1880.8,1009.7,47.899999999999864,72.90000000000009,47.899999999999864
hosted,108,0,yolo,10,small_tower,0.1689,0.2995,0,2906.4,1233.2,2953.7,1286.8,47.29999999999973,53.59999999999991,47.29999999999973
hosted,110,0,yolo,11,ta-ta,0.3744,0.4725,0,1825.1,1145.1,1878.6,1212.3,53.5,67.20000000000005,53.5
hosted,114,0,yolo,11,ta-ta,0.2588,0.3909,0,1825.5,1433.4,1878.8,1502.5,53.299999999999955,69.09999999999991,53.299999999999955
hosted,115,0,yolo,15,spacecraft,0.3383,0.4343,0,1397.0,135.2,1449.9,181.6,52.90000000000009,46.400000000000006,46.400000000000006
hosted,145,0,yolo,14,jammer,0.1974,0.3622,0,2823.7,1853.4,2888.9,1920.8,65.20000000000027,67.39999999999986,65.20000000000027
hosted,146,0,yolo,15,spacecraft,0.1845,0.2889,0,2831.4,1932.4,2898.1,2001.0,66.69999999999982,68.59999999999991,66.69999999999982
hosted,159,0,yolo,15,spacecraft,0.1433,0.281,0,2058.8,911.7,2118.9,970.9,60.09999999999991,59.19999999999993,59.19999999999993
hosted,160,0,yolo,15,spacecraft,0.1648,0.3259,0,2061.1,980.7,2120.1,1036.3,59.0,55.59999999999991,55.59999999999991
hosted,161,0,yolo,11,ta-ta,0.1897,0.3545,0,2062.4,1043.8,2124.6,1103.1,62.19999999999982,59.299999999999955,59.299999999999955
hosted,168,0,yolo,15,spacecraft,0.1556,0.3002,0,2068.1,1546.1,2134.3,1605.0,66.20000000000027,58.90000000000009,58.90000000000009
hosted,173,0,yolo,14,jammer,0.3572,0.4968,0,1159.8,1093.6,1207.4,1152.4,47.600000000000136,58.80000000000018,47.600000000000136
hosted,179,0,yolo,14,jammer,0.308,0.4292,0,1125.4,1530.1,1177.7,1588.6,52.299999999999955,58.5,52.299999999999955
hosted,186,0,yolo,11,ta-ta,0.5152,0.5242,0,1510.6,260.8,1562.2,311.3,51.600000000000136,50.5,50.5
hosted,187,0,yolo,11,ta-ta,0.4338,0.4587,0,1505.4,317.0,1556.4,369.3,51.0,52.30000000000001,51.0
hosted,190,0,yolo,14,jammer,0.5077,0.4909,0,1489.1,492.5,1555.7,544.1,66.60000000000014,51.60000000000002,51.60000000000002
hosted,191,0,yolo,14,jammer,0.3414,0.4561,0,1487.0,552.1,1554.1,607.2,67.09999999999991,55.10000000000002,55.10000000000002
hosted,192,0,yolo,14,jammer,0.401,0.4213,0,1485.3,613.7,1550.3,668.6,65.0,54.89999999999998,54.89999999999998
hosted,193,0,yolo,11,ta-ta,0.4386,0.4253,0,1485.3,672.8,1542.9,728.2,57.600000000000136,55.40000000000009,55.40000000000009
hosted,194,0,yolo,11,ta-ta,0.4431,0.4274,0,1484.2,735.3,1536.4,789.7,52.200000000000045,54.40000000000009,52.200000000000045
hosted,195,0,yolo,11,ta-ta,0.3678,0.3632,0,1478.5,796.9,1535.1,855.2,56.59999999999991,58.30000000000007,56.59999999999991
hosted,196,0,yolo,11,ta-ta,0.4262,0.4255,0,1479.8,864.3,1534.7,918.4,54.90000000000009,54.10000000000002,54.10000000000002
hosted,197,0,yolo,11,ta-ta,0.4209,0.4002,0,1475.8,928.1,1533.2,985.8,57.40000000000009,57.69999999999993,57.40000000000009
hosted,198,0,yolo,14,jammer,0.3898,0.3816,0,1470.6,996.5,1529.5,1052.0,58.90000000000009,55.5,55.5
hosted,199,0,yolo,11,ta-ta,0.3968,0.3794,0,1464.9,1064.9,1523.8,1116.9,58.899999999999864,52.0,52.0
hosted,200,0,yolo,14,jammer,0.387,0.3999,0,1459.3,1131.5,1525.7,1184.4,66.40000000000009,52.90000000000009,52.90000000000009
hosted,201,0,yolo,11,ta-ta,0.3553,0.3752,0,1456.2,1196.8,1524.1,1250.7,67.89999999999986,53.90000000000009,53.90000000000009
hosted,203,0,yolo,11,ta-ta,0.366,0.3528,0,1453.7,1341.5,1512.7,1396.7,59.0,55.200000000000045,55.200000000000045
hosted,204,0,yolo,14,jammer,0.3793,0.3885,0,1451.7,1409.2,1511.3,1470.7,59.59999999999991,61.5,59.59999999999991
hosted,205,0,yolo,11,ta-ta,0.4559,0.4819,0,1447.3,1490.2,1507.8,1546.1,60.5,55.899999999999864,55.899999999999864
hosted,206,0,yolo,14,jammer,0.37,0.3572,0,1445.3,1558.3,1503.8,1620.9,58.5,62.600000000000136,58.5
hosted,207,0,yolo,14,jammer,0.3987,0.4166,0,1434.5,1638.0,1503.3,1698.1,68.79999999999995,60.09999999999991,60.09999999999991
hosted,208,0,yolo,11,ta-ta,0.4405,0.4651,0,1435.0,1719.3,1495.2,1770.8,60.200000000000045,51.5,51.5
hosted,209,0,yolo,14,jammer,0.3518,0.374,0,1428.4,1791.6,1495.5,1852.6,67.09999999999991,61.0,61.0
hosted,209,1,yolo,14,jammer,0.2658,0.4078,0,2317.3,473.9,2396.9,543.3,79.59999999999991,69.39999999999998,69.39999999999998
hosted,210,0,yolo,11,ta-ta,0.3854,0.377,0,1427.9,1875.0,1491.8,1931.0,63.899999999999864,56.0,56.0
hosted,210,1,yolo,14,jammer,0.2323,0.3518,0,2319.5,532.8,2399.7,604.3,80.19999999999982,71.5,71.5
hosted,211,0,yolo,14,jammer,0.4018,0.4045,0,1423.4,1955.3,1490.1,2014.5,66.69999999999982,59.200000000000045,59.200000000000045
hosted,213,0,yolo,14,jammer,0.4135,0.5967,0,1823.7,1017.2,1884.0,1081.7,60.299999999999955,64.5,60.299999999999955
hosted,220,0,yolo,14,jammer,0.3749,0.4909,0,1817.1,1513.4,1878.8,1578.4,61.700000000000045,65.0,61.700000000000045
hosted,222,0,yolo,14,jammer,0.4262,0.5328,0,1816.5,1662.0,1880.9,1729.7,64.40000000000009,67.70000000000005,64.40000000000009
hosted,223,0,yolo,14,jammer,0.422,0.5739,0,1814.7,1740.9,1879.2,1807.5,64.5,66.59999999999991,64.5
hosted,224,0,yolo,14,jammer,0.3855,0.5381,0,1813.5,1817.1,1884.1,1889.8,70.59999999999991,72.70000000000005,70.59999999999991
hosted,225,0,yolo,14,jammer,0.3763,0.4845,0,1814.2,1899.4,1878.2,1966.5,64.0,67.09999999999991,64.0
hosted,226,0,yolo,14,jammer,0.4221,0.5259,0,1813.6,1978.7,1880.4,2047.6,66.80000000000018,68.89999999999986,66.80000000000018
hosted,227,0,yolo,14,jammer,0.3478,0.4417,0,1812.5,2059.9,1881.9,2128.6,69.40000000000009,68.69999999999982,68.69999999999982
hosted,241,0,yolo,8,small_launcher,0.2782,0.4111,0,2129.7,181.5,2180.4,238.1,50.70000000000027,56.599999999999994,50.70000000000027
hosted,244,0,yolo,14,jammer,0.1832,0.3583,0,2468.8,1166.4,2540.5,1239.9,71.69999999999982,73.5,71.69999999999982
hosted,245,0,yolo,8,small_launcher,0.2821,0.4,0,2133.2,407.8,2187.0,464.6,53.80000000000018,56.80000000000001,53.80000000000018
hosted,246,0,yolo,8,small_launcher,0.27,0.4054,0,2134.7,469.0,2189.0,525.3,54.30000000000018,56.299999999999955,54.30000000000018
helsinki,0,0,yolo,3,large_launcher,0.5769,0.762,0,3452.6,362.6,3592.6,471.7,140.0,109.09999999999997,109.09999999999997
helsinki,0,1,yolo,1,helicopter,0.6422,0.631,0,2225.6,844.7,2343.1,943.3,117.5,98.59999999999991,98.59999999999991
helsinki,0,2,yolo,10,small_tower,0.7763,0.9463,0,2606.7,791.3,2671.1,857.8,64.40000000000009,66.5,64.40000000000009
helsinki,0,3,yolo,15,spacecraft,0.5745,0.7987,0,1530.4,630.9,1566.3,677.1,35.899999999999864,46.200000000000045,35.899999999999864
helsinki,0,4,yolo,13,condor,0.8581,0.9971,0,2660.7,1378.5,2823.0,1527.7,162.30000000000018,149.20000000000005,149.20000000000005
helsinki,0,5,yolo,7,mine_roller,0.3143,0.3538,0,2268.7,1858.8,2329.6,1915.1,60.90000000000009,56.299999999999955,56.299999999999955
helsinki,1,0,yolo,3,large_launcher,0.4762,0.6118,0,3456.7,419.2,3603.9,523.1,147.20000000000027,103.90000000000003,103.90000000000003
helsinki,1,1,yolo,1,helicopter,0.7236,0.7579,0,2228.2,907.5,2348.2,1006.8,120.0,99.29999999999995,99.29999999999995
helsinki,1,2,yolo,10,small_tower,0.8088,0.9906,0,2624.2,847.3,2675.6,909.1,51.40000000000009,61.80000000000007,51.40000000000009
helsinki,1,3,yolo,15,spacecraft,0.6095,0.839,0,1523.8,685.9,1562.0,731.2,38.200000000000045,45.30000000000007,38.200000000000045
helsinki,1,4,yolo,2,jet_plane,0.3791,0.4266,0,3440.5,401.9,3801.9,498.4,361.4000000000001,96.5,96.5
helsinki,1,5,yolo,13,condor,0.861,0.9668,0,2662.7,1443.6,2837.8,1595.7,175.10000000000036,152.10000000000014,152.10000000000014
helsinki,1,6,yolo,7,mine_roller,0.3212,0.3935,0,2272.3,1935.6,2333.9,1994.8,61.59999999999991,59.200000000000045,59.200000000000045
helsinki,1,7,yolo,14,jammer,0.1824,0.3864,0,2594.1,922.0,2648.5,948.2,54.40000000000009,26.200000000000045,26.200000000000045
helsinki,1,8,yolo,4,large_tower,0.3178,0.4311,0,2284.5,919.2,2361.6,1019.3,77.09999999999991,100.09999999999991,77.09999999999991
