dataset,frame_index,proposal_ordinal,source,score,x1,y1,x2,y2,width_px,height_px,area_px2,short_side_px,center_x_norm,center_y_norm
hosted,44,3,yolo,0.0116,540.0,199.9,556.9,214.9,16.899999999999977,15.0,253.49999999999966,15.0,0.5713020833333334,0.38407407407407407
hosted,45,0,yolo,0.0615,565.0,512.5,583.4,526.9,18.399999999999977,14.399999999999977,264.95999999999924,14.399999999999977,0.598125,0.9624074074074075
hosted,45,1,yolo,0.044,263.9,59.6,278.5,74.0,14.600000000000023,14.399999999999999,210.2400000000003,14.399999999999999,0.2825,0.1237037037037037
hosted,45,2,yolo,0.0219,412.2,217.9,428.8,232.3,16.600000000000023,14.400000000000006,239.04000000000042,14.400000000000006,0.43802083333333336,0.4168518518518519
hosted,45,3,yolo,0.0135,539.8,216.9,556.8,230.5,17.0,13.599999999999994,231.1999999999999,13.599999999999994,0.5711458333333332,0.4142592592592592
hosted,46,0,yolo,0.2586,261.8,74.0,277.0,88.4,15.199999999999989,14.400000000000006,218.8799999999999,14.400000000000006,0.28062499999999996,0.15037037037037038
hosted,46,1,yolo,0.0208,411.1,234.3,428.8,248.5,17.69999999999999,14.199999999999989,251.33999999999963,14.199999999999989,0.4374479166666667,0.44703703703703707
hosted,46,2,yolo,0.0102,259.8,101.2,271.7,116.8,11.899999999999977,15.599999999999994,185.6399999999996,11.899999999999977,0.27682291666666664,0.20185185185185187
hosted,47,0,yolo,0.0817,258.4,87.4,276.1,103.7,17.700000000000045,16.299999999999997,288.5100000000007,16.299999999999997,0.27838541666666666,0.17694444444444446
hosted,47,1,yolo,0.0141,411.2,250.9,428.3,265.0,17.100000000000023,14.099999999999994,241.1100000000002,14.099999999999994,0.43723958333333335,0.47768518518518516
hosted,48,0,yolo,0.0708,330.5,85.1,350.5,101.6,20.0,16.5,330.0,16.5,0.3546875,0.17287037037037037
hosted,48,1,yolo,0.0249,412.8,268.7,427.1,281.7,14.300000000000011,13.0,185.90000000000015,13.0,0.4374479166666667,0.5096296296296297
hosted,48,2,yolo,0.0158,255.8,128.6,269.6,143.1,13.800000000000011,14.5,200.10000000000016,13.800000000000011,0.27364583333333337,0.25157407407407406
hosted,48,3,yolo,0.0112,258.0,101.8,274.9,117.2,16.899999999999977,15.400000000000006,260.25999999999976,15.400000000000006,0.2775520833333333,0.20277777777777778
hosted,48,4,yolo,0.0105,569.3,286.6,581.1,300.4,11.800000000000068,13.799999999999955,162.8400000000004,11.800000000000068,0.5991666666666667,0.5435185185185185
hosted,49,0,yolo,0.0159,257.6,116.6,274.2,131.6,16.599999999999966,15.0,248.9999999999995,15.0,0.27697916666666667,0.2298148148148148
hosted,49,1,yolo,0.0149,330.9,99.7,349.8,116.1,18.900000000000034,16.39999999999999,309.9600000000004,16.39999999999999,0.35453125,0.19981481481481483
hosted,49,2,yolo,0.0138,256.5,144.4,267.2,157.6,10.699999999999989,13.199999999999989,141.23999999999972,10.699999999999989,0.27276041666666667,0.2796296296296296
hosted,49,3,yolo,0.0135,461.1,32.9,478.3,48.8,17.19999999999999,15.899999999999999,273.4799999999998,15.899999999999999,0.4892708333333334,0.07564814814814813
hosted,49,4,yolo,0.0127,412.8,285.3,427.1,299.2,14.300000000000011,13.899999999999977,198.76999999999984,13.899999999999977,0.4374479166666667,0.5412037037037037
hosted,50,0,yolo,0.0153,543.8,299.6,557.6,314.3,13.800000000000068,14.699999999999989,202.86000000000084,13.800000000000068,0.5736458333333334,0.568425925925926
hosted,50,1,yolo,0.0137,245.9,129.1,273.0,149.1,27.099999999999994,20.0,541.9999999999999,20.0,0.27026041666666667,0.2575925925925926
hosted,50,2,yolo,0.0122,325.2,114.9,349.5,132.7,24.30000000000001,17.799999999999983,432.5399999999998,17.799999999999983,0.35140625000000003,0.22925925925925925
hosted,51,0,yolo,0.0147,409.3,318.7,426.1,335.0,16.80000000000001,16.30000000000001,273.8400000000004,16.30000000000001,0.43510416666666674,0.6052777777777778
hosted,51,1,yolo,0.0116,251.9,176.2,263.9,190.2,11.999999999999972,14.0,167.9999999999996,11.999999999999972,0.2686458333333333,0.33925925925925926
hosted,52,0,yolo,0.0198,250.8,193.3,261.8,205.2,11.0,11.899999999999977,130.89999999999975,11.0,0.26697916666666666,0.36898148148148147
hosted,52,1,yolo,0.0137,253.1,162.5,268.4,177.5,15.299999999999983,15.0,229.49999999999974,15.0,0.2716145833333333,0.3148148148148148
hosted,53,0,yolo,0.0324,248.3,209.1,261.2,222.9,12.899999999999977,13.800000000000011,178.01999999999984,12.899999999999977,0.26536458333333335,0.4
hosted,53,1,yolo,0.0235,408.6,355.3,423.7,370.4,15.099999999999966,15.099999999999966,228.00999999999897,15.099999999999966,0.4334895833333333,0.6719444444444445
hosted,53,2,yolo,0.0124,318.4,13.9,330.9,26.9,12.5,12.999999999999998,162.49999999999997,12.5,0.3381770833333333,0.03777777777777778
hosted,54,0,yolo,0.0262,250.3,192.1,267.1,209.0,16.80000000000001,16.900000000000006,283.9200000000003,16.80000000000001,0.2694791666666667,0.37138888888888894
hosted,54,1,yolo,0.02,248.3,226.6,261.1,237.4,12.800000000000011,10.800000000000011,138.24000000000026,10.800000000000011,0.2653125,0.42962962962962964
hosted,55,0,yolo,0.0551,407.2,390.9,423.2,407.6,16.0,16.700000000000045,267.2000000000007,16.0,0.4325,0.7393518518518518
hosted,55,1,yolo,0.0165,321.6,191.5,342.9,207.2,21.299999999999955,15.699999999999989,334.40999999999906,15.699999999999989,0.34609375,0.36916666666666664
hosted,55,2,yolo,0.0105,248.3,207.9,264.2,224.5,15.899999999999977,16.599999999999994,263.93999999999954,15.899999999999977,0.2669270833333333,0.4003703703703704
hosted,56,0,yolo,0.0336,246.7,224.4,262.4,240.7,15.699999999999989,16.299999999999983,255.90999999999954,15.699999999999989,0.26515625,0.43064814814814817
hosted,56,1,yolo,0.0167,406.3,410.2,422.7,427.0,16.399999999999977,16.80000000000001,275.5199999999998,16.399999999999977,0.4317708333333333,0.7751851851851852
hosted,56,2,yolo,0.0134,546.1,410.5,562.3,424.4,16.199999999999932,13.899999999999977,225.17999999999867,13.899999999999977,0.5772916666666668,0.7730555555555555
hosted,57,0,yolo,0.0324,246.4,58.1,260.3,71.9,13.900000000000006,13.800000000000004,191.82000000000014,13.800000000000004,0.26390625,0.12037037037037036
hosted,57,1,yolo,0.0198,406.1,429.9,423.1,446.2,17.0,16.30000000000001,277.1000000000002,16.30000000000001,0.431875,0.8112037037037036
hosted,57,2,yolo,0.0178,242.1,271.9,254.3,286.6,12.200000000000017,14.700000000000045,179.3400000000008,12.200000000000017,0.25854166666666667,0.5171296296296296
hosted,57,3,yolo,0.0143,318.0,222.9,343.1,241.3,25.100000000000023,18.400000000000006,461.84000000000054,18.400000000000006,0.3443229166666667,0.42981481481481487
hosted,57,4,yolo,0.0139,313.0,68.5,326.1,83.1,13.100000000000023,14.599999999999994,191.26000000000025,13.100000000000023,0.33286458333333335,0.14037037037037037
hosted,58,0,yolo,0.0433,406.8,450.2,423.2,465.7,16.399999999999977,15.5,254.19999999999965,15.5,0.4322916666666667,0.8480555555555556
hosted,58,1,yolo,0.0256,243.3,256.8,260.9,273.6,17.599999999999966,16.80000000000001,295.6799999999996,16.80000000000001,0.26260416666666664,0.4911111111111112
hosted,58,2,yolo,0.0241,312.1,82.6,326.6,98.1,14.5,15.5,224.75,14.5,0.33265625000000004,0.1673148148148148
hosted,58,3,yolo,0.0162,578.9,474.1,589.6,485.0,10.700000000000045,10.899999999999977,116.63000000000025,10.700000000000045,0.60859375,0.8880555555555556
hosted,59,0,yolo,0.0277,405.1,469.2,423.0,485.9,17.899999999999977,16.69999999999999,298.92999999999944,16.69999999999999,0.43130208333333336,0.8843518518518517
hosted,60,0,yolo,0.0167,405.6,491.5,421.5,506.7,15.899999999999977,15.199999999999989,241.67999999999947,15.199999999999989,0.43078125,0.9242592592592593
hosted,61,0,yolo,0.0156,405.8,511.3,420.4,525.6,14.599999999999966,14.300000000000011,208.7799999999997,14.300000000000011,0.43031250000000004,0.9600925925925927
hosted,61,1,yolo,0.0123,237.3,308.4,254.7,326.4,17.399999999999977,18.0,313.1999999999996,17.399999999999977,0.25625,0.5877777777777777
hosted,62,0,yolo,0.0197,235.0,325.7,253.3,343.4,18.30000000000001,17.69999999999999,323.90999999999997,17.69999999999999,0.2543229166666667,0.619537037037037
hosted,64,0,yolo,0.0125,307.9,341.7,335.4,362.1,27.5,20.400000000000034,561.0000000000009,20.400000000000034,0.3350520833333333,0.6516666666666666
hosted,65,0,yolo,0.0254,453.8,320.9,474.0,339.0,20.19999999999999,18.100000000000023,365.62000000000023,18.100000000000023,0.48322916666666665,0.6110185185185185
hosted,65,1,yolo,0.0134,229.4,379.8,248.2,397.0,18.799999999999983,17.19999999999999,323.3599999999995,17.19999999999999,0.24875,0.7192592592592593
hosted,67,0,yolo,0.0223,299.7,220.7,315.1,236.5,15.400000000000034,15.800000000000011,243.3200000000007,15.400000000000034,0.3202083333333333,0.42333333333333334
hosted,67,1,yolo,0.0131,306.9,398.5,331.1,417.6,24.200000000000045,19.100000000000023,462.2200000000014,19.100000000000023,0.33229166666666665,0.7556481481481482
hosted,69,0,yolo,0.101,296.9,251.4,312.9,269.6,16.0,18.200000000000017,291.2000000000003,16.0,0.31760416666666663,0.4824074074074074
hosted,69,1,yolo,0.0103,451.5,392.1,472.4,412.0,20.899999999999977,19.899999999999977,415.90999999999906,19.899999999999977,0.48119791666666667,0.7445370370370371
hosted,70,0,yolo,0.0213,296.7,268.7,311.7,286.7,15.0,18.0,270.0,15.0,0.31687499999999996,0.5142592592592592
hosted,71,0,yolo,0.0647,294.8,286.0,310.6,305.3,15.800000000000011,19.30000000000001,304.9400000000004,15.800000000000011,0.31531250000000005,0.5475
hosted,72,0,yolo,0.0592,290.9,304.2,309.5,322.9,18.600000000000023,18.69999999999999,347.8200000000002,18.600000000000023,0.3127083333333333,0.580648148148148
hosted,73,0,yolo,0.0119,289.8,321.0,307.8,339.7,18.0,18.69999999999999,336.5999999999998,18.0,0.31125,0.6117592592592593
hosted,75,0,yolo,0.0119,213.3,341.0,229.9,357.3,16.599999999999994,16.30000000000001,270.5800000000001,16.30000000000001,0.23083333333333336,0.6465740740740741
hosted,76,0,yolo,0.0116,211.7,359.8,229.2,376.3,17.5,16.5,288.75,16.5,0.22963541666666665,0.6815740740740741
hosted,79,0,yolo,0.0114,546.7,326.9,563.6,343.5,16.899999999999977,16.600000000000023,280.54,16.600000000000023,0.5782812500000001,0.6207407407407407
hosted,80,0,yolo,0.0284,280.8,450.5,298.5,471.8,17.69999999999999,21.30000000000001,377.00999999999993,17.69999999999999,0.30171875,0.8539814814814815
hosted,86,0,yolo,0.0269,911.5,510.5,926.8,527.0,15.299999999999955,16.5,252.44999999999925,15.299999999999955,0.9574479166666666,0.9606481481481481
hosted,88,0,yolo,0.0134,116.9,13.9,133.0,29.3,16.099999999999994,15.4,247.9399999999999,15.4,0.13015625,0.04
hosted,95,0,yolo,0.0156,705.9,101.3,716.6,114.3,10.700000000000045,13.0,139.1000000000006,10.700000000000045,0.7408854166666666,0.19962962962962963
hosted,97,0,yolo,0.0103,706.1,130.5,720.1,140.0,14.0,9.5,133.0,9.5,0.7428125,0.25046296296296294
hosted,98,0,yolo,0.0134,708.5,145.2,721.6,156.8,13.100000000000023,11.600000000000023,151.96000000000055,11.600000000000023,0.7448437499999999,0.2796296296296296
hosted,99,0,yolo,0.0317,712.2,159.1,722.9,171.8,10.699999999999932,12.700000000000017,135.8899999999993,10.699999999999932,0.7474479166666667,0.3063888888888889
hosted,100,0,yolo,0.0252,711.4,177.1,722.2,188.6,10.800000000000068,11.5,124.20000000000078,10.800000000000068,0.7466666666666666,0.3386111111111111
hosted,100,1,yolo,0.0109,453.7,123.1,476.1,141.5,22.400000000000034,18.400000000000006,412.16000000000076,18.400000000000006,0.4842708333333333,0.24500000000000002
hosted,101,0,yolo,0.0998,459.4,140.1,470.8,155.5,11.400000000000034,15.400000000000006,175.5600000000006,11.400000000000034,0.4844791666666667,0.2737037037037037
hosted,102,0,yolo,0.0657,459.1,153.8,471.9,171.7,12.799999999999955,17.899999999999977,229.1199999999989,12.799999999999955,0.48489583333333336,0.3013888888888889
hosted,102,1,yolo,0.0181,452.1,151.7,477.8,172.0,25.69999999999999,20.30000000000001,521.71,20.30000000000001,0.4843229166666667,0.2997222222222222
hosted,102,2,yolo,0.0124,738.1,214.5,755.8,230.7,17.699999999999932,16.19999999999999,286.7399999999987,16.19999999999999,0.7780729166666667,0.4122222222222222
hosted,103,0,yolo,0.0416,458.3,169.3,470.7,187.5,12.399999999999977,18.19999999999999,225.67999999999944,12.399999999999977,0.48385416666666664,0.33037037037037037
hosted,104,0,yolo,0.0654,458.0,184.5,470.5,203.6,12.5,19.099999999999994,238.74999999999994,12.5,0.48359375,0.35935185185185187
hosted,105,0,yolo,0.0346,457.4,200.5,469.9,219.3,12.5,18.80000000000001,235.00000000000014,12.5,0.48296875,0.3887037037037037
hosted,106,0,yolo,0.014,458.4,217.9,470.1,235.7,11.700000000000045,17.799999999999983,208.26000000000062,11.700000000000045,0.48359375,0.42000000000000004
hosted,107,0,yolo,0.0126,458.2,234.2,470.2,252.4,12.0,18.200000000000017,218.4000000000002,12.0,0.48354166666666665,0.4505555555555556
hosted,108,0,yolo,0.0276,726.6,308.3,738.4,321.7,11.799999999999955,13.399999999999977,158.11999999999912,11.799999999999955,0.7630208333333334,0.5833333333333334
hosted,110,0,yolo,0.0101,456.3,286.3,469.7,303.1,13.399999999999977,16.80000000000001,225.11999999999978,13.399999999999977,0.4822916666666667,0.5457407407407409
hosted,114,0,yolo,0.038,456.4,358.3,469.7,375.6,13.300000000000011,17.30000000000001,230.09000000000034,13.300000000000011,0.48234374999999996,0.6795370370370372
hosted,115,0,yolo,0.02,349.3,33.8,362.5,45.4,13.199999999999989,11.600000000000001,153.1199999999999,11.600000000000001,0.37072916666666667,0.07333333333333332
hosted,145,0,yolo,0.0143,705.9,463.4,722.2,480.2,16.300000000000068,16.80000000000001,273.84000000000134,16.300000000000068,0.7438020833333333,0.8737037037037036
hosted,145,1,yolo,0.0139,230.9,377.9,247.1,393.1,16.19999999999999,15.200000000000045,246.24000000000058,15.200000000000045,0.24895833333333334,0.7138888888888889
hosted,146,0,yolo,0.0348,707.8,483.1,724.5,500.3,16.700000000000045,17.19999999999999,287.2400000000006,16.700000000000045,0.7459895833333333,0.9105555555555557
hosted,159,0,yolo,0.0137,514.7,227.9,529.7,242.7,15.0,14.799999999999983,221.99999999999974,14.799999999999983,0.5439583333333334,0.43574074074074076
hosted,160,0,yolo,0.021,515.3,245.2,530.0,259.1,14.700000000000045,13.900000000000034,204.33000000000112,13.900000000000034,0.5444270833333333,0.46694444444444444
hosted,161,0,yolo,0.0297,515.6,260.9,531.2,275.8,15.600000000000023,14.900000000000034,232.44000000000088,14.900000000000034,0.5452083333333334,0.49694444444444447
hosted,162,0,yolo,0.0185,515.4,277.9,531.3,294.0,15.899999999999977,16.100000000000023,255.99,15.899999999999977,0.5451562499999999,0.529537037037037
hosted,166,0,yolo,0.0188,516.9,350.9,532.4,365.0,15.5,14.100000000000023,218.55000000000035,14.100000000000023,0.5465104166666667,0.6628703703703703
hosted,167,0,yolo,0.0115,517.0,368.9,532.4,383.2,15.399999999999977,14.300000000000011,220.21999999999986,14.300000000000011,0.5465625000000001,0.6963888888888888
hosted,168,0,yolo,0.0113,517.0,386.5,533.6,401.2,16.600000000000023,14.699999999999989,244.02000000000015,14.699999999999989,0.5471874999999999,0.7293518518518519
hosted,173,0,yolo,0.0107,289.9,273.4,301.9,288.1,12.0,14.700000000000045,176.40000000000055,12.0,0.30822916666666667,0.5199074074074074
hosted,179,0,yolo,0.0164,281.3,382.5,294.4,397.2,13.099999999999966,14.699999999999989,192.56999999999934,13.099999999999966,0.29984375,0.7219444444444445
hosted,186,0,yolo,0.0109,377.6,65.2,390.6,77.8,13.0,12.599999999999994,163.79999999999993,12.599999999999994,0.4001041666666667,0.13240740740740742
hosted,187,0,yolo,0.0113,376.4,79.3,389.1,92.3,12.700000000000045,13.0,165.1000000000006,12.700000000000045,0.39869791666666665,0.15888888888888889
hosted,190,0,yolo,0.0135,372.3,123.1,388.9,136.0,16.599999999999966,12.900000000000006,214.13999999999965,12.900000000000006,0.39645833333333336,0.23990740740740743
hosted,191,0,yolo,0.0377,371.7,138.0,388.5,151.8,16.80000000000001,13.800000000000011,231.84000000000034,13.800000000000011,0.3959375,0.26833333333333337
hosted,192,0,yolo,0.0101,371.3,153.4,387.6,167.1,16.30000000000001,13.699999999999989,223.30999999999997,13.699999999999989,0.3952604166666667,0.2967592592592593
hosted,193,0,yolo,0.0195,371.3,168.2,385.7,182.0,14.399999999999977,13.800000000000011,198.71999999999986,13.800000000000011,0.39427083333333335,0.32425925925925925
hosted,194,0,yolo,0.0315,371.0,183.8,384.1,197.4,13.100000000000023,13.599999999999994,178.16000000000022,13.100000000000023,0.39328125,0.352962962962963
hosted,195,0,yolo,0.0218,369.6,199.2,383.8,213.8,14.199999999999989,14.600000000000023,207.32000000000016,14.199999999999989,0.3923958333333334,0.3824074074074074
hosted,196,0,yolo,0.0271,370.0,216.1,383.7,229.6,13.699999999999989,13.5,184.94999999999985,13.5,0.39255208333333336,0.41268518518518515
hosted,197,0,yolo,0.0352,368.9,232.0,383.3,246.5,14.400000000000034,14.5,208.8000000000005,14.400000000000034,0.39177083333333335,0.44305555555555554
hosted,198,0,yolo,0.1248,367.6,249.1,382.4,263.0,14.799999999999955,13.900000000000006,205.71999999999946,13.900000000000006,0.390625,0.4741666666666667
hosted,199,0,yolo,0.065,366.2,266.2,381.0,279.2,14.800000000000011,13.0,192.40000000000015,13.0,0.3891666666666667,0.505
hosted,200,0,yolo,0.0588,364.8,282.9,381.4,296.1,16.599999999999966,13.200000000000045,219.12000000000032,13.200000000000045,0.38864583333333336,0.5361111111111111
hosted,201,0,yolo,0.0111,364.0,299.2,381.0,312.7,17.0,13.5,229.5,13.5,0.3880208333333333,0.566574074074074
hosted,203,0,yolo,0.021,363.4,335.4,378.2,349.2,14.800000000000011,13.800000000000011,204.24000000000032,13.800000000000011,0.3862499999999999,0.6338888888888888
hosted,204,0,yolo,0.0372,362.9,352.3,377.8,367.7,14.900000000000034,15.399999999999977,229.46000000000018,14.900000000000034,0.38578125,0.6666666666666666
hosted,205,0,yolo,0.024,361.8,372.5,377.0,386.5,15.199999999999989,14.0,212.79999999999984,14.0,0.38479166666666664,0.7027777777777777
hosted,206,0,yolo,0.0342,361.3,389.6,375.9,405.2,14.599999999999966,15.599999999999966,227.75999999999897,14.599999999999966,0.38395833333333335,0.7359259259259259
hosted,207,0,yolo,0.0888,358.6,409.5,375.8,424.5,17.19999999999999,15.0,257.99999999999983,15.0,0.38250000000000006,0.7722222222222223
hosted,208,0,yolo,0.019,358.7,429.8,373.8,442.7,15.100000000000023,12.899999999999977,194.78999999999996,12.899999999999977,0.3815104166666667,0.8078703703703703
hosted,209,0,yolo,0.131,357.1,447.9,373.9,463.2,16.799999999999955,15.300000000000011,257.0399999999995,15.300000000000011,0.3807291666666667,0.843611111111111
hosted,209,1,yolo,0.0152,579.3,118.5,599.2,135.8,19.90000000000009,17.30000000000001,344.2700000000018,17.30000000000001,0.6138020833333333,0.23546296296296299
hosted,210,0,yolo,0.0984,357.0,468.7,372.9,482.7,15.899999999999977,14.0,222.59999999999968,14.0,0.38015625,0.8809259259259259
hosted,210,1,yolo,0.0248,579.9,133.2,599.9,151.1,20.0,17.900000000000006,358.0000000000001,17.900000000000006,0.6144791666666667,0.2632407407407407
hosted,210,2,yolo,0.0105,367.5,476.2,376.0,485.1,8.5,8.900000000000034,75.65000000000029,8.5,0.38723958333333336,0.8900925925925925
hosted,211,0,yolo,0.0559,355.8,488.8,372.5,503.6,16.69999999999999,14.800000000000011,247.16000000000003,14.800000000000011,0.3793229166666666,0.918888888888889
hosted,213,0,yolo,0.0142,455.9,254.3,471.0,270.4,15.100000000000023,16.099999999999966,243.10999999999984,15.100000000000023,0.48276041666666664,0.4858333333333334
hosted,220,0,yolo,0.0303,454.3,378.4,469.7,394.6,15.399999999999977,16.200000000000045,249.48000000000033,15.399999999999977,0.48125,0.7157407407407408
